DEdeg,solution_id,designation,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,grp,distance,mag,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error
,,Gaia DR3 5556616932794722176,5.556616932794722e+18,96.2335506128948,,-45.44040045053709,,0.210545903221052,0.01052697,,0.97080654,68763.03471262737,13.593979,14.050642,12.971852,,0.622126999999999,4749.558099689552,0.2107129769219931,8.669513,7931.592,32746.13536019021,25.093496,1304.9651,51335.45907330377,22.919388,2239.827
,,Gaia DR3 5950822706403838976,5.950822706403839e+18,258.312642867628,,-47.787808533625125,,1.0014077403500838,0.050068837,,1.0262915,7764.899085697013,15.962028,16.546856,15.2107725,,0.751255500000001,998.5942385969659,5.96508271970799,2.5729637,3017.8813,3286.0545676289053,6.8173647,482.01245,6529.040812299906,7.5458193,865.25275
,,Gaia DR3 3416601129114586624,3.4166011291145866e+18,83.12299959338016,,23.95404695041253,,0.7473585618785764,0.037366774,,0.9227093,11661.458308321357,15.520485,16.223028,14.693768,,0.8267170000000004,1338.0458203173303,4.888130071218221,4.581225,2545.4893,4427.981625183397,19.277498,229.6969,10511.170781870482,17.700644,593.8299
,,Gaia DR3 6054731193811642880,6.054731193811642e+18,189.0758210296591,,-61.771804838940064,,0.4579106024950437,0.022894822,,1.0197152,15693.986209142842,15.198033,15.819333,14.42533,,0.7727029999999999,2183.832378091363,3.5019364966490105,3.8210485,4107.246,6422.197032392406,13.223283,485.67343,13459.412174449286,8.784961,1532.097
,,Gaia DR3 4308277575796591232,4.308277575796591e+18,291.0318240907736,,8.712859814070828,,0.8697276455094524,0.043485034,,1.0134603,5577.424610913364,16.321283,17.084162,15.474853,,0.8464300000000016,1149.785228931339,6.018199374757479,2.2453654,2483.972,2003.3298076225503,4.3211336,463.6121,5119.376516748933,6.941928,737.45746
,,Gaia DR3 6818168189064526464,6.818168189064527e+18,326.9305092275703,,-20.13833310022457,,2.939564897625428,0.14697368,,1.0430099,1102.5516373193211,18.08137,19.502905,16.930584,,1.150786,340.1863999695319,10.422785263379865,1.237125,891.2209,215.90123954252468,6.42205,33.61874,1339.4437016162406,8.046499,166.4629
,,Gaia DR3 4512719118587685504,4.5127191185876854e+18,286.8938677461631,,15.274788052029828,,0.5461400698137133,0.027306158,,0.9534062,16060.2156724732,15.172989,15.968607,14.277424,,0.8955649999999995,1831.0321019680846,3.85950920753198,4.8523664,3309.7698,5597.244669400421,8.920969,627.42566,15423.701227341304,10.939595,1409.8969
,,Gaia DR3 4318508290978372736,4.3185082909783726e+18,295.41171827534646,,15.379447567383718,,1.0471238508216931,0.05235457,,0.93405974,4502.894920393434,16.553637,17.208935,15.775319,,0.7783179999999987,954.9968699646041,6.6536272591458125,2.5773883,1747.0767,1785.8413605987107,7.8489366,227.52654,3881.7779232090097,11.049851,351.29684
,,Gaia DR3 5311274313379931008,5.311274313379931e+18,136.12852364044343,,-53.80465085210292,,0.4973382288243726,0.02486614,,1.0098621,11553.35913425683,15.530596,15.903854,14.980619,,0.5499769999999984,2010.7040682632396,4.013855216826364,2.9774675,3880.2637,5941.214363861456,9.117942,651.596,8070.683918854335,7.278947,1108.7709
,,Gaia DR3 6839753182865029248,6.839753182865029e+18,330.9489359079225,,-13.782294456700306,,1.0527940816822383,0.052638065,,0.9671443,6620.59528766181,16.135124,16.588724,15.516548,,0.6185760000000009,949.8533639191058,6.246841174377657,3.166674,2090.7095,3161.7485717586646,13.042442,242.41998,4926.504659455889,15.359679,320.74268
,,Gaia DR3 4060763725781584256,4.0607637257815844e+18,266.88421995655324,,-27.12304815457471,,0.8387275805631068,0.041935075,,0.94343644,10500.34298952838,15.634358,16.148977,14.916174,,0.7181840000000008,1192.2822417841771,5.252462622559696,3.8273373,2743.5112,4740.519011296437,17.042477,278.15906,8564.23258200983,16.644564,514.5363
,,Gaia DR3 6905801400399073792,6.905801400399073e+18,305.9309585494931,,-8.951394009467993,,0.6827597908025187,0.034136925,,1.0383472,14315.173801278585,15.297875,15.6136,14.804861,,0.49301399999999873,1464.6439545372111,4.469214683282724,5.3793044,2661.157,7762.058554409571,18.246593,425.39767,9488.855036043304,15.944829,595.10547
,,Gaia DR3 6904147666192411648,6.904147666192412e+18,306.3202618665439,,-11.06261612343341,,0.3595451425934264,0.017976696,,0.99780524,130331.3761020656,12.899744,13.408175,12.23165,,0.668094,2781.29192008248,0.6785111293443098,24.66302,5284.486,59176.15036017849,67.38147,878.2259,101507.4607396645,71.701614,1415.6929
,,Gaia DR3 6706956715389240832,6.706956715389241e+18,275.6325682127353,,-47.12885936054885,,0.929689793925688,0.04648304,,1.0432047,8129.723930610753,15.912177,16.406166,15.020794,,0.8913829999999994,1075.6275980802388,5.753867316642177,4.540988,1790.2985,3740.68117497978,11.394983,328.27438,7777.513005613302,12.919581,601.9942
,,Gaia DR3 2166767711879249152,2.1667677118792492e+18,311.796697210146,,47.68837220453069,,0.6307423786784987,0.031536132,,0.98037326,7322.541341761465,16.025713,16.616459,15.29353,,0.7321829999999991,1585.4333461708284,5.024973057994277,2.8247414,2592.2874,3082.0030157010224,7.6400814,403.39923,6049.869504524309,8.93369,677.19714
,,Gaia DR3 4099537109986050432,4.0995371099860506e+18,279.8723303861603,,-17.113899926213676,,0.8662091519549278,0.0433091,,1.1513991,10304.679664682651,15.65478,15.871043,14.509136,,1.1456440000000008,1154.4555927897122,5.342893839837547,6.9419975,1484.3969,6123.50014625914,50.0533,122.33959,12459.59360218219,24.64044,505.65628
,,Gaia DR3 6644648731463659264,6.64464873146366e+18,290.6382622261645,,-53.28693419001625,,1.976062789516544,0.09880005,,1.065691,1921.0299934041484,17.47853,18.726168,16.38966,,1.08887,506.05679399724755,8.957533701023513,1.6483401,1165.433,441.5190448129542,9.473032,46.607998,2204.421191426532,7.782554,283.25165
,,Gaia DR3 272479635865427456,2.7247963586542746e+17,69.82842829094305,,51.63182460103363,,0.4644119640403859,0.023219872,,1.1833814,184042.6806528665,12.52507,14.055291,11.340969,,1.184101,2153.2606337269954,0.8595869968679146,50.819275,3621.5134,32606.215161826687,46.11118,707.1217,230552.898704707,150.46588,1532.2603
,,Gaia DR3 3162770524723262080,3.162770524723262e+18,111.32806044235518,,11.699596602781735,,0.6334345601775562,0.031670738,,0.99390984,16430.839504375097,15.148217,15.447743,14.675399,,0.4728180000000002,1578.6950426571184,4.156725773904958,7.368752,2229.7996,9043.14528061593,25.806173,350.42566,10690.513343810291,32.078262,333.2635
,,Gaia DR3 5660387117940773248,5.660387117940773e+18,147.91933035101863,,-23.85732404427128,,0.6790849954718002,0.033953186,,1.0883315,13108.55191575469,15.39348,15.729622,14.885047,,0.5084330000000001,1472.5697175877685,4.553100673716509,4.6951995,2791.9053,6975.386749077945,20.486963,340.47928,8813.318496278229,17.607481,500.54398
,,Gaia DR3 6001711746684015744,6.001711746684016e+18,234.4842015993126,,-42.427149452311205,,1.1926461143228493,0.059630435,,3.0132885,134044.65167883242,12.869243,13.212766,12.360991,,0.5082520000000006,838.47168744416,3.2518009878557628,24.3953,5494.692,70845.22406153321,39.67657,1785.5682,90107.67915853189,28.715433,3137.953
,,Gaia DR3 5614242302860845312,5.614242302860845e+18,115.2478998086985,,-25.248878309641317,,0.6832622784549822,0.034162045,,0.9585625,9042.819519802686,15.796607,16.243694,15.176477,,0.6201299999999996,1463.566819847331,4.969544224270118,2.4717383,3658.4858,4344.492366296718,11.2718725,385.42773,6738.560127157718,10.935471,616.21124
,,Gaia DR3 53837453713701760,5.383745371370176e+16,60.77878011966839,,23.1651265966677,,2.0606896996954736,0.103031255,,1.0318254,2456.667275277612,17.2115,18.376526,16.152643,,1.0588569999999997,485.27442057277176,8.781563001458553,1.6202788,1516.2003,609.2654722061873,7.613933,80.019806,2742.212757356265,12.327639,222.44429
,,Gaia DR3 508335806425739392,5.083358064257394e+17,28.697193961426414,,61.66757887660042,,0.4375057878491225,0.021874603,,1.0551804,18865.1527622448,14.998216,15.680914,14.183362,,0.8148539999999986,2285.684047555637,3.203135013812336,3.2224581,5854.274,7295.43964305972,8.230377,886.40405,16819.51482355038,8.411409,1999.6072
,,Gaia DR3 1632642344816472064,1.632642344816472e+18,260.83148438606247,,64.3256913798823,,2.038571817189305,0.10192539,,1.0491705,1648.772386523743,17.644464,19.014984,16.51149,,1.1329740000000008,490.539500040159,9.191094079455027,2.085807,790.47217,338.39431147681034,9.657125,35.040894,1970.4345657844344,8.319576,236.84314
,,Gaia DR3 6078549742389635072,6.078549742389635e+18,190.93580545135325,,-51.16681637767221,,0.5622291995279747,0.028110579,,1.009086,19557.20662560133,14.9591,15.369987,14.380564,,0.5785359999999997,1778.634053228755,3.708666985302033,4.2455306,4606.54,9714.543503562403,14.68813,661.3873,14025.962323628655,13.356039,1050.1588
,,Gaia DR3 872112630080641536,8.721126300806415e+17,113.42889399761953,,26.8224083555866,,0.6786875620385004,0.033933308,,0.9621617,14150.91253421428,15.310406,15.611241,14.839121,,0.47128499999999995,1473.4320413894254,4.468755450852408,5.6897306,2487.0972,7778.938605207279,25.93831,299.90152,9194.110347021193,39.468327,232.94908
,,Gaia DR3 967394246159317120,9.673942461593171e+17,98.10485817333462,,48.51084609610338,,0.6716012376364414,0.033579007,,1.0924232,15379.242912754878,15.22003,15.626141,14.641692,,0.5783379999999987,1488.9787927123075,4.3555874389544,4.30265,3574.3652,7672.918123916052,17.3345,442.63858,11027.605886208035,15.927079,692.3809
,,Gaia DR3 6072981433249420160,6.07298143324942e+18,185.89833939217104,,-55.611689820341184,,0.6619219645311196,0.033095054,,1.0395782,10007.295389910469,15.686575,16.170448,15.026593,,0.6599819999999994,1510.7521030947537,4.790608962522102,2.489232,4020.234,4647.691585994668,8.760861,530.5062,7736.081903254352,11.058274,699.5741
,,Gaia DR3 5831571977406225920,5.831571977406226e+18,244.49253494335957,,-59.35230547380446,,0.52619942279608,0.026309142,,0.98103976,18909.1180419117,14.995688,15.486509,14.330568,,0.6651199999999999,1900.4201766058068,3.6014398367965494,3.615361,5230.216,8725.962194777052,12.508351,697.6109,14686.926035196117,10.096617,1454.6383
,,Gaia DR3 3238048313439025920,3.238048313439026e+18,81.29289090697858,,6.771274364931353,,0.4283869748415465,0.021418676,,1.0276699,1141167.0691769456,10.543994,11.783054,9.454027,,1.0899669999999997,2334.3380138247294,-1.2968247120818468,784.1419,1455.3069,264359.562611668,945.46826,279.60703,1310832.526242942,1795.6763,729.9938
,,Gaia DR3 1940754850439134464,1.9407548504391345e+18,359.3889966671154,,50.03120331653441,,1.7254869699600113,0.086271636,,1.0299742,2154.6929614149158,17.353903,18.493856,16.301168,,1.0527349999999984,579.5465381133392,8.53846142029391,1.3778621,1563.7944,546.8578343303114,6.3829274,85.67508,2391.611501922843,6.421045,372.46454
,,Gaia DR3 5846371060284186112,5.846371060284187e+18,215.46475621216112,,-69.59619437659809,,0.3045735169757814,0.015228197,,1.071837,48888.085746797486,13.964359,14.81522,13.061715,,0.9026440000000004,3283.2795507940255,1.3828196911376889,8.290581,5896.8228,16193.057583033224,12.908218,1254.4766,47257.6462701222,20.216476,2337.5808
,,Gaia DR3 4281639844979035392,4.281639844979035e+18,284.6072319435839,,4.996038804547962,,1.334111081455604,0.066703446,,1.0366772,4213.768893819523,16.62569,17.946405,15.515008,,1.1106819999999988,749.5627717213273,7.251649957703162,4.208473,1001.25836,905.4302095204864,14.789848,61.219707,4933.5002574358205,22.480669,219.45523
,,Gaia DR3 3045369620915336192,3.045369620915336e+18,107.14385701560026,,-12.006355619970895,,0.8878437640218602,0.044390786,,0.93748134,8532.527664393401,15.859673,16.405926,15.167872,,0.6918010000000017,1126.3242932180783,5.601355743347359,3.844827,2219.223,3741.504076279629,19.712858,189.80019,6792.1819163724485,15.626171,434.66705
,,Gaia DR3 1833327101212171392,1.8333271012121713e+18,300.00226866002134,,23.244659467328862,,2.30417868283592,0.115205295,,2.3618405,6829.735767313813,16.101357,16.931227,14.92243,,1.1789269999999998,433.99412009542044,7.913937772108087,13.251918,515.37714,2306.3564352583508,11.746179,196.34952,8515.028270110648,24.961382,341.12808
,,Gaia DR3 5726240099143707264,5.726240099143708e+18,121.08062741122156,,-12.723104152452988,,1.393314321557398,0.06966352,,1.0313095,2954.598058401571,17.011122,17.91721,16.054499,,0.9566230000000004,717.7131423455369,7.731367505734839,1.8334929,1611.4587,930.1070600742718,8.204081,113.37128,3001.6412824050867,10.993649,273.03412
,,Gaia DR3 5887607311864314752,5.887607311864315e+18,227.9225269140633,,-53.72557525095687,,0.954833524919156,0.04774017,,0.95444083,6397.550934237716,16.172333,16.783964,15.392724,,0.7796089999999989,1047.3029841350283,6.071971295032359,2.9073517,2200.4736,2641.3837497274017,10.768721,245.28297,5521.644055603168,12.644558,436.68146
,,Gaia DR3 3059773425098723840,3.059773425098724e+18,109.71813878430036,,-3.610537429912568,,0.8063896912763764,0.040318213,,1.0165397,8023.25532414916,15.926491,16.33497,15.348928,,0.5775629999999996,1240.0952180045504,5.459215836018151,3.6077611,2223.8877,3994.1926013669945,17.54715,227.6263,5748.925281259625,17.995207,319.46982
,,Gaia DR3 5857575530473173376,5.857575530473173e+18,198.5253485832412,,-67.21168472740068,,0.7054850408481821,0.035273135,,1.0596381,8091.635233577056,15.917276,16.487017,15.201664,,0.7156120000000001,1417.4644990313784,5.1597150468943145,3.5161495,2301.2773,3472.246642012561,9.58192,362.37485,6584.041483753781,9.873786,666.8204
,,Gaia DR3 2922035614920528128,2.922035614920528e+18,102.30872949053764,,-24.64184495212847,,1.503811614340204,0.075188205,,1.9763504,4707.039075751076,16.505497,17.545124,15.4390545,,1.066442499999999,664.9769096501818,7.3914641733763045,8.658385,543.63934,1310.2904376305291,8.403715,155.918,5290.981686976553,10.429486,507.3099
,,Gaia DR3 5826249550837347712,5.826249550837347e+18,238.3525688890161,,-62.80228097343861,,0.8808162660934771,0.044039417,,1.004266,5654.838853069793,16.306316,16.8792,15.598607,,0.7077089999999995,1135.3105505591043,6.030742630916402,2.5753913,2195.7202,2419.563334275492,8.078519,299.5058,4567.885586157283,13.471104,339.0877
,,Gaia DR3 5641111476514705664,5.641111476514705e+18,131.09216463481104,,-31.680467033441584,,1.5244623032907485,0.0762207,,0.9651289,1952.2595632808227,17.461023,18.475855,16.475403,,0.9856200000000008,655.9689917168637,8.376606448278308,1.4376297,1357.9711,556.0004592684185,7.1567025,77.689476,2037.02910686176,7.7707963,262.13904
,,Gaia DR3 6063479629887175296,6.063479629887176e+18,198.877711796916,,-56.54970358717959,,0.9115875258181432,0.045577932,,1.0114874,5651.308155720309,16.306993,16.857801,15.602999,,0.703993999999998,1096.9873672881902,6.105984868273298,1.8294978,3088.9941,2467.7223781481152,5.971591,413.2437,4549.447852557016,7.3711205,617.199
,,Gaia DR3 1937057021031002240,1.937057021031002e+18,350.2360356648374,,44.28078450010891,,0.5337987331044506,0.02668909,,0.9832369,16308.179200535362,15.156353,15.645044,14.504005,,0.6523479999999999,1873.365255447929,3.793240693581918,3.5729942,4564.289,7540.482970552252,13.47893,559.42737,12518.607763190064,11.289696,1108.8525
,,Gaia DR3 2178325434503836928,2.178325434503837e+18,326.0837064194574,,57.89740272768879,,0.754209375239474,0.03770927,,0.96646696,5179.736223971446,16.401598,17.149233,15.483315,,0.9182830000000006,1325.8917653768005,5.789057633118251,2.3145072,2237.9434,1886.7901508818493,19.09514,98.80997,5079.62868549726,29.404776,172.74843
,,Gaia DR3 5837512157644495104,5.837512157644495e+18,190.159453172981,,-75.92278789316038,,0.3396890310328294,0.01698391,,0.99780285,24029.998280696425,14.735482,15.476027,13.895333,,0.8401489999999985,2943.8689761617725,2.390889616027687,4.465802,5380.8916,8810.619616851445,14.927706,590.2193,21929.31497538993,13.007501,1685.8977
,,Gaia DR3 5097963044611216256,5.097963044611216e+18,61.9701241030311,,-15.276819130876566,,1.134389539871561,0.05671767,,0.9860405,4322.008999177393,16.598152,17.28547,15.806747,,0.7914049999999992,881.5314006802486,6.871963066288551,2.3215222,1861.7134,1664.2920743270834,8.090312,205.7142,3771.0221600972186,8.684956,434.20166
,,Gaia DR3 6225828637727631360,6.225828637727631e+18,225.56193387564733,,-26.243474553270037,,0.9442616496805524,0.04721158,,0.9416889,8466.244093512274,15.86814,16.372818,15.20809,,0.66005,1059.0285016216683,5.743601757864612,3.8621426,2192.1106,3857.357749710947,12.8241005,300.78973,6545.192054427847,14.79816,442.2977
,,Gaia DR3 4551982713137704192,4.551982713137704e+18,268.537639249744,,20.21715312325332,,1.0906693397692546,0.054531723,,1.0417129,3183.8654132777715,16.92998,17.672691,16.109415,,0.820565000000002,916.8681685061057,7.118445523428743,1.620202,1965.104,1165.0391204241917,10.403529,111.98499,2853.591603554929,8.963076,318.37192
,,Gaia DR3 2150644026672110592,2.1506440266721106e+18,276.85669400908915,,55.78873036357405,,0.6438308397138974,0.032190513,,1.0039748,5858.243940114556,16.267948,16.67002,15.703175,,0.5647730000000006,1553.203012835445,5.311806878498416,2.8926852,2025.1924,2933.656104927089,12.986146,225.9066,4148.475722924295,10.5348625,393.78546
,,Gaia DR3 114058220960309888,1.1405822096030989e+17,40.19145019396554,,24.72150811958017,,0.7483371002764347,0.037415657,,0.949885,12397.512878829,15.45403,15.992953,14.76141,,0.6926199999999998,1336.2961687060567,4.8245163837787,5.1030436,2429.435,5473.127259052337,22.544918,242.76546,9876.302133219691,27.530844,358.7359
,,Gaia DR3 5961266555107984256,5.961266555107984e+18,266.8997336501277,,-38.71329733327335,,0.5705588564395383,0.028527029,,0.86929303,24198.29423929522,14.727905,15.18367,14.089653,,0.6382519999999996,1752.6675621868455,3.5094072552390614,5.87847,4116.4272,11533.178711922395,13.849862,832.72876,18335.68351247192,19.347607,947.69775
,,Gaia DR3 685281380906249600,6.852813809062496e+17,137.1802160997382,,21.9048325308811,,0.8252611836922157,0.041261736,,1.0512624,12255.81580821217,15.466512,15.810041,14.948359,,0.5181529999999999,1211.737592607959,5.049469092354405,4.2621512,2875.5,6477.396045639478,14.209216,455.8588,8314.092589047566,15.434762,538.6602
,,Gaia DR3 4428056242171460736,4.4280562421714606e+18,234.7572746550932,,5.266414819664536,,0.7540713223634583,0.03770236,,1.0125026,8242.251470220579,15.897252,16.262508,15.365103,,0.5321490000000004,1326.1345052424701,5.284314123539781,3.2949266,2501.4978,4269.8606470065415,10.33947,412.96707,5663.921805105806,9.709882,583.31525
,,Gaia DR3 3212663957208137472,3.2126639572081377e+18,74.99154927842041,,-4.178372825546012,,0.8981556272633657,0.04490634,,1.0375392,7613.693010730345,15.983378,16.441833,15.350531,,0.6328469999999999,1113.3927903418573,5.750135976241527,2.5200098,3021.2952,3619.793909011384,11.688573,309.68655,5740.447675805537,9.776626,587.1604
,,Gaia DR3 261607252571627776,2.6160725257162778e+17,78.12228790506181,,50.06570139506696,,0.7298570728163952,0.036491685,,1.1079885,9655.295300711088,15.725453,16.161028,15.108665,,0.6167879999999997,1370.131272608168,5.0416421049546525,3.0125718,3205.001,4688.195971717892,10.663749,439.63864,7172.8513417207205,11.528868,622.1644
,,Gaia DR3 6770746046399397376,6.770746046399398e+18,290.3378625082298,,-23.75838254492414,,2.3179860151889558,0.115895584,,0.91783565,1199.3364117827907,17.990015,19.560091,16.82791,,1.1621050000000004,431.4089875639232,9.815569057308316,1.9925315,601.9159,204.8240050099316,5.5308566,37.032963,1472.2930303603216,7.596609,193.80923
,,Gaia DR3 4462363513220464384,4.4623635132204646e+18,248.193658309356,,15.084441898999584,,1.7103173141785142,0.08551313,,0.98353666,1824.741827315314,17.534363,18.702314,16.461441,,1.0729219999999984,584.6868249008588,8.699746461353364,1.3815724,1320.7719,451.32675709187527,8.273585,54.550323,2063.3928853151424,10.02171,205.89229
,,Gaia DR3 1989777469718924800,1.9897774697189248e+18,339.8083873420199,,50.98172651178113,,1.0469441702245996,0.052345525,,1.0435294,3508.040743831036,16.824705,17.468187,16.0584,,0.7663050000000027,955.1607702113392,6.924322614650842,2.1177142,1656.5223,1406.5064619640798,7.0851793,198.51389,2990.8787954035706,9.588191,311.9336
,,Gaia DR3 2540992301167512320,2.5409923011675126e+18,6.56701298732336,,-2.1068168504368328,,2.047433186612184,0.10236836,,1.0526465,1992.8269610522211,17.438692,18.770035,16.303946,,1.1347459999999998,488.4164262545069,8.994740692188929,1.4845098,1342.4142,424.0359970585132,5.0636144,83.74176,2385.502833047316,7.1447315,333.88278
,,Gaia DR3 2146112595657754368,2.1461125956577544e+18,283.9659145344508,,52.24784870150669,,0.6536108097134632,0.03267949,,1.0498887,5944.873193573934,16.25201,16.658886,15.669925,,0.5820849999999993,1529.9624564630296,5.328606130719155,2.6842124,2214.7551,2963.895296238365,10.40039,284.97925,4277.482818368457,10.977181,389.6704
,,Gaia DR3 2001568666780024448,2.0015686667800243e+18,335.30902424788707,,52.06604715614886,,0.3392386251300986,0.016961386,,1.0109093,31945.21639220697,14.4263525,14.668501,14.033617,,0.39273550000000057,2947.777540415683,2.0788789721371224,10.750566,2971.4917,18536.02827663249,22.4409,825.99304,19306.843518829573,14.331626,1347.1495
,,Gaia DR3 4396179166703394688,4.396179166703395e+18,237.2547202784351,,-7.59386221709656,,0.7720910554160522,0.038603313,,1.0213151,10769.756177829036,15.606853,15.960023,15.0709915,,0.5358614999999993,1295.1840239376118,5.045195606165821,3.1878846,3378.3394,5641.6708392077535,12.208978,462.09198,7426.112377368409,11.042926,672.47687
,,Gaia DR3 6869713916949211648,6.869713916949211e+18,295.6718375167979,,-19.10164922770254,,0.7479967865672309,0.037398636,,0.9452965,19296.4722377447,14.973672,15.385641,14.393106,,0.580566000000001,1336.9041391063768,4.343170660584892,6.6733685,2891.564,9575.476214806666,20.680975,463.00894,13864.86014514824,18.383738,754.1916
,,Gaia DR3 300977774663027584,3.009777746630276e+17,28.65814824979453,,29.95586360634439,,2.518144135420607,0.12590314,,1.1970019,1608.8771799961314,17.67106,18.665358,16.27093,,1.4001300000000008,397.11785593757105,9.676462924781159,3.0944445,519.9244,466.9537257539799,11.687452,39.953423,2459.156261270065,9.404924,261.4754
,,Gaia DR3 5725049366710732160,5.725049366710732e+18,121.46208866136432,,-14.152108395653066,,0.3017902640145311,0.015089027,,0.935836,139601.94600634926,12.825138,13.543403,12.009273,,0.8158650000000005,3313.5595121512947,0.2236641249618021,18.803417,7424.286,52246.31466194619,31.825932,1641.6272,124580.24378460598,37.94477,3283.1992
,,Gaia DR3 4203376637378749312,4.2033766373787494e+18,281.8981680272377,,-9.442570582156904,,0.4600450305855256,0.023001509,,0.9893779,72824.80786733449,13.531669,14.295883,12.676478,,0.8551910000000014,2173.700254358237,1.845670719034537,22.439447,3245.3923,26125.429496301414,37.602856,694.77246,67385.54161565301,53.49855,1259.5769
,,Gaia DR3 3006866128166245632,3.0068661281662454e+18,97.92635474242398,,-7.553394249958266,,0.4826348935313201,0.024130968,,1.0682776,24974.85119966201,14.693609,15.236417,13.979821,,0.713788000000001,2071.959598037447,3.1117025866235632,6.7061577,3724.167,10986.270052054571,22.56876,486.79105,20287.560333683086,17.386549,1166.8538
,,Gaia DR3 5336002192457445120,5.336002192457445e+18,171.9086784731417,,-60.46643183448206,,0.8296556197031918,0.041481443,,1.0064468,5624.138657961179,16.312227,16.805841,15.637681,,0.6745459999999994,1205.3193834301378,5.906716296223163,2.958675,1900.8978,2588.6905896415774,12.0112505,215.52216,4406.420582120353,9.115254,483.41168
,,Gaia DR3 6341456853916336128,6.341456853916336e+18,293.3856826758531,,-88.41880398160994,,0.7018691339520301,0.035092324,,0.93942463,5508.647569095241,16.334755,16.844147,15.665298,,0.6694570000000013,1424.7670279632869,5.566035719476215,2.4683127,2231.746,2498.954793060584,13.053712,191.43634,4295.748648706868,11.475654,374.33585
,,Gaia DR3 1327358581973409024,1.327358581973409e+18,252.0707672562528,,36.561196197743264,,0.52921708391369,0.026460001,,1.0597432,9281.88925939024,15.768276,16.120682,15.251603,,0.5166730000000008,1889.5837462478628,4.386445277064167,2.6915243,3448.5623,4865.6871177562025,10.045139,484.38223,6288.063160538572,10.990052,572.15955
,,Gaia DR3 6631677174316590720,6.631677174316591e+18,281.11351439444473,,-62.34229930793857,,2.068762632670994,0.10343479,,0.9765087,1629.8770623044047,17.65698,19.000925,16.550041,,1.1069390000000006,483.38073407140627,9.235533315496381,1.7186918,948.3242,342.80476378533155,8.195796,41.826904,1901.699908575505,9.687684,196.30078
,,Gaia DR3 2004058717018802176,2.0040587170188022e+18,342.6158848849577,,56.72371938708176,,0.499429922663369,0.024970692,,1.0141783,11664.7274731583,15.520181,15.9338665,14.934152,,0.5860289999999999,2002.2829122195599,4.012553794785102,3.491036,3341.337,5779.234063820512,9.637005,599.69196,8423.59919620383,10.346911,814.11725
,,Gaia DR3 6762187452196201728,6.762187452196201e+18,286.8188915023884,,-29.449348252027047,,1.0620947730920975,0.053103026,,2.6368098,40721.673250827575,14.162803,14.565512,13.585384,,0.5774190000000008,941.5355628657132,4.293619357712666,9.631994,4227.751,20380.38203886405,24.052504,847.3289,29174.576894804,23.411674,1246.155
,,Gaia DR3 3841168305704913408,3.8411683057049134e+18,144.07715080314975,,0.8732004496280591,,0.7969842599805523,0.039847925,,1.0330949,10474.204530084544,15.637064,16.01826,15.087084,,0.5499799999999997,1254.7299240569714,5.1443127219674345,3.3837407,3095.4514,5347.038170397927,11.370929,470.23758,7316.856433070908,14.42206,507.33783
,,Gaia DR3 5602391835261164928,5.602391835261165e+18,118.3018534018067,,-25.32317054580242,,0.3892989810388574,0.01946432,,0.98209935,30626.119697143866,14.4721365,14.6140175,14.22755,,0.2445864999999987,2568.719798165067,2.423552834930641,9.211837,3324.6484,19489.91099359717,18.847153,1034.1038,16148.724384992904,9.945741,1623.6824
,,Gaia DR3 6275899297742952960,6.275899297742952e+18,213.73899332840955,,-23.565844579792603,,0.6386837643083471,0.03193316,,1.0118715,18238.781559110743,15.034878,15.337792,14.556197,,0.4786810000000017,1565.720088536985,4.0613073814716625,7.628337,2390.925,10006.90494600831,25.10727,398.56604,11931.073429917657,23.077951,516.9902
,,Gaia DR3 1387059383301811840,1.3870593833018117e+18,243.4435894333539,,47.35111466133877,,1.3111319657579523,0.06555448,,1.0214697,2280.199096147805,17.292435,18.213747,16.341167,,0.9512680000000024,762.6997328387993,7.88066702868745,2.083744,1094.2798,707.8123155083667,13.359696,52.981167,2305.1073337725807,10.216646,225.6227
,,Gaia DR3 2137198545657108480,2.1371985456571085e+18,297.5058124493333,,52.98937745135268,,0.2375957070609036,0.0118794,,0.9546801,60055.45521123075,13.740986,14.365222,12.987333,,0.7536529999999999,4208.83025358563,0.620178947189638,8.925899,6728.225,24509.139151776268,22.073124,1110.3611,50608.64752900027,23.871214,2120.07
,,Gaia DR3 2000272480008310656,2.0002724800083108e+18,337.0598673620698,,50.68215301602649,,0.3009461372431881,0.015046819,,1.0160273,43237.4214620704,14.097717,14.848376,13.25625,,0.8414669999999997,3322.8537477187206,1.490160866818174,6.726021,6428.3804,15706.03095995695,11.111715,1413.466,39505.53630357701,29.531271,1337.7527
,,Gaia DR3 6026095066354975360,6.026095066354976e+18,253.74775759267084,,-33.66779615132731,,0.9141747157673098,0.045707252,,0.95926297,7618.322521837608,15.982718,16.70398,15.158722,,0.8239960000000011,1093.8828024363515,5.787864027040742,2.7968442,2723.8994,2843.3172623304,11.458438,248.14178,6849.664659581966,12.150568,563.73206
