parallax,phot_g_mean_mag,bp_rp
1.448122423,15.027103,1.2413216
1.447658326,20.779139,2.3808556
1.446658185,19.745695,2.989376
1.443254383,15.95249,1.6876783
1.442545983,15.105015,1.2212276
1.439856001,20.32999,2.1714668
1.437470857,20.703623,2.3108559
1.437046001,15.861263,1.3265495
1.436740781,20.781189,1.3051624
1.43410421,18.976091,2.534874
1.431339022,20.254856,1.012703
1.426867604,20.561638,1.9004574
1.424757516,20.86994,1.6775379
1.422490539,20.674109,1.749012
1.417136983,16.322525,1.4977379
1.414692043,20.448235,1.688467
1.410607328,20.27014,2.1586285
1.408446003,20.77446,1.1061516
1.40703049,20.903708,0.88287735
1.405943159,18.80739,2.1773415
1.405600798,20.891705,1.8090057
1.403124762,20.735323,1.7948875
1.401328016,20.588072,1.4331474
1.400686479,19.099878,2.687706
1.399673738,20.549084,1.5778255
1.397055901,17.537674,2.078802
1.393183769,18.099066,2.0921135
1.393181103,20.410887,0.65231705
1.391739791,20.695068,1.8578491
1.391587958,19.999247,2.3775406
1.389479124,19.796745,2.338152
1.383321394,20.768908,1.4161053
1.383255201,20.366507,1.6967373
1.379726699,16.840393,1.7751989
1.377829579,12.469684,0.811512
1.374705287,20.157791,2.2735023
1.374125287,19.22571,1.6453037
1.373591185,20.8957,1.501728
1.36882385,19.199076,2.4965382
1.366382202,20.84238,1.6274967
1.364118625,20.746279,1.7024193
1.363438033,20.6359,1.8727398
1.363148498,19.157227,2.368307
1.3625863,20.576397,1.7737141
1.362288822,20.865398,1.779335
1.358686189,20.47976,2.4137802
1.351714631,20.834381,1.0514088
1.351285939,15.336544,1.3085461
1.350627525,16.228437,1.5853748
1.350277876,19.822803,2.848505
1.349235889,17.198544,2.1103573
1.348851647,20.290009,1.3456306
1.347877984,19.745779,2.4890747
1.347845403,20.491297,1.6208096
1.347101677,20.837269,2.066845
1.3461942,20.21375,2.5195503
1.346158953,19.364258,2.5788822
1.342904064,18.746765,1.7544193
1.342217287,20.715586,1.7731419
1.341777761,13.765317,0.871233
1.341762616,20.560167,2.1376553
1.338908172,19.07491,2.4361763
1.338391144,16.124695,1.4157963
1.337248633,20.066744,2.0405102
1.336364931,20.695072,1.4433556
1.333993232,18.961597,2.424549
1.332843079,20.687416,1.7640209
1.332719755,19.874855,2.3019485
1.331950734,20.471937,1.7712879
1.331242936,20.014648,2.1772232
1.330657458,18.58607,2.2186031
1.330247995,20.25327,1.6516972
1.326456312,20.365032,1.4969139
1.326211709,13.076115,0.8202982
1.324057635,19.05059,2.2243538
1.323451853,20.56318,0.35817146
1.322742517,20.528835,1.4681015
1.320186975,20.190645,2.0425014
1.31888123,19.149673,2.573515
1.318459844,20.242878,1.6198826
1.31830372,19.5092,2.5862656
1.316611127,20.817757,1.00066
1.316018603,20.21401,2.5062027
1.312269888,19.7982,2.1897888
1.307407341,20.562778,2.1057281
1.306061779,20.30017,1.8431644
1.304481835,20.581892,1.2710228
1.303951346,19.776356,2.2491531
1.303047803,16.842365,1.6029844
1.302583685,20.297756,1.1167259
1.301922456,19.806208,2.0152206
1.300794263,20.816582,1.396532
1.300189431,15.252768,1.3307266
1.299170338,20.194424,1.4940758
1.298064573,19.875223,1.0263977
1.296664368,20.505033,2.1740131
1.293902132,19.119284,1.5091648
1.292789274,13.770382,0.97316265
1.292171923,19.300137,2.6372776
1.28961661,20.544006,1.6838207
1.287212906,20.760185,1.2911034
1.286942463,16.965282,1.7822609
1.286399569,19.612736,2.565611
1.280332675,20.715483,2.365965
1.276566606,12.685591,0.82911396
1.275209606,20.788939,1.9558086
1.272422842,20.394657,2.3882236
1.271907243,20.659405,2.0593014
1.271736494,20.49664,2.2845974
1.271257452,16.830343,1.614768
1.269329177,19.746096,2.6855907
1.267144455,20.535732,2.0586834
1.264381643,20.906628,1.9768715
1.263166313,20.391369,1.3163719
1.262308988,20.38181,1.1700382
1.262267497,16.456743,1.7568531
1.262248548,20.478584,1.8620911
1.260798938,20.362495,2.4975758
1.259725953,14.208295,0.91577816
1.259566801,20.541426,1.222765
1.258329456,17.2617,2.0754356
1.257995917,18.465271,2.2832222
1.256206429,20.71774,1.4652576
1.253751323,19.908398,2.365265
1.25267158,19.316656,2.2247086
1.251418136,18.539185,2.2663555
1.249215518,20.30883,2.463314
1.248283836,15.67358,1.1069918
1.243575418,20.554028,1.9739437
1.240485337,16.952663,1.6759052
1.240171082,19.276033,2.3972797
1.239738434,18.224056,2.276413
1.23872982,20.828077,1.2578583
1.224631644,18.513083,2.3236961
1.22267581,19.270754,2.294321
1.218754414,20.401646,2.2465687
1.218328772,20.185347,2.1304264
1.216204463,20.343039,1.5630741
1.215085417,19.292221,2.2100945
1.214919781,12.794727,0.70660114
1.214160291,14.832588,1.0537109
1.214143916,18.609058,2.400713
1.213538776,15.876052,1.2729721
1.212191738,15.89497,1.2801685
1.211613366,20.73949,1.8840008
1.211149824,20.578047,1.4713993
1.209869157,18.980503,1.9595108
1.209833399,18.637953,2.9878445
1.2093006,20.72045,1.3311634
1.207915988,19.233255,3.0277634
1.207793378,12.918038,0.7786665
1.207233374,18.349506,2.331606
1.206900615,19.983519,2.564005
1.206169215,18.683155,2.268402
1.205721154,19.436405,2.9382076
1.204535111,17.099598,1.7718678
1.201261707,20.805855,1.7782478
1.198531643,19.847235,2.0581646
1.194632806,19.703165,2.39789
1.194348516,19.07774,2.4632607
1.189725881,16.431446,1.5071707
1.189207737,18.349613,2.0135765
1.187526624,20.460947,1.1642513
1.185817779,20.175785,1.4505653
1.184376156,18.947163,2.0979137
1.183078746,20.538548,1.6458626
1.182830867,14.517963,0.9331436
1.182591803,20.404583,1.9333401
1.181928102,16.028963,1.3898907
1.180041904,17.1381,1.7472172
1.17640381,17.746746,1.8281002
1.174937058,18.665491,2.4406013
1.174902688,15.355098,1.0279627
1.174790397,20.142029,2.2710457
1.174782505,20.492773,1.5505581
1.174113524,20.170435,1.7644463
1.172993143,19.956272,2.2835007
1.172885056,20.062038,2.5491123
1.172556748,19.926933,2.5846977
1.172450903,20.253763,1.2942257
1.171464693,20.342686,2.2280693
1.169783073,19.97172,2.186161
1.169776181,20.007826,2.568428
1.168872602,20.262838,1.5453835
1.168349797,20.433006,2.0146465
1.167855456,17.294514,1.8090725
1.167417432,20.880741,1.441967
1.165391221,20.675657,1.5333366
1.165037843,13.008628,0.797554
1.164954313,17.74228,1.6849632
1.164811857,13.865484,0.7937536
1.1636165,20.475718,2.2920647
1.162331812,20.691936,0.4977913
1.162265973,20.246546,1.6718884
1.162097971,20.261698,2.0368538
1.160954811,16.281443,1.4160328
1.158806853,20.419228,2.2665825
1.158455634,20.371706,1.8541622
1.15809092,19.488823,2.1634293
1.156363493,19.901314,0.82092094
1.154908304,20.250095,2.2051888
1.153608175,20.681873,1.8759174
1.152926828,14.394081,1.1539392
1.152550105,19.707743,2.4577522
1.15175166,20.466505,1.5497456
1.151295026,19.87054,2.3047733
1.149917454,20.691101,1.4256229
1.149686975,18.86123,2.647131
1.146952173,19.623196,2.5700188
1.144740088,19.655931,1.9743099
1.143476958,20.119917,1.8056126
1.143441736,17.497946,1.9435825
1.142929839,20.488493,2.0802822
1.14212925,20.4943,1.0802631
1.141479192,20.275843,1.6819897
1.140034443,20.06515,1.8742466
1.137419453,19.19788,1.8981857
1.136800952,17.637539,1.9109535
1.133791797,17.925194,1.8869705
1.133549758,19.27605,1.8489532
1.132262855,20.179022,1.6706066
1.130839577,20.452578,1.935936
1.130323456,18.617867,2.378889
1.129113859,18.908527,2.2495327
1.128385869,20.858967,0.8766556
1.127356166,20.704329,1.0813274
1.126951162,16.976618,1.5853443
1.126585064,19.113712,1.7401485
1.125971449,19.238153,2.191246
1.124446008,18.663933,2.185526
1.124050798,17.117443,1.4814873
1.123697747,20.152674,2.3335857
1.121452672,20.25919,1.2534676
1.120567324,17.820988,1.7603607
1.120552132,20.55636,1.4046345
1.118861439,18.525862,2.2509327
1.116106081,20.772116,1.4470577
1.113994947,15.729075,1.3419771
1.113753993,20.169773,1.6142273
1.113319052,20.42887,1.3974762
1.112298851,20.785,1.5407715
1.112172877,19.96761,0.6319275
1.111712801,17.300531,1.8464985
1.110102732,19.950575,1.7339096
1.107583217,20.307575,1.5032349
1.106011997,20.681152,1.6100311
1.104136733,20.185637,1.2922859
1.103947882,20.327288,1.1408176
1.10375728,19.84827,1.8271008
1.102664631,14.94791,0.97267723
1.102114307,19.410858,2.7578087
1.101355438,18.791307,2.3998222
1.101323846,19.924063,1.9032326
1.101262746,19.601353,1.3941574
1.100509405,20.619627,1.0421906
1.100059448,20.83438,1.8400421
1.097897325,15.6873665,1.1686592
1.097851278,19.869967,1.6855392
1.097535796,13.9175205,1.0008793
1.093908542,20.084536,2.2057934
1.092494668,20.436989,1.451582
1.09219841,20.391382,2.3875961
1.091877373,14.106973,1.0729465
1.090771221,20.561436,2.3775043
1.089689476,14.892364,1.0605679
1.088542289,20.582842,1.3973312
1.087369254,12.473378,0.6013756
1.087274678,20.38786,1.5068245
1.084641379,18.705276,2.091793
1.084252871,17.209597,1.7863178
1.080000718,15.237793,0.9866543
1.079757929,18.617554,2.262991
1.079200277,12.454979,0.55734444
1.078271685,20.054796,1.6796494
1.077768938,18.742311,1.7464561
1.07736721,19.973066,2.179821
1.076053982,20.187658,2.0290966
1.075823296,20.017326,1.1626492
1.072658669,19.22114,2.0326633
1.070439706,15.176635,1.1620808
1.069731946,19.645603,2.7656155
1.068735804,20.53054,1.9443436
1.067346589,13.959274,0.82087326
1.066956553,15.948093,1.2094927
1.066855772,20.282316,1.9614067
1.066537075,20.14904,1.5531635
1.064869183,19.240385,2.0888424
1.063414968,19.37727,1.7588062
1.062275646,19.932867,1.0846958
1.061485691,19.80641,1.6842003
1.061398214,20.665056,2.3823738
1.061303913,20.66515,0.68771744
1.060745069,20.137098,1.6853256
1.060717697,19.135666,2.354168
1.060215016,18.955557,2.2970161
1.058380725,20.75081,1.7707005
1.058099382,15.621505,1.2138834
1.056827736,13.301569,0.7404213
1.056759846,20.467072,1.463211
1.056571673,20.400751,2.8595905
1.055628031,13.11118,1.2046175
1.054148831,20.419233,1.530489
1.053908195,19.428059,1.7023087
1.052118221,15.953648,1.1669006
1.050077568,12.381109,0.5407543
1.048088362,19.648691,2.1597996
1.047840174,20.212234,1.2679901
1.047000686,20.199244,0.8233738
1.045028356,19.382046,2.2210808
1.040803757,20.23402,1.0192204
1.040701624,20.827736,1.3320332
1.040514144,20.180782,1.6710243
1.039622292,20.60328,1.6191845
1.039553058,20.23799,1.5101929
1.036713417,20.460255,1.6820736
1.035391459,19.888927,2.1782475
1.035197988,12.705289,0.6455555
1.033681973,20.026262,2.2934856
1.032758062,13.269552,0.8227844
1.032732394,20.41081,1.6740322
1.03228166,20.424017,0.95386887
1.032191468,19.926044,2.5343018
1.032164955,18.5199,1.9786377
1.031887863,20.558655,1.8059158
1.031409078,14.370464,0.86885643
1.031287894,18.197495,1.8477879
1.031046774,20.792276,1.6154575
1.030919917,20.381527,1.0339222
1.030639154,20.64225,1.3267365
1.03046026,19.859594,2.349987
1.03010578,19.95645,2.2009983
1.028780796,19.831707,1.0789013
1.026105847,17.900293,1.5644417
1.025884959,20.586145,1.7272568
1.025872305,19.387783,2.5840225
1.025425807,20.52355,1.939331
1.023202268,20.294159,1.6836014
1.022010539,20.720371,1.5551796
1.021979105,14.611867,0.93102264
1.021065464,20.120255,2.3532085
1.020289912,20.91967,1.0271893
1.019116945,20.612463,0.92006683
1.01836562,19.467348,2.3591652
1.016470669,19.050259,2.03187
1.015683514,17.838074,1.5942993
1.015636571,18.631556,2.0457783
1.014628885,19.650774,2.0990543
1.014445683,15.02928,1.077179
1.012872411,20.69256,1.8064137
1.012076157,15.269887,0.9857855
1.010605861,20.303429,1.8526897
1.009706809,20.6326,1.0313396
1.009699407,19.78478,2.3074436
1.009603176,16.422045,1.4096746
1.009507961,18.77344,2.1797657
1.009181751,19.6983,1.6886768
1.008063714,17.404697,1.8267975
1.006608739,20.08831,1.5529728
1.006310362,17.224585,1.5293312
1.005348467,15.119839,1.037138
1.004808884,18.832148,2.296629
1.004591938,20.134209,1.3210068
1.0036333,19.265928,2.4776325
1.002396338,18.665102,1.4833679
1.00207787,19.656096,2.3319817
0.999369537,20.741854,1.5354843
0.998798363,19.799952,1.3422642
0.998791644,19.648306,2.1085663
0.993118658,20.41016,1.0511246
0.993042273,19.601255,1.615408
0.992698944,19.01349,2.1925278
0.990954488,19.775026,1.9582138
0.990750826,20.419542,0.90965843
0.990281388,20.525972,2.3857994
0.990136747,19.662119,2.6461086
0.990052997,20.334421,1.7550545
0.987948017,20.104786,1.7260132
0.987005413,17.12202,1.7619839
0.986927695,20.368168,1.5097847
0.98570644,19.733307,1.2361565
0.98539455,18.387957,1.7105713
0.984066457,14.273227,0.88373184
0.983010241,20.302094,2.2078075
0.982925244,19.258415,1.8601608
0.981804796,15.787641,1.4219618
0.981701217,20.567152,1.1760826
0.980061468,18.156418,1.9556103
0.979245857,20.166588,1.799839
0.978009686,20.399128,1.5800018
0.97736713,18.646624,1.7527313
0.976860697,20.70887,1.5258293
0.9767137,17.692583,1.8277378
0.975295018,13.890775,0.8688259
0.974664658,20.37796,1.9203625
0.974317678,20.749283,1.0652199
0.974208702,20.432697,1.7872562
0.97289065,20.013958,2.2022686
0.971787877,15.375519,1.0164404
0.97139302,16.464537,1.2902994
0.970430259,20.264462,2.08103
0.969547789,19.302158,2.703844
0.969084926,19.370659,1.3424168
0.968393181,20.102522,2.7555542
0.965905497,18.4457,1.6001606
0.964572222,19.65923,1.7955894
0.964310921,20.554049,1.0744686
0.963302903,19.049295,2.0954952
0.963005538,20.694288,1.8557377
0.962942338,18.616812,2.4340935
0.962824716,15.804847,1.2469015
0.961722832,19.905897,1.5089474
0.961038258,19.822062,2.0593376
0.960250098,20.664413,1.5313454
0.959700779,15.719138,1.0333195
0.959409094,19.70348,1.4299908
0.95921701,19.990114,1.6137257
0.959168307,20.144842,1.3775921
0.957797052,19.493505,1.0284233
0.955423994,20.775017,0.8358345
0.95542209,20.537617,1.9502163
0.955359818,18.224524,1.8713226
0.955302485,20.34731,1.732296
0.955161392,16.78434,1.32971
0.954008528,20.076956,1.5310459
0.952850654,20.516787,0.9170265
0.951727621,17.406584,1.8158932
0.946669411,20.676188,1.7470093
0.945017136,18.494127,1.9282265
0.944847822,20.449944,1.7830391
0.944084948,20.553963,1.1380272
0.943583409,15.518848,1.2728338
0.943277265,19.928574,1.4202881
0.943203033,17.524853,1.6836185
0.941786399,20.387419,1.8984547
0.94064015,13.29686,0.73155785
0.939515457,20.434402,1.773716
0.939482758,20.311077,1.6195183
0.938179954,20.84371,1.1162338
0.93713664,19.650185,2.2757626
0.936996108,19.817553,2.1091576
0.936982937,19.378008,2.41708
0.936310818,18.825638,2.2485065
0.934735935,18.1546,2.1764946
0.93281881,18.009504,1.664814
0.93019612,19.463497,1.7340145
0.929998903,15.877516,1.4126711
0.92999172,17.55779,1.7418556
0.928754556,19.013134,1.5415592
0.928281239,20.277231,1.7796955
0.927467268,15.079324,0.9218979
0.927085541,19.489014,1.8846169
0.926491173,20.678345,1.8222256
0.924671147,19.927633,2.7337627
0.923915919,20.621887,0.98246765
0.923830031,19.142921,2.2809258
0.923322052,16.763859,1.2341938
0.922778096,19.715605,1.7450771
0.921858271,15.90609,1.0920439
0.921632977,20.492321,1.5989838
0.921451165,19.21802,2.6974888
0.921015676,20.834213,1.2738171
0.920535374,16.98696,1.3185539
0.920256638,19.616838,1.438549
0.919745626,20.311567,1.4755001
0.919714313,19.473534,2.129902
0.917998434,14.881038,1.2258005
0.917871801,19.287224,1.2586899
0.917758657,19.91833,2.245535
0.917596117,20.519073,1.0957546
0.917570368,16.401344,1.1987371
0.917414817,19.194147,1.8918304
0.916130538,20.60447,1.2166481
0.915699138,20.369171,2.1548786
0.914817385,20.45375,0.56705666
0.913681677,18.510256,1.8090916
0.911206043,19.48072,2.1552753
0.911007939,18.109816,1.2314339
0.910090127,19.604485,1.9204235
0.909438098,17.359842,1.5718155
0.909021679,19.584614,1.882824
0.908742874,19.447817,2.5746307
0.908527009,18.637896,1.9215126
0.908173561,20.744139,2.0964928
0.904605083,16.831594,1.3515549
0.904343227,20.391443,1.3134785
0.904210895,20.127092,2.012846
0.903972932,16.343878,1.2524948
0.903638109,14.341789,0.74606514
0.902934232,19.675257,1.5379105
0.902852009,20.248629,1.0987053
0.901876658,20.35307,1.7755985
0.901066651,19.552534,2.5474625
0.900413881,19.026047,1.5490723
0.900173373,18.759018,2.1245003
0.900003287,20.678774,1.4342556
0.899129201,18.399384,1.6331978
0.897759832,20.056034,2.5928059
0.897750567,20.595343,1.6555424
0.897210291,16.003593,1.03691
0.896746731,20.657778,1.8870468
0.896408356,20.60843,1.4046421
0.895774356,20.271755,2.2054024
0.895705108,18.167955,1.7218914
0.895225131,20.826664,1.4667492
0.894463961,20.69908,1.5463829
0.894434293,19.988699,1.8410854
0.894258255,15.094137,1.2214127
0.894046418,20.324799,2.1517563
0.894011112,18.446646,1.6484184
0.891499033,18.169525,1.5797634
0.891164932,20.554396,2.2385006
0.89069952,20.300365,1.6171417
0.88979394,19.861315,1.5161552
0.888446699,20.465244,1.7221966
0.888213011,19.559412,2.6936684
0.887479653,16.421474,1.1818628
0.887453905,20.710196,1.9433174
0.887160234,19.803593,1.5674686
