designation,source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,grp,distance,mag,DEdeg,solution_id,ra_error,dec_error,parallax_over_error,bp_rp,2MASS_RAJ2000,2MASS_DEJ2000,2MASS_2MASS,2MASS_Jmag,2MASS_e_Jmag,2MASS_Hmag,2MASS_e_Hmag,2MASS_Kmag,2MASS_e_Kmag,2MASS_Qflg,2MASS_Rflg,2MASS_Bflg,2MASS_Cflg,2MASS_Xflg,2MASS_Aflg
Gaia DR3 4549971633352190848,4.549971633352191e+18,263.9771045219309,17.176808857189368,2.081745526266093,0.10407456,1.0094341,1094.3984587244004,1.1913351,918.63196,18.089428,280.65723042443506,8.9984255,31.189592,19.218102,1195.3454194093142,9.48097,126.078384,17.054161,1.035267000000001,480.3661097779047,9.681566200097008,,,,,,,263.977233,17.176884,17355453+1710367,15.647000312805176,0.05999999865889549,15.137999534606934,0.09300000220537186,14.772000312805176,0.091,AAA,222,111,000,0.0,0.0
Gaia DR3 4456818156387923456,4.456818156387924e+18,241.65473240475887,11.39284495134757,2.951206596145012,0.14754179,1.0517707,991.8478867876104,1.349568,734.9373,18.196255,245.35822868378503,7.692361,31.896349,19.36404,1128.1368742165232,9.113502,123.78742,17.116991,1.079264000000002,338.8444581637359,10.546253064485882,,,,,,,241.654797,11.392675,16063715+1123336,15.678000450134277,0.06499999761581421,15.157999992370605,0.10100000351667404,14.795000076293945,0.127,AAB,222,111,000,0.0,0.0
Gaia DR3 419423244584605440,4.1942324458460544e+17,6.453787643950209,53.29674499544088,6.247019605832562,0.31230953,1.0392301,315.81845237495,0.58656096,538.4239,19.438772,179.2884543393077,4.0894713,43.841476,19.704662,174.06684953331433,4.38537,39.692627,19.146105,0.2926670000000015,160.07633449178627,13.417136344754546,,,,,,,,,,,,,,,,,,,,,
Gaia DR3 1736521042313591296,1.7365210423135913e+18,313.9141098809108,6.134682968401311,2.91108012498986,0.1455345,1.0428098,1039.511168688746,1.2757654,814.8137,18.145294,233.70465919727863,7.3038087,31.997643,19.416874,1223.5215287807032,10.819613,113.083664,17.028866,1.116427999999999,343.5151067865173,10.465564795936864,,,,,,,313.914003,6.134595,20553936+0608045,15.437000274658203,0.06800000369548798,14.946000099182129,0.07999999821186066,14.836999893188477,0.141,AAB,222,111,000,0.0,0.0
Gaia DR3 5495400312951920384,5.495400312951921e+18,96.16872766504292,-56.97822653833618,0.80573603537417,0.040281326,0.9890805,4483.160705876376,2.505515,1789.317,16.558407,2305.0250567478256,15.930677,144.69096,16.931852,3091.8817042685123,10.859768,284.70975,16.022339,0.5360680000000002,1241.1012491648298,6.089370936342304,,,,,,,96.168447,-56.978256,06244042-5658417,15.305999755859375,0.05299999937415123,14.8100004196167,0.05999999865889549,14.831999778747559,0.105,AAA,222,111,000,0.0,0.0
Gaia DR3 5698872743638815232,5.698872743638815e+18,120.80118503524793,-23.5856848125604,2.2487620798227463,0.11242118,1.2123866,1543.3321969955994,1.7494432,882.1848,17.716219,485.80896728800894,7.333595,66.244316,18.62238,1611.5862241717457,6.2492733,257.8838,16.729761,0.986457999999999,444.6891064966832,9.475936546440122,,,,,,,120.801163,-23.585604,08031227-2335081,15.508999824523926,0.0560000017285347,14.852999687194824,0.09200000017881393,14.638999938964844,0.097,AAA,222,111,000,0.0,0.0
Gaia DR3 6874469953278568448,6.874469953278568e+18,303.04188410814106,-16.167313716729442,3.749358136841192,0.1874384,0.9741894,822.0044602909109,1.3819176,594.82886,18.40018,601.4363181484006,12.586337,47.78486,18.390568,332.2564891170389,5.6848984,58.445457,18.444212,-0.0440320000000014,266.71231808292737,11.269964629988865,,,,,,,,,,,,,,,,,,,,,
Gaia DR3 2187636163380654208,2.187636163380654e+18,305.47061383986573,56.26496782592441,1.4064733030260803,0.0703122,0.94526213,2290.3260214068287,2.017783,1135.0706,17.287624,876.1209942979268,10.089372,86.83603,17.982132,1992.966282935893,8.031526,248.14293,16.499146,0.7884780000000013,710.9982093854625,8.028281465092324,,,,,,,305.470321,56.264748,20215287+5615530,15.414999961853027,0.07599999755620956,14.946000099182129,0.06800000369548798,15.043000221252441,0.147,AAB,222,111,000,0.0,0.0
Gaia DR3 1186372294751687424,1.1863722947516874e+18,222.2795546161374,15.792065695431283,0.7880007926323392,0.0393935,1.0367156,10269.78054978897,4.137933,2481.8625,15.658464,5751.337866581803,27.69327,207.68,15.93912,6531.588352985977,14.20439,459.82886,15.210348,0.4481160000000006,1269.0342565005187,5.141097271684311,,,,,,,222.279736,15.792339,14490713+1547324,14.670999526977539,0.032999999821186066,14.392000198364258,0.04800000041723251,14.35099983215332,0.069,AAA,222,111,000,0.0,0.0
Gaia DR3 6397579363370850048,6.39757936337085e+18,333.86169353648097,-68.14409690119145,1.2999744962857795,0.06498788,0.9484218,2118.0781389552526,1.4747404,1436.2379,17.372513,837.4445386582881,9.32987,89.75951,18.031153,1774.1042745189825,8.228543,215.60368,16.625448,0.7470650000000028,769.2458604819931,7.942187160645714,,,,,,,333.862472,-68.143898,22152699-6808380,15.621000289916992,0.06300000101327896,15.229999542236328,0.07999999821186066,14.958999633789062,0.128,AAB,222,111,000,0.0,0.0
Gaia DR3 2694841598826559744,2.6948415988265595e+18,326.28246008756025,2.427678007856945,1.268621023530564,0.06342035,1.3484156,8828.66396062097,4.7933564,1841.8542,15.822629,4410.315703557909,9.553789,461.63,16.227367,6437.402971050291,14.198987,453.37057,15.226119,0.5965099999999985,788.2574712635667,6.339288521148541,,,,,,,326.282411,2.427783,21450777+0225400,14.536999702453613,0.02800000086426735,14.114999771118164,0.03799999877810478,14.038999557495117,0.062,AAA,222,111,000,0.0,0.0
Gaia DR3 3381496780857637760,3.381496780857638e+18,101.83518693967254,25.13283808905798,1.2999309384133588,0.064985424,1.0099337,4500.196450975226,2.9922147,1503.9684,16.554289,2046.503494362329,14.048336,145.67586,17.06101,3440.463708889551,21.170546,162.51181,15.906353,0.6479360000000014,769.2716362459671,7.123890400523807,,,,,,,101.835158,25.133356,06472043+2508000,15.138999938964844,0.039000000804662704,14.520000457763672,0.04500000178813934,14.45300006866455,0.064,AAA,222,111,000,0.0,0.0
Gaia DR3 6848606557869675264,6.848606557869676e+18,307.65618859358267,-24.78186737306104,3.747404231180535,0.187338,1.1037134,831.8565523704495,1.4044932,592.28235,18.387245,611.9721758465195,9.626328,63.57275,18.371714,297.0890865296485,9.862894,30.121899,18.56568,-0.1784350000000003,266.85138253285595,11.255897714070846,,,,,,,,,,,,,,,,,,,,,
Gaia DR3 3656537248017182848,3.656537248017183e+18,220.36478071072693,3.3473038124603884,2.858136826986043,0.14288217,0.9208227,1617.2889211226875,2.3282087,694.6495,17.665398,401.8187971665456,8.584969,46.804924,18.828466,1811.524196125902,10.232429,177.03757,16.602785,1.062612999999999,349.8782810389515,9.945813079207252,,,,,,,220.364888,3.3474,14412757+0320506,15.222999572753906,0.0560000017285347,14.585000038146973,0.06499999761581421,14.39799976348877,0.1,AAA,222,111,000,0.0,0.0
Gaia DR3 2639292725203430528,2.6392927252034304e+18,355.4568433745895,-3.670863949655108,2.6491244578265194,0.13243333,0.9432792,1292.982248582398,1.7106358,755.84894,17.908386,300.456213149717,8.379694,35.855274,19.144089,1438.5227894420382,11.669705,123.269844,16.853104,1.0552820000000018,377.4832084787939,10.02389781126264,,,,,,,355.456616,-3.670565,23414958-0340140,15.463000297546387,0.0430000014603138,14.88599967956543,0.05700000002980232,14.800000190734863,0.11,AAB,222,111,000,0.0,0.0
Gaia DR3 2781367533230986368,2.781367533230986e+18,10.509205791528524,15.92961944879574,2.534852179410216,0.12671979,0.9943536,1239.5957569322698,1.267079,978.30975,17.954166,323.8798346357327,9.660878,33.524887,19.062582,1368.05982177463,10.033627,136.34749,16.907633,1.0465330000000002,394.5003216056055,9.973929192038549,,,,,,,10.509311,15.929657,00420223+1555467,15.501999855041504,0.05999999865889549,14.913000106811523,0.08100000023841858,14.652999877929688,0.082,AAA,222,111,000,0.0,0.0
Gaia DR3 6458889398750828544,6.458889398750829e+18,325.99301639934794,-57.74114679792251,2.6277572967495915,0.13136412,1.0687077,971.2085503496957,1.0678722,909.48016,18.219086,216.5824417656106,6.379654,33.948933,19.499485,1142.528258390244,6.3045835,181.22185,17.103228,1.1158579999999994,380.5526489211738,10.317012253544686,,,,,,,325.992988,-57.741135,21435831-5744280,15.607000350952148,0.07000000029802322,15.050999641418457,0.09099999815225601,14.770999908447266,0.106,AAA,222,111,000,0.0,0.0
Gaia DR3 5685533640357944448,5.685533640357944e+18,145.51697534225266,-16.014274495168866,2.1412976183564707,0.107045494,0.94712657,1775.1411393480903,1.9475236,911.4863,17.564285,567.8108930664403,9.030376,62.877876,18.453033,1746.7637985495862,10.917249,160.00037,16.64231,0.9219750000000032,467.0065438019489,9.21767016979079,,,,,,,145.517454,-16.014385,09420418-1600517,15.41100025177002,0.05400000140070915,14.77299976348877,0.05400000140070915,14.73900032043457,0.126,AAB,222,111,000,0.0,0.0
Gaia DR3 4302133912798521472,4.302133912798521e+18,293.5533607886709,8.69740544550653,2.6185136985880124,0.13090122,0.98848844,1016.3612838116356,1.4596232,696.31757,18.169746,208.1040733927205,5.8899775,35.331898,19.542841,1187.394806703207,7.7506375,153.19963,17.061407,1.1083390000000009,381.896035349837,10.260020251137156,,,,,,,293.554747,8.697392,19341313+0841506,15.861000061035156,0.09799999743700027,15.309000015258789,0.10700000077486038,15.147000312805176,0.14,AAC,222,111,000,0.0,0.0
Gaia DR3 5550580991915015168,5.550580991915015e+18,95.78099231003962,-49.30596806983949,1.6412784000623764,0.08204853,0.9743804,1300.2411422897242,1.4505113,896.4019,17.902308,406.328540951959,8.131545,49.969414,18.816349,1298.1185717257542,10.198946,127.27968,16.96461,0.937698000000001,609.2811554468732,8.978219270152307,,,,,,,95.78083,-49.306072,06230739-4918218,15.79800033569336,0.06599999964237213,15.284000396728516,0.07900000363588333,15.178999900817871,0.15,AAB,222,111,ccc,0.0,0.0
Gaia DR3 5652718166073269888,5.65e+18,133.4877942,-24.78164537,38.8220006,0.054821067,1.0370897,9046.091412,,,15.7962141,,,,18.227554,,,,14.408044,1.3881701,25.758590091825404,13.74160365984094,-24.78166667,1.64e+18,0.038642753,0.035445299,708.15845,3.8195105,,,,,,,,,,,,,,,
Gaia DR3 806901587573550208,8.07e+17,151.4073886,41.72184179,14.15697408,0.02097432,1.0116739,35470.26337,,,14.31270599,,,,15.420456,,,,13.268171,1.044534989999999,70.63656360102625,10.067558174568452,41.721667,1.64e+18,0.013656891,0.013679604,674.96704,2.1522846,151.40667,41.721619,10053760+4143178,11.916999816894531,0.02199999988079071,11.357000350952148,0.02199999988079071,11.128000259399414,0.02,AAA,222,111,000,0.0,0.0
Gaia DR3 373357044571670912,3.73e+17,19.2181917,43.04071088,22.75634293,0.03462801,1.0211967,14580.98104,,,15.2779,,,,17.078785,,,,14.005805,1.2720950000000002,43.94379198257231,12.063412349042672,43.040796,1.64e+18,0.025856679,0.028741151,657.1658,3.07298,19.218915,43.040794,01165253+4302268,12.178999900817871,0.02199999988079071,11.609000205993652,0.023000000044703484,11.281999588012695,0.02,AAA,222,111,000,0.0,0.0
Gaia DR3 139785246862634240,1.4e+17,42.79136611,34.10787257,15.52747471,0.025597462,1.1214055,28651.75346,,,14.54448891,,,,15.823958,,,,13.429521,1.1149679100000007,64.4019725471509,10.4999930628575,34.107983,1.64e+18,0.02283245,0.019111466,606.6021,2.3944378,42.790999,34.107994,02510983+3406287,11.98799991607666,0.020999999716877937,11.409000396728516,0.02199999988079071,11.163000106811523,0.017,AAA,222,111,000,0.0,0.0
Gaia DR3 381304486425828608,3.81e+17,11.17631737,41.78104026,10.92945058,0.020857867,0.98871547,27265.25895,,,14.5983429,,,,15.716167,,,,13.549944,1.0483989000000005,91.49590756464174,9.791334553265637,41.781084,1.64e+18,0.016005674,0.013803652,523.9966,2.1662235,11.176848,41.78109,00444244+4146519,12.217000007629395,0.023000000044703484,11.656999588012695,0.02199999988079071,11.437000274658203,0.025,AAA,222,111,000,0.0,0.0
Gaia DR3 4014487656486403968,4.01e+18,182.3047611,30.68869499,11.03297129,0.024552075,1.1658874,32115.96862,,,14.42056465,,,,15.480428,,,,13.401041,1.01952365,90.63741522706346,9.634027090294648,30.688621,1.64e+18,0.021429846,0.018614836,449.3702,2.0793867,182.304671,30.68865,12091312+3041191,12.11400032043457,0.020999999716877937,11.51200008392334,0.01899999938905239,11.312000274658203,0.019,AAA,222,111,000,0.0,0.0
Gaia DR3 1767134851939382784,1.77e+18,326.2348419,12.5966919,13.27565988,0.029707843,1.0349236,17498.58793,,,15.07985973,,,,16.202816,,,,14.029413,1.0504467300000009,75.32582252325676,10.695140316665904,12.597134,1.64e+18,0.023532199,0.020749265,446.8739,2.1734028,,,,,,,,,,,,,,,
Gaia DR3 1034748644849579008,1.03e+18,125.8940027,56.60759366,12.74372828,0.031794325,1.138524,15193.27943,,,15.23323822,,,,16.489733,,,,14.126773,1.1064652200000005,78.46997189742342,10.7597207346266,56.607429,1.64e+18,0.023707137,0.021985767,400.81772,2.3629599,125.893774,56.607422,08233450+5636267,12.704000473022461,0.01899999938905239,12.090999603271484,0.01899999938905239,11.868000030517578,0.026,AAA,222,111,000,0.0,0.0
Gaia DR3 3845376858258894592,3.85e+18,139.1226662,2.584231849,12.20976341,0.03594023,0.99546236,12136.16494,,,15.47716331,,,,16.44966,,,,14.507257,0.9699063100000008,81.90166888745635,10.910699553259644,2.584723,1.64e+18,0.030509073,0.02289666,339.72415,1.9424019,139.12256,2.58554,09162941+0235079,13.270000457763672,0.023000000044703484,12.803000450134277,0.023000000044703484,12.583000183105469,0.026,AAA,222,111,000,0.0,0.0
Gaia DR3 368871689965067264,3.69e+17,11.27235581,40.15293869,12.54804511,0.038522225,1.0474371,8498.634481,,,15.86399364,,,,17.332167,,,,14.6790905,1.1849031400000012,79.69368863705017,11.356873996547437,40.153324,1.64e+18,0.030782014,0.023805588,325.73523,2.6530762,11.272192,40.153351,00450532+4009120,13.107000350952148,0.023000000044703484,12.538000106811523,0.024000000208616257,12.255999565124512,0.018,AAA,222,111,000,0.0,0.0
Gaia DR3 1389006687114339200,1.39e+18,231.702239,40.49308505,9.980777272,0.03173061,1.1009283,9697.631522,,,15.72070313,,,,16.976547,,,,14.615231,1.1054721300000008,100.19259750494513,10.71652495056308,40.49323259,1.64e+18,0.025741909,0.026340585,314.54727,2.3613167,231.702088,40.493328,15264850+4029359,13.206000328063965,0.020999999716877937,12.61299991607666,0.024000000208616257,12.380999565124512,0.025,AAA,222,111,000,0.0,0.0
Gaia DR3 1508673924908952960,1.51e+18,214.8963117,50.70441457,7.077926322,0.02272339,1.0835176,16749.24863,,,15.12737846,,,,16.077248,,,,14.1613035,0.9660749599999984,141.2843189525363,9.37690864758308,50.704555,1.64e+18,0.017896738,0.018852204,311.48196,1.9159441,214.897042,50.704571,14193529+5042164,12.958999633789062,0.02199999988079071,12.458999633789062,0.024000000208616257,12.192000389099121,0.026,AAA,222,111,000,0.0,0.0
Gaia DR3 1508673924908952960,1.51e+18,214.8963117,50.70441457,7.077926322,0.02272339,1.0835176,16749.24863,,,15.12737846,,,,16.077248,,,,14.1613035,0.9660749599999984,141.2843189525363,9.37690864758308,50.7046,1.64e+18,0.017896738,0.018852204,311.48196,1.9159441,214.897042,50.704571,14193529+5042164,12.958999633789062,0.02199999988079071,12.458999633789062,0.024000000208616257,12.192000389099121,0.026,AAA,222,111,000,0.0,0.0
Gaia DR3 3388855610318377856,3.39e+18,79.21688812,13.67694212,10.11501331,0.033660173,1.0085698,15522.70781,,,15.20994854,,,,16.22394,,,,14.214817,0.9951315399999991,98.86294455108334,10.234780832902258,13.677063,1.64e+18,0.032655653,0.021337289,300.5039,2.0091228,79.216961,13.677349,05165207+1340384,12.98799991607666,0.020999999716877937,12.446999549865723,0.017999999225139618,12.260000228881836,0.023,AAA,222,111,000,0.0,0.0
Gaia DR3 3426640872866044544,3.43e+18,91.07810157,25.57530066,15.69485648,0.052275006,1.9293854,18321.72499,,,15.0299511,,,,16.418556,,,,13.832341,1.1976101000000003,63.71514140790665,11.008737843465102,25.575545,1.64e+18,0.043749727,0.037851028,300.23633,2.586215,91.077943,25.575542,06041870+2534319,12.211000442504883,0.020999999716877937,11.675000190734863,0.02199999988079071,11.407999992370605,0.018,AAA,222,111,000,0.0,0.0
