RAdeg,DEdeg,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
0.024685,28.481815,1.6361480689213768e+18,Gaia DR3 2854854934767221120,2.854854934767221e+18,1282401350.0,2016.0,0.02497009943877548,0.061954375356435776,28.48170702015601,0.04601534083485603,4.260905959397073,0.087979175,48.430847,100.84258,91.17268276546385,0.09200925,-43.09023490235933,0.056590207,0.24604663252830505,0.11082026,-0.21329047,0.025984922,-0.047059417,-0.062137667,0.12767911,-0.12588046,-0.012732664,-0.040527273,417.0,0.0,416.0,1.0,1.161747694015503,465.88677978515625,0.21853068470954895,1.4241700172424316,31.0,False,1.3348984,--,--,--,--,--,--,--,47.0,19.0,0.12848778069019318,55.0,15.0,0.0,0.018617697060108185,159.0098419189453,0.0,0.0,1.0399712,0.26643977,0.33840457,0.18190904,0.37171873,-35.311554,-23.701073,-37.354397,19.210651,False,479.0,2361.5132640070456,1.5555267333984375,1518.143798828125,17.254390716552734,46.0,662.4662591957276,11.262391,58.821102,18.285633,49.0,2504.810043261068,11.189855,223.84653,16.25096,1.3412062,0,1,0,0,0.0,2.0346737,1.0312424,1.0034313,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,109.46257056096005,-33.04373887361811,12.200182640075013,25.936497394828116,False,False,0.0,True,False,False,False,False,True,True,False,1.1192878e-13,5.590786e-13,0.9990192,3640.4082,3628.897,3667.2324,5.0069,4.9517,5.0258,-0.828,-0.857,-0.7334,241.3124,232.4702,284.912,0.418,0.394,0.4627,0.2904,0.2736,0.3219,0.1606,0.1513,0.1782,PHOENIX,0.0002663692073209524
0.0896244,0.4362708,1.6361480689213768e+18,Gaia DR3 2738217676140108160,2.7382176761401083e+18,1629230316.0,2016.0,0.08966712491337044,0.25369346141815186,0.4363099050893213,0.19133806228637695,1.3405882483652127,0.2860036,4.6873126,12.801044,12.685675285016837,0.32605168,1.714756102315019,0.19836824,0.22839803993701935,0.010747229,0.07516032,-0.13488264,-0.09949932,-0.21367274,0.4429234,-0.023900693,-0.19128501,0.21821944,356.0,0.0,354.0,2.0,1.8039681911468506,423.0572204589844,0.8729391098022461,2.2319798469543457,95.0,False,--,1.3483969,0.052686717,0.00025898463,-0.009723618,0.0060392395,-0.033412166,-0.13916196,41.0,14.0,0.458107054233551,52.0,10.0,0.0,0.037127286195755005,37.594993591308594,0.0,0.0,1.0681734,0.25006795,0.54999185,0.290739,0.18005392,-27.009647,-19.13259,-22.859978,9.383908,False,444.0,415.39093219180376,0.9849901795387268,421.72088623046875,19.141223907470703,43.0,80.81813756579835,5.608059,14.411072,20.56977,49.0,516.5460371709594,7.1774697,71.967705,17.965122,1.4380771,0,1,0,3,0.0,2.6046486,1.4285469,1.1761017,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,96.84670895358265,-59.82310785878512,0.2558380848295394,0.36463254117320476,False,False,0.0,False,False,False,False,False,False,False,False,1.332751e-13,7.045752e-11,0.99999046,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,5.155308533133088e-05
0.604239,1.034993,1.6361480689213768e+18,Gaia DR3 2738360578291925632,2.7383605782919255e+18,1779877089.0,2016.0,0.6042708722763038,0.26156729459762573,1.034977477587755,0.21975834667682648,2.1435175809617264,0.35496083,6.038744,5.6134753,4.185844549704561,0.33357275,-3.740295477725553,0.23440447,0.18732444941997528,0.29793346,-0.062049437,-0.1178391,-0.41571233,-0.0942673,0.73991776,0.026379386,-0.5464583,0.24947713,418.0,0.0,417.0,1.0,0.8293506503105164,460.62481689453125,0.0,0.0,95.0,False,--,1.3594747,0.04791144,-0.13550755,-0.0059246197,-0.034820776,-0.05939951,-0.15785113,48.0,14.0,0.4757237136363983,61.0,10.0,0.0,0.05349230021238327,147.37132263183594,0.0,0.0,1.0282472,0.48525634,0.68330455,0.4143497,0.36843818,-26.342882,-16.338829,-19.560337,-5.9128,False,480.0,388.69583617385496,0.8200816512107849,473.97210693359375,19.213342666625977,51.0,79.64355425190953,4.6000876,17.313486,20.585665,49.0,437.16822914078426,7.49229,58.34908,18.146275,1.3296046,0,1,0,0,0.0,2.4393902,1.3723221,1.0670681,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,98.23995394905025,-59.46609223531449,0.9661087512386284,0.7092123124290353,False,False,0.0,False,False,False,False,False,False,False,False,3.101368e-13,6.054338e-13,0.999994,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,3.1132017655092055e-05
0.770677,30.336443,1.6361480689213768e+18,Gaia DR3 2861313126766789376,2.8613131267667896e+18,668119836.0,2016.0,0.7706916258677599,0.03402901068329811,30.336239046367343,0.026893725618720055,3.0256225126050453,0.049300507,61.37102,43.66653,4.641354628982263,0.05407139,-43.41916481560452,0.032437477,0.19680307805538177,0.07994761,0.020763509,0.112273626,-0.022475576,0.032576308,0.3351956,-0.17304099,0.018771634,-0.12785748,436.0,0.0,435.0,1.0,3.452735662460327,559.9230346679688,0.17283646762371063,3.0967135429382324,31.0,False,1.3472078,--,--,--,--,--,--,--,50.0,19.0,0.07536429166793823,60.0,14.0,0.0,0.008544659242033958,24.68796730041504,0.0,0.0,1.1192133,0.30101484,0.31347993,0.029795755,0.45411986,-33.467705,-16.748722,14.502688,16.741615,False,496.0,6762.360874967773,2.8413004875183105,2380.023193359375,16.11212158203125,55.0,1986.4420405735532,7.764959,255.82132,17.093353,53.0,7010.227656124757,10.940445,640.7626,15.133565,1.3304037,0,1,0,2,0.0,1.9597883,0.9812317,0.97855663,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,110.7081127366263,-31.38515126013067,13.774026158945626,27.308291041771785,False,False,0.0,True,False,False,False,False,True,True,False,1.1064666e-13,5.526826e-13,0.99914616,3960.7842,3941.8774,3980.9834,4.6204,4.5294,4.6475,-0.4394,-0.5262,-0.3462,347.0221,333.1951,412.7829,0.7108,0.6895,0.7418,0.5036,0.4883,0.5259,0.2772,0.2689,0.2892,MARCS,0.0002064521214092455
1.004397,19.031025,1.6361480689213768e+18,Gaia DR3 2797964248935556096,2.797964248935556e+18,1407292459.0,2016.0,1.004278556603063,0.020165348425507545,19.030845150366734,0.018764348700642586,3.365214190108705,0.023019483,146.18982,44.979923,-27.448572129099244,0.024925515,-35.6338249601972,0.024099963,0.3808368444442749,0.27437782,-0.26056996,-0.34188968,-0.10987394,-0.30961818,-0.519574,0.0698255,0.0074158497,0.23627596,233.0,0.0,233.0,0.0,-0.44397032260894775,210.77719116210938,0.0,0.0,31.0,False,1.370514,--,--,--,--,--,--,--,28.0,15.0,0.040249697864055634,36.0,12.0,0.0,0.015285954810678959,58.422813415527344,0.0,0.0,0.97782993,0.18953803,0.32133406,0.26403975,0.5350041,-85.018234,-33.089333,57.232983,25.513279,False,303.0,35480.30227061243,11.641559600830078,3047.7275390625,14.312398910522461,35.0,11402.93168176314,18.490595,616.6882,15.196001,34.0,35009.316170233185,39.190056,893.3214,13.387437,1.3081131,0,0,0,0,0.0,1.8085642,0.88360214,0.92496204,15.932402,6.4970193,2,18,1,13,9.084874,--,--,1011.13885,--,3700.0,4.5,-2.0,111,--,--,--,12.954078,0.054886054,17,--,VARIABLE,107.67611801969632,-42.431815412876645,8.716136737968457,17.01242214368319,False,False,0.0,True,True,False,True,False,True,True,False,1.07193165e-13,5.3542446e-13,0.99948806,4243.723,4223.6167,4249.85,4.4211,4.4071,4.4274,0.3145,0.2569,0.3426,284.7767,281.2128,287.8909,0.7361,0.7181,0.7443,0.534,0.5206,0.54,0.2871,0.28,0.2903,MARCS,0.0002181238431749401
1.491134,17.112939,1.6361480689213768e+18,Gaia DR3 2772954203399455232,2.772954203399455e+18,69735689.0,2016.0,1.4911727245195294,0.0719599574804306,17.112937042422725,0.06882625073194504,1.718053198044296,0.09024012,19.038685,20.363161,19.012117842102313,0.08704185,7.2936764035182104,0.09156144,0.4390113055706024,0.02437087,-0.1129261,-0.31547028,-0.30259183,-0.24955568,-0.42670655,0.03187391,0.027163818,0.3391946,236.0,0.0,234.0,2.0,0.9398900866508484,261.1521301269531,0.1274963915348053,0.45608630776405334,31.0,False,1.3259958,--,--,--,--,--,--,--,27.0,14.0,0.14886176586151123,35.0,11.0,0.0,0.003282754449173808,115.04584503173828,0.0,0.0,1.0427617,0.20970024,0.40234032,0.29694352,0.44966927,-142.39037,-32.822014,-54.663013,25.15817,False,303.0,2724.0043110363827,4.746738910675049,573.8685913085938,17.099348068237305,31.0,734.9073580345067,12.834436,57.260586,18.17296,30.0,2987.4131422279956,23.019547,129.77724,16.059658,1.3664885,0,1,0,1,0.0,2.1133022,1.0736122,1.03969,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,107.64248238049345,-44.40463099420745,8.328704324226862,15.074904240060665,False,False,0.0,True,False,False,False,False,True,True,False,2.1772152e-13,1.141049e-09,0.9986132,3827.2004,3814.1772,3842.5942,4.5779,4.5604,4.6007,0.0743,0.0527,0.0976,561.3808,536.292,578.7322,0.6005,0.5754,0.6277,0.4149,0.3972,0.434,0.2401,0.2302,0.2508,MARCS,2.9605120358315215e-05
1.54172,26.057774,1.6361480689213768e+18,Gaia DR3 2850593262058622080,2.850593262058622e+18,1498922875.0,2016.0,1.5416105834652192,0.2275950014591217,26.057643078813133,0.17193160951137543,1.0384307378163566,0.28193334,3.683249,65.381935,-45.28603236596175,0.3518649,-47.15901656590384,0.27196497,0.42200496792793274,-0.30639452,-0.3949662,-0.14969614,-0.16559683,-0.12180775,-0.45670694,0.17656256,0.047182016,-0.03745041,376.0,0.0,374.0,2.0,5.018187999725342,545.1497802734375,0.9739287495613098,3.765331268310547,31.0,False,1.3485982,--,--,--,--,--,--,--,43.0,16.0,0.49906718730926514,48.0,14.0,0.0,0.08199047297239304,3.380122184753418,0.0,0.0,1.1893402,0.17593746,0.45272315,0.37553537,0.2710901,-76.112236,-27.989643,-39.89559,31.40195,False,415.0,516.8114855014802,1.4965444803237915,345.3365478515625,18.904035568237305,43.0,160.35735648715038,7.207532,22.24858,19.82582,44.0,552.0264327060104,7.2522335,76.118126,17.892996,1.378421,0,1,0,0,0.0,1.9328251,0.92178535,1.0110397,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,110.39166779647648,-35.709284931016676,12.367353644767867,23.167059791612754,False,False,0.0,False,False,False,False,False,True,False,False,1.02221596e-13,5.4930984e-13,0.9999804,3517.1487,3508.3667,3528.8538,4.6113,4.6015,4.6299,-1.2713,-1.3489,-1.2078,579.1523,551.1863,615.1817,0.0087,0.0019,0.0274,0.006,0.0013,0.019,0.0033,0.0007,0.0105,PHOENIX,0.00017059831548586296
1.772465,15.565246,1.6361480689213768e+18,Gaia DR3 2769506311028313216,2.769506311028313e+18,448449124.0,2016.0,1.7724922550191569,0.08059121668338776,15.56522226787503,0.069666787981987,2.346133632009404,0.097481884,24.06738,19.492449,15.831222201770753,0.10768316,-11.372244919985226,0.09884328,0.29367902874946594,0.16253789,-0.1262674,-0.28635806,-0.25784025,-0.2879339,-0.36761752,0.17702852,0.04138855,0.2301558,256.0,0.0,255.0,1.0,0.6420496106147766,276.5359191894531,0.15854626893997192,0.5531164407730103,31.0,False,1.2922926,--,--,--,--,--,--,--,29.0,15.0,0.1643601506948471,37.0,10.0,0.0,0.025756435468792915,64.47869110107422,1.0,0.0,1.0275046,0.18814051,0.3160111,0.29644725,0.5266468,-125.11798,-23.482195,-59.323112,22.556364,False,304.0,2076.7125615471805,4.121603965759277,503.86029052734375,17.3939266204834,34.0,462.4027274166692,8.625578,53.60832,18.675991,34.0,2434.7431527808885,17.230644,141.30309,16.281763,1.3950635,0,1,0,0,0.0,2.394228,1.2820644,1.1121635,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,VARIABLE,107.47377529236272,-45.97120645104264,7.927264830300883,13.552734683648657,False,False,0.0,True,False,False,True,False,True,True,False,6.11408e-12,8.323735e-09,0.99861324,3576.5234,3551.694,3603.3618,4.5992,4.5104,4.6738,-0.7052,-0.8393,-0.5636,356.939,345.9511,368.3205,0.9142,0.8896,0.9479,0.6132,0.5965,0.6363,0.364,0.3542,0.3776,MARCS,3.205346723653906e-05
1.865002,3.706965,1.6361480689213768e+18,Gaia DR3 2740821049092831232,2.740821049092831e+18,1755557974.0,2016.0,1.8650842764293991,0.0844593495130539,3.706783541872053,0.07358716428279877,4.031392641431181,0.105958484,38.046906,121.65253,62.73618178331111,0.14311272,-104.22815503260803,0.0805276,0.6576886177062988,-0.24978739,-0.35075858,-0.41455308,-0.48336264,-0.6324817,-0.16410919,0.41211167,-0.15057185,0.2693614,350.0,0.0,349.0,1.0,-0.06544389575719833,358.1726989746094,0.0,0.0,31.0,True,1.3393834,--,--,--,--,--,--,--,40.0,14.0,0.21254044771194458,48.0,10.0,0.0,0.00809263251721859,71.39086151123047,0.0,0.0,0.996538,0.5083614,0.64399844,0.2855493,0.35382947,164.6876,-30.706135,36.84502,-44.83415,False,371.0,2714.3306682200614,2.0306758880615234,1336.6636962890625,17.10321044921875,44.0,781.9358500238483,7.5084195,104.141205,18.105614,42.0,2817.922933693561,12.150076,231.92636,16.123074,1.3262419,0,0,0,1,0.0,1.9825401,1.0024033,0.9801369,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,102.2531482862751,-57.38866980512507,3.185829448661765,2.659279471915786,False,False,0.0,True,False,False,False,False,True,True,False,1.0442868e-13,5.21616e-13,0.99976176,3515.3555,3509.3704,3522.043,4.6156,4.6051,4.6349,-1.2222,-1.2465,-1.1987,254.853,249.3424,260.1759,0.1183,0.1031,0.1353,0.082,0.0715,0.0938,0.0451,0.0393,0.0516,PHOENIX,0.00019866657116286693
2.290978,32.46851,1.6361480689213768e+18,Gaia DR3 2874015681523767552,2.8740156815237673e+18,802510502.0,2016.0,2.290929875013144,1.028667688369751,32.468489707234646,0.6579471230506897,--,--,--,--,--,--,--,--,0.06148097291588783,--,--,--,--,--,--,--,--,--,433.0,0.0,425.0,8.0,351.5020446777344,314915.03125,10.478900909423828,11118.4208984375,3.0,False,--,--,--,--,--,--,--,--,51.0,19.0,1.8992480039596558,56.0,56.0,0.0,0.22780050337314606,5.0830535888671875,19.0,0.0,--,0.2212298,0.4477649,0.24436913,0.43182904,-20.137314,-1.6889364,26.60947,14.611954,False,357.0,8069.41449454883,17.936670303344727,449.88360595703125,15.92026138305664,49.0,2511.617912499476,8.381672,299.65594,16.838657,49.0,8563.244409184123,10.242466,836.053,14.9163,1.3724493,0,0,0,0,0.0,1.9223576,0.918396,1.0039616,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NOT_AVAILABLE,112.68454215478067,-29.560689583850266,16.172770841686642,28.628071322987907,False,False,0.0,True,False,False,False,False,False,False,False,0.0,0.0,0.8514392,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,5.394933178683042e-05
