designation,source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,grp,distance,mag,DEdeg,solution_id,ra_error,dec_error,parallax_over_error,bp_rp,2MASS_RAJ2000,2MASS_DEJ2000,2MASS_2MASS,2MASS_Jmag,2MASS_e_Jmag,2MASS_Hmag,2MASS_e_Hmag,2MASS_Kmag,2MASS_e_Kmag,2MASS_Qflg,2MASS_Rflg,2MASS_Bflg,2MASS_Cflg,2MASS_Xflg,2MASS_Aflg
Gaia DR3 3693856596810052352,3.69E+18,186.4663784,-2.337846876,1.407224324,0.07035501,0.9572262,3786.612969,2.1236951,1783.0304,16.74174,1559.015653,12.4127655,125.59777,17.356417,3135.733079,9.483487,330.65192,16.007048,0.734692,710.6187569,7.483556667,,,,,,,186.466218,-2.33753,12255189-0220151,15.07600021,0.039000001,14.49100018,0.035999998,14.43700027,0.083,AAA,222,111,0,0,0
Gaia DR3 3952413628028393728,3.95E+18,185.4772605,21.37349327,3.181018796,0.10346973,1.0268313,1931.556381,,,17.47259903,,,,18.632849,,,,16.427647,1.04495203,314.3646939,9.985430206,21.37367875,1.64E+18,0.080057986,0.063331671,30.743471,2.205202,185.477502,21.373777,12215460+2122255,15.07199955,0.039999999,14.48600006,0.050000001,14.34700012,0.064,AAA,222,111,ss0,0,0
Gaia DR3 1033441050646580864,1.03E+18,123.0585682,56.06666804,3.90884746,0.10468861,0.9444913,1572.491392,,,17.69589615,,,,18.981817,,,,16.576067,1.11982915,255.829886,10.65613976,56.066561,1.64E+18,0.085254788,0.0705299,37.33785,2.4057503,123.058503,56.066566,08121404+5603596,15.11699963,0.043000001,14.48200035,0.046999998,14.2159996,0.076,AAA,222,111,0,0,0
Gaia DR3 1057701568554361216,1.06E+18,173.0635061,67.27155081,3.172977336,0.062882364,0.99051905,2314.837667,,,17.27606583,,,,18.22862,,,,16.309261,0.96680483,315.1614065,9.78340068,67.27195,1.64E+18,0.057210002,0.056391738,50.458935,1.9193592,173.064239,67.271973,11321541+6716191,15.07699966,0.048999999,14.47799969,0.061000001,14.32499981,0.084,AAA,222,111,0,0,0
Gaia DR3 3896717454207281152,3.90E+18,178.8550912,5.721821714,3.197536028,0.10676971,1.0387824,1934.43206,,,17.47098351,,,,18.607584,,,,16.428478,1.04250551,312.7408077,9.995060743,5.721822,1.64E+18,0.085266188,0.059496984,29.94797,2.1791058,178.855022,5.721816,11552520+0543185,15.07900047,0.048,14.47399998,0.059999999,14.19200039,0.083,AAA,222,111,0,0,0
Gaia DR3 3904934035881870976,3.90E+18,182.0344581,8.227958086,4.650559337,0.1003567,0.987778,2323.309743,,,17.27209854,,,,18.301224,,,,16.26484,1.00725854,215.0278983,10.60962449,8.227833,1.64E+18,0.090871073,0.052711211,46.340298,2.0363846,182.034862,8.227582,12080836+0813392,15.00500011,0.039000001,14.47299957,0.043000001,14.32699966,0.081,AAA,222,111,0,0,0
Gaia DR3 1457901845193926144,1.46E+18,209.6244943,32.89314598,3.545558632,0.075132415,1.0129126,2422.888608,,,17.22653389,,,,18.190168,,,,16.259308,0.96722589,282.0430019,9.974957248,32.893237,1.64E+18,0.045390278,0.046689335,47.190796,1.9308605,209.624789,32.893375,13582994+3253361,15.02200031,0.037999999,14.46899986,0.048,14.3920002,0.077,AAA,222,111,0,0,0
Gaia DR3 4509200265074304,4.5092E+15,42.05863654,2.521714509,2.889107694,0.087315045,0.97706807,2481.236322,,,17.20069695,,,,18.107113,,,,16.26956,0.93113695,346.1276304,9.504515604,2.521994,1.64E+18,0.077401973,0.074366599,33.088314,1.837553,42.058082,2.522388,02481393+0231205,15.14500046,0.048,14.46899986,0.057,14.36699963,0.063,AAA,222,111,0,0,0
Gaia DR3 2502652674303561344,2.50E+18,40.10007319,2.392724356,4.196243844,0.11734904,1.1047747,1560.401716,,,17.70427513,,,,18.917664,,,,16.577679,1.12659613,238.3083627,10.81857872,2.392824,1.64E+18,0.112655826,0.092005461,35.75865,2.339985,40.100087,2.3929,02402402+0223344,15.07600021,0.045000002,14.46800041,0.057999998,14.20800018,0.064,AAA,222,111,0,0,0
Gaia DR3 2502652674303561344,2.50E+18,40.10007319,2.392724356,4.196243844,0.11734904,1.1047747,1560.401716,,,17.70427513,,,,18.917664,,,,16.577679,1.12659613,238.3083627,10.81857872,2.392824,1.64E+18,0.112655826,0.092005461,35.75865,2.339985,40.100087,2.3929,02402402+0223344,15.07600021,0.045000002,14.46800041,0.057999998,14.20800018,0.064,AAA,222,111,0,0,0
Gaia DR3 2502652674303561344,2.50E+18,40.10007319,2.392724356,4.196243844,0.11734904,1.1047747,1560.401716,,,17.70427513,,,,18.917664,,,,16.577679,1.12659613,238.3083627,10.81857872,2.392824,1.64E+18,0.112655826,0.092005461,35.75865,2.339985,40.100087,2.3929,02402402+0223344,15.07600021,0.045000002,14.46800041,0.057999998,14.20800018,0.064,AAA,222,111,0,0,0
Gaia DR3 2543771866562551936,2.54E+18,6.203358437,-0.017443703,4.573729405,0.12573966,1.0292699,1720.000203,,,17.598545,,,,18.98037,,,,16.484137,1.114408,218.6399569,10.89989733,-0.01741773,1.64E+18,0.093757413,0.069157481,36.374596,2.496233,6.203516,-0.017451,00244884-0001028,15.03600025,0.037999999,14.46399975,0.052000001,14.21399975,0.058,AAA,222,111,0,0,0
Gaia DR3 1301507723575304192,1.30E+18,250.3955143,26.74038699,3.198063479,0.06446301,1.0005946,2488.051402,,,17.19771767,,,,18.166594,,,,16.239262,0.95845567,312.6892279,9.722153069,26.740387,1.64E+18,0.042660065,0.047681112,49.610832,1.9273319,250.396483,26.740282,16413515+2644250,15.03800011,0.045000002,14.46000004,0.057999998,14.23200035,0.057,AAA,222,111,0,0,0
Gaia DR3 305132549930483840,3.05E+17,26.79514279,31.72567614,4.352944469,0.10194825,1.0632612,1709.41624,,,17.6052475,,,,18.913757,,,,16.507025,1.0982225,229.729556,10.79916313,31.725667,1.64E+18,0.093100399,0.084512368,42.69759,2.4067326,26.79526,31.725666,01471086+3143323,15.08399963,0.039000001,14.46000004,0.048,14.14599991,0.063,AAA,222,111,0,0,0
Gaia DR3 1376352644012846720,1.38E+18,236.0232777,37.85240313,4.504404028,0.06234145,0.9883432,2330.907783,,,17.26855469,,,,18.257074,,,,16.304243,0.96431169,222.004952,10.53674138,37.852579,1.64E+18,0.043372463,0.054354813,72.25375,1.9528313,236.023792,37.852699,15440571+3751097,15.06499958,0.039000001,14.45600033,0.046999998,14.30099964,0.06,AAA,222,111,0,0,0
Gaia DR3 2707823468191773568,2.71E+18,333.2449261,4.095126498,3.161050672,0.0805857,0.9582445,2697.567341,,,17.10993576,,,,18.0281,,,,16.162527,0.94740876,316.3505125,9.609093048,4.095263,1.64E+18,0.070300788,0.06841433,39.22595,1.865572,333.244724,4.095401,22125873+0405434,14.9630003,0.039000001,14.45400047,0.039000001,14.26799965,0.065,AAA,222,111,0,0,0
Gaia DR3 5376927973717214976,5.38E+18,171.0236687,-43.29155226,2.013839754,0.10069024,2.5521185,5103.095082,6.042927,844.47406,16.417782,3414.403411,19.865498,171.87605,16.505255,3038.741815,8.169537,371.9601,16.04116,0.376622,496.5638392,7.937906549,,,,,,,171.023712,-43.291622,11240569-4317298,15.11299992,0.041000001,14.45100021,0.045000002,14.45600033,0.08,AAA,222,111,0,0,0
Gaia DR3 1560605748874827264,1.56E+18,207.4748447,52.22858534,3.440926099,0.06376927,0.9541144,2243.236997,,,17.31017876,,,,18.41254,,,,16.284859,1.02531976,290.6194354,9.993555487,52.228633,1.64E+18,0.048864067,0.054555956,53.959,2.1276817,207.474758,52.228687,13495394+5213432,14.9829998,0.046999998,14.44900036,0.059,14.26099968,0.105,AAA,222,111,0,0,0
Gaia DR3 3358281249969228928,3.36E+18,101.9965727,16.45208498,0.932132394,0.046604116,0.9841321,7743.147333,3.7061484,2089.2708,15.965073,4024.890908,11.004366,365.754,16.326656,5355.676529,12.200948,438.95578,15.425859,0.539214,1072.808978,5.812461004,,,,,,,101.996418,16.452393,06475914+1627086,14.78199959,0.039000001,14.44099998,0.055,14.43099976,0.068,AAA,222,111,0,0,0
Gaia DR3 4010348888560949760,4.01E+18,185.5619817,29.20540024,3.080061765,0.085585296,1.047518,2341.172124,,,17.26378441,,,,18.378963,,,,16.242739,1.02104541,324.6688139,9.706581538,29.205816,1.64E+18,0.07361801,0.066394679,35.988213,2.1362247,185.561796,29.206371,12221483+2912229,14.90600014,0.043000001,14.43299961,0.050000001,14.04899979,0.052,AAA,222,111,0,0,0
Gaia DR3 3425477452127709824,3.43E+18,93.07780415,24.15745131,4.417557695,0.19539717,1.1688997,1510.542348,,,17.73953438,,,,19.114454,,,,16.598694,1.14084038,226.3694261,10.96544553,24.157376,1.64E+18,0.143115655,0.13839674,22.608095,2.5157604,93.077758,24.157358,06121866+2409264,15.04699993,0.032000002,14.43299961,0.045000002,14.13799953,0.045,AAA,222,111,0,0,0
Gaia DR3 1033394321402197120,1.03E+18,121.9490579,56.07215494,4.542688697,0.09117774,1.0145813,1793.799278,,,17.552933,,,,18.952442,,,,16.39044,1.162493,220.1339486,10.83949788,56.072609,1.64E+18,0.072455384,0.063039593,49.822342,2.5620022,121.948991,56.072632,08074775+5604214,14.85599995,0.032000002,14.43099976,0.044,14.11600018,0.067,AAA,222,111,0,0,0
Gaia DR3 288697604169262976,2.89E+17,23.06576249,21.32149759,3.684907405,0.08611492,1.0404786,2570.403002,,,17.16236305,,,,18.134253,,,,16.183626,0.97873705,271.3772397,9.994495947,21.321708,1.64E+18,0.073031902,0.053751513,42.79058,1.9506264,23.064693,21.322161,01321552+2119197,14.95800018,0.039000001,14.43000031,0.044,14.08899975,0.054,AAA,222,111,0,0,0
Gaia DR3 356206720467065472,3.56E+17,29.49352983,46.61598322,3.849661046,0.08259352,1.0807619,2670.799877,,,17.12076378,,,,18.092434,,,,16.153723,0.96704078,259.7631293,10.04787624,46.616158,1.64E+18,0.06577757,0.059787273,46.609722,1.9387112,29.492201,46.616489,01575812+4636593,14.83500004,0.035,14.42599964,0.041000001,14.14700031,0.058,AAA,222,111,0,0,0
Gaia DR3 3669632186690196224,3.67E+18,214.7703419,4.689638384,10.58002198,0.50985706,1.0098723,305.5136706,,,19.47479,,,,21.25352,,,,17.953268,1.521522,94.51776205,14.59722285,4.68942083,1.64E+18,0.469051123,0.393981427,20.750956,3.300251,214.770534,4.68942,14190492+0441219,15.11499977,0.050000001,14.42300034,0.037999999,14.08300018,0.062,AAA,222,111,0,0,0
Gaia DR3 2872824738632807424,2.87E+18,353.9743899,33.51694394,5.509737388,0.079165675,0.93946385,2630.168248,,,17.1374073,,,,18.138252,,,,16.143087,0.9943203,181.4968536,10.8430618,33.517087,1.64E+18,0.04744463,0.039341144,69.59756,1.9951649,353.974409,33.517658,23355385+3331035,14.93400002,0.039000001,14.42199993,0.050000001,14.21899986,0.073,AAA,222,111,0,0,0
Gaia DR3 1033168784078987392,1.03E+18,124.4741796,55.5168213,3.774169071,0.10027921,1.0180326,1922.028396,,,17.47796822,,,,18.677687,,,,16.400526,1.07744222,264.9589833,10.36207498,55.516868,1.64E+18,0.079700455,0.064653441,37.636604,2.2771606,124.474393,55.516857,08175385+5531006,14.93200016,0.041999999,14.42000008,0.055,14.20300007,0.078,AAA,222,111,0,0,0
Gaia DR3 628866779313708032,6.29E+17,153.7620724,21.43724172,2.747704069,0.08186825,1.0171602,2741.575641,,,17.09236717,,,,18.0112,,,,16.147814,0.94455317,363.9402115,9.287216954,21.437443,1.64E+18,0.069547839,0.058078479,33.562508,1.8633862,153.762291,21.437748,10150294+2126158,14.99800014,0.033,14.41899967,0.039000001,14.19499969,0.056,AAA,222,111,0,0,0
Gaia DR3 302968264371190272,3.03E+17,23.46879203,29.41935983,3.197960216,0.11583713,0.96379066,1667.923572,,,17.63192558,,,,18.87717,,,,16.556412,1.07551358,312.6993247,10.15629086,29.419372,1.64E+18,0.100596674,0.069358014,27.607386,2.3207588,23.46877,29.419426,01335250+2925099,15.18999958,0.044,14.41899967,0.048,14.43200016,0.095,AAA,222,111,0,0,0
Gaia DR3 2110625411195718272,2.11E+18,279.8238981,41.40832483,4.682599752,0.051222168,1.0561334,2648.673867,,,17.12979507,,,,18.126984,,,,16.15252,0.97727507,213.5565824,10.48223026,41.408379,1.64E+18,0.045027565,0.047791287,91.41745,1.9744644,279.824227,41.408386,18391781+4124301,14.90799999,0.033,14.41600037,0.041999999,14.16399956,0.065,AAA,222,111,0,0,0
Gaia DR3 1562366754185172608,1.56E+18,206.8987519,55.62984405,3.207048781,0.050193533,1.0004278,2914.607671,,,17.02591705,,,,17.951538,,,,16.06454,0.96137705,311.8131554,9.556444879,55.629866,1.64E+18,0.04283588,0.041547939,63.893665,1.8869972,206.900101,55.62994,13473602+5537477,14.9090004,0.035,14.4119997,0.043000001,14.11699963,0.055,AAA,222,111,0,0,0
Gaia DR3 2721766203345025024,2.72E+18,330.8102752,7.771269645,2.700125719,0.107275955,0.9180122,2665.350361,,,17.12298203,,,,18.114336,,,,16.167063,0.95591903,370.3531258,9.279901958,7.771521,1.64E+18,0.085578158,0.077655785,25.169905,1.9472733,330.810684,7.771834,22031456+0746186,14.89000034,0.043000001,14.41100025,0.046999998,14.21899986,0.07,AAA,222,111,0,0,0
Gaia DR3 1175488740249649024,1.18E+18,217.0350266,7.78652722,4.225520035,0.08019261,1.0074167,2583.779091,,,17.15672874,,,,18.170359,,,,16.16617,0.99055874,236.6572615,10.28612957,7.786712,1.64E+18,0.078780502,0.067126244,52.69214,2.0041885,217.035287,7.786838,14280846+0747126,14.90799999,0.039999999,14.40600014,0.048999999,14.07699966,0.077,AAA,222,111,0,0,0
Gaia DR3 895138430790828032,8.95E+17,114.5549972,35.00005745,4.261267049,0.10288682,1.0162964,2713.65685,,,17.10347939,,,,18.041002,,,,16.129957,0.97352239,234.6719857,10.25117315,35.000422,1.64E+18,0.082546376,0.075573049,41.417038,1.9110451,114.554737,35.001148,07381313+3500041,14.94400024,0.048,14.40299988,0.059,14.19099998,0.066,AAA,222,222,ccc,0,0
Gaia DR3 1628883565533549440,1.63E+18,248.7120944,63.85428818,5.298158665,0.06250976,1.0198,2728.358369,,,17.09761238,,,,18.097183,,,,16.112278,0.98533438,188.7448193,10.71823718,63.854385,1.64E+18,0.06284333,0.058813181,84.75731,1.9849052,248.714345,63.854515,16345144+6351162,14.93000031,0.039999999,14.39700031,0.050000001,14.0369997,0.063,AAA,222,111,0,0,0
Gaia DR3 1186372294751687424,1.19E+18,222.2795546,15.7920657,0.788000793,0.0393935,1.0367156,10269.78055,4.137933,2481.8625,15.658464,5751.337867,27.69327,207.68,15.93912,6531.588353,14.20439,459.82886,15.210348,0.448116,1269.034257,5.141097272,,,,,,,222.279736,15.792339,14490713+1547324,14.67099953,0.033,14.3920002,0.048,14.35099983,0.069,AAA,222,111,0,0,0
Gaia DR3 2591147142542935936,2.59E+18,18.41254724,14.9238847,4.82760876,0.07891403,0.89248186,2904.795679,,,17.02957726,,,,17.991367,,,,16.08471,0.94486726,207.1418894,10.44823759,14.923885,1.64E+18,0.068222575,0.055985134,61.17554,1.9066582,18.411493,14.923883,01133875+1455259,14.86699963,0.041999999,14.38500023,0.046,14.4119997,0.109,AAB,222,111,0,0,0
Gaia DR3 725818553554915712,7.26E+17,157.1671425,24.32842141,2.854011788,0.08636863,1.0450053,2581.32244,,,17.15776062,,,,18.044111,,,,16.2178,0.93996062,350.3839768,9.435039433,24.328604,1.64E+18,0.071559832,0.081086181,33.04454,1.8263111,157.167394,24.328987,10284017+2419443,15.01799965,0.035,14.3760004,0.041000001,14.27299976,0.051,AAA,222,111,0,0,0
Gaia DR3 1307655054430200192,1.31E+18,252.0029689,28.0553245,4.018408367,0.07318392,0.97319156,2120.022838,,,17.37151527,,,,18.64523,,,,16.281502,1.09001327,248.8547476,10.39178562,28.055309,1.64E+18,0.050286777,0.056836072,54.908356,2.3637276,252.003025,28.055288,16480072+2803190,14.89599991,0.039000001,14.36699963,0.041999999,13.9659996,0.067,AAA,222,111,0,0,0
Gaia DR3 4420631137069540480,4.42E+18,230.2300914,1.335288175,8.274728386,0.10954964,0.9249595,1560.135264,,,17.70446205,,,,19.240768,,,,16.526115,1.17834705,120.8498882,12.29323079,1.3351678,1.64E+18,0.08758191,0.086306624,75.53405,2.714653,230.230259,1.335198,15205526+0120067,14.92700005,0.039000001,14.36600018,0.045000002,14.19200039,0.071,AAA,222,111,0,0,0
Gaia DR3 6208124301498892672,6.21E+18,230.8365792,-30.82627865,1.600795263,0.0800382,1.2546805,4581.884998,3.0054138,1524.5438,16.534756,1950.403692,7.917675,246.3354,17.113232,3722.163914,10.658891,349.20743,15.820907,0.713849,624.6895047,7.556434953,,,,,,,230.836584,-30.826216,15232078-3049343,15.00199986,0.056000002,14.35900021,0.061000001,14.36900043,0.077,AAA,222,111,0,0,0
Gaia DR3 2854854934767221120,2.85E+18,0.024970099,28.48170702,4.260905959,0.087979175,1.0399712,2361.513264,,,17.25439072,,,,18.285633,,,,16.25096,1.00343072,234.691873,10.40190047,28.481815,1.64E+18,0.061954375,0.046015341,48.430847,2.0346737,0.024489,28.481943,00000587+2828549,14.94900036,0.039000001,14.35499954,0.046999998,14.2510004,0.072,AAA,222,111,0,0,0
Gaia DR3 1469014265618086144,1.47E+18,204.5660783,33.33145746,3.596063589,0.070883736,1.0230933,2965.231652,,,17.00722122,,,,17.929346,,,,16.06609,0.94113122,278.0818457,9.786358034,33.331581,1.64E+18,0.045264423,0.044369075,50.731857,1.8632565,204.566498,33.331779,13381595+3319544,14.90600014,0.039000001,14.34899998,0.055,14.23099995,0.056,AAA,222,111,0,0,0
Gaia DR3 1469014265618086144,1.47E+18,204.5660783,33.33145746,3.596063589,0.070883736,1.0230933,2965.231652,,,17.00722122,,,,17.929346,,,,16.06609,0.94113122,278.0818457,9.786358034,33.331581,1.64E+18,0.045264423,0.044369075,50.731857,1.8632565,204.566498,33.331779,13381595+3319544,14.90600014,0.039000001,14.34899998,0.055,14.23099995,0.056,AAA,222,111,0,0,0
Gaia DR3 3900800211462997632,3.90E+18,187.0949524,6.876729907,5.582376631,0.13583893,0.9363601,1599.338245,,,17.67751694,,,,19.0581,,,,16.54505,1.13246694,179.1351724,11.41161261,6.87694719,1.64E+18,0.098447941,0.078736618,41.09556,2.51305,187.094943,6.877033,12282278+0652373,14.98099995,0.052000001,14.34799957,0.050000001,14.02200031,0.069,AAA,222,111,0,0,0
Gaia DR3 4565759318953431296,4.57E+18,251.8185529,22.0895268,4.526780114,0.07401005,1.0005267,2072.207853,,,17.3962841,,,,18.593935,,,,16.306627,1.0896571,220.9075711,10.6752311,22.08939235,1.64E+18,0.041310921,0.051633596,61.1644,2.2873077,251.819227,22.089378,16471661+2205217,14.85000038,0.034000002,14.34399986,0.041999999,14.13199997,0.058,AAA,222,111,0,0,0
Gaia DR3 579015025189891072,5.79E+17,136.9850846,3.273233838,3.163367324,0.07328282,1.0041386,2827.453525,,,17.05887794,,,,18.128773,,,,16.185642,0.87323594,316.1188372,9.559626061,3.273373,1.64E+18,0.06102461,0.049648527,43.16656,1.9431305,136.985206,3.273549,09075644+0316247,14.88099957,0.035999998,14.34399986,0.035,14.13599968,0.059,AAA,222,111,0,0,0
Gaia DR3 142157782500578688,1.42E+17,44.53831536,36.83158675,5.017432553,0.13002388,1.1165588,1724.557565,,,17.59567261,,,,18.95171,,,,16.447832,1.14784061,199.3051206,11.09808033,36.831728,1.64E+18,0.11552766,0.113805868,38.588543,2.5038776,44.538236,36.83173,02580917+3649542,14.99600029,0.037999999,14.34399986,0.039000001,14.13500023,0.058,AAA,222,111,0,0,0
Gaia DR3 2740821049092831232,2.74E+18,1.865084276,3.706783542,4.031392641,0.105958484,0.996538,2714.330668,,,17.10321045,,,,18.105614,,,,16.123074,0.98013645,248.0532384,10.13048594,3.706965,1.64E+18,0.08445935,0.073587164,38.046906,1.9825401,1.864848,3.707201,00072756+0342259,14.86299992,0.033,14.34300041,0.041999999,14.18400002,0.056,AAA,222,111,0,0,0
Gaia DR3 1888085116726512000,1.89E+18,341.2474186,30.72305913,5.128778797,0.082769595,0.9657456,2473.002187,,,17.20430565,,,,18.22399,,,,16.200308,1.00399765,194.9781887,10.75437549,30.72303336,1.64E+18,0.049131509,0.064522788,61.964527,2.0236816,341.246741,30.723045,22445921+3043229,14.93900013,0.037999999,14.34000015,0.048999999,14.08699989,0.061,AAA,222,111,0,0,0
Gaia DR3 1929429051735760128,1.93E+18,343.9167787,40.23869078,4.756420162,0.07350994,1.0035886,2235.957642,,,17.31370735,,,,18.560242,,,,16.224712,1.08899535,210.2421498,10.70010841,40.23855,1.64E+18,0.052270666,0.056573376,64.704445,2.3355293,343.915893,40.238216,22553981+4014175,14.81999969,0.037999999,14.3380003,0.054000001,14.10599995,0.068,AAA,222,111,0,0,0
Gaia DR3 3302583186360081920,3.30E+18,57.31197239,9.42393645,10.02004941,0.084544785,1.0037993,2580.783861,,,17.15798759,,,,18.356934,,,,16.089973,1.06801459,99.79990707,12.16233691,9.424226,1.64E+18,0.071970463,0.051247079,118.517654,2.2669601,57.311877,9.424666,03491485+0925287,14.65799999,0.028999999,14.33500004,0.045000002,14.13500023,0.051,AAA,222,111,0,0,0
Gaia DR3 3302583186360081920,3.30E+18,57.31197239,9.42393645,10.02004941,0.084544785,1.0037993,2580.783861,,,17.15798759,,,,18.356934,,,,16.089973,1.06801459,99.79990707,12.16233691,9.424276,1.64E+18,0.071970463,0.051247079,118.517654,2.2669601,57.311877,9.424666,03491485+0925287,14.65799999,0.028999999,14.33500004,0.045000002,14.13500023,0.051,AAA,222,111,0,0,0
Gaia DR3 3952603121985502848,3.95E+18,186.8540914,21.81242545,3.683551029,0.110492125,1.0846832,1913.537573,,,17.48277473,,,,18.67945,,,,16.388523,1.09425173,271.4771676,10.31410818,21.81237162,1.64E+18,0.093310036,0.079764962,33.33768,2.290926,186.854193,21.812389,12272500+2148446,14.94699955,0.039999999,14.33399963,0.045000002,13.97399998,0.051,AAA,222,111,0,0,0
Gaia DR3 913772678981203328,9.14E+17,131.7315157,42.93588424,3.061709871,0.10111982,0.98470753,3035.771958,,,16.98169327,,,,17.88519,,,,16.05076,0.93093327,326.6148793,9.411513442,42.93621,1.64E+18,0.081368171,0.052401256,30.27804,1.8344288,131.731135,42.936764,08465547+4256123,14.89400005,0.039000001,14.33399963,0.037,14.15200043,0.05,AAA,222,111,0,0,0
Gaia DR3 3744192509711475968,3.74E+18,199.8837793,14.76765803,3.542636107,0.06589663,0.9919394,2872.18258,,,17.04183769,,,,18.038279,,,,16.065414,0.97642369,282.2756755,9.788470414,14.768121,1.64E+18,0.051430639,0.039307885,53.760506,1.9728642,199.883759,14.768862,13193210+1446079,14.87699986,0.035999998,14.32900047,0.045000002,14.05099964,0.053,AAA,222,111,0,0,0
Gaia DR3 139745522709784832,1.40E+17,42.15376464,34.00205342,3.970581871,0.121762365,0.9149565,1686.755134,,,17.61973763,,,,19.05806,,,,16.465332,1.15440563,251.8522555,10.61400841,34.002242,1.64E+18,0.109147191,0.090176918,32.60927,2.5927277,42.15389,34.002262,02483693+3400081,14.93599987,0.035,14.32699966,0.043000001,14.01399994,0.048,AAA,222,111,0,0,0
Gaia DR3 712547963605481216,7.13E+17,135.83952,33.32458874,4.284116638,0.112220734,1.0661834,2306.322197,,,17.28006744,,,,18.42445,,,,16.22364,1.05642744,233.4203488,10.43937387,33.324722,1.64E+18,0.08112625,0.051735353,38.175804,2.2008095,135.839385,33.324913,09032145+3319296,14.86900043,0.035999998,14.32499981,0.039000001,14.02600002,0.056,AAA,222,111,0,0,0
Gaia DR3 3876069686693346816,3.88E+18,156.6430044,9.232628964,4.213535038,0.123821884,0.99826765,2958.213102,,,17.00979233,,,,18.009115,,,,16.023169,0.98662333,237.3304104,10.13302538,9.232805,1.64E+18,0.091697343,0.081274383,34.029,1.9859467,156.643663,9.232804,10263447+0913580,14.87100029,0.043000001,14.32299995,0.044,14.02299976,0.069,AAA,222,111,0,0,0
Gaia DR3 797430055110958848,7.97E+17,143.0119511,33.84967753,2.69059371,0.079374485,0.9470047,3018.453867,,,16.9879055,,,,17.855717,,,,16.070866,0.9170395,371.6651817,9.137146113,33.84979,1.64E+18,0.064789161,0.048675172,33.897465,1.7848511,143.011969,33.849907,09320287+3350596,14.98499966,0.033,14.3210001,0.044,14.28800011,0.076,AAA,222,111,0,0,0
Gaia DR3 3953996237578259840,3.95E+18,185.2530779,23.63911059,4.387593072,0.13296613,1.0374118,2006.883411,,,17.43106079,,,,18.629646,,,,16.343575,1.08748579,227.9153932,10.6421925,23.63917,1.64E+18,0.090182297,0.076652251,32.997826,2.2860718,185.253098,23.639189,12210074+2338210,14.91699982,0.039999999,14.3210001,0.039000001,14.13500023,0.058,AAA,222,111,0,0,0
Gaia DR3 1162397374988084224,1.16E+18,231.212522,6.530587647,8.182308097,0.07967998,0.9656244,2528.146359,,,17.18036079,,,,18.315468,,,,16.119474,1.06088679,122.2149042,11.74473993,6.5309338,1.64E+18,0.077208333,0.064170711,102.68964,2.1959934,231.213015,6.531004,15245112+0631516,14.81299973,0.039999999,14.31499958,0.057,14.22999954,0.084,AAA,222,111,0,0,0
Gaia DR3 70362769879699968,7.04E+16,56.37356801,27.08948352,5.148532924,0.10467474,0.9488375,1962.446898,,,17.45537186,,,,18.816015,,,,16.316952,1.13841986,194.2300874,11.01378933,27.089453,1.64E+18,0.105634525,0.060944136,49.18601,2.4990635,56.373611,27.089449,03452966+2705220,14.89799976,0.037999999,14.31099987,0.046999998,13.97999954,0.05,AAA,222,111,0,0,0
Gaia DR3 926157303077330432,9.26E+17,118.2907978,44.50138834,3.310966244,0.06562377,1.0704662,3303.072616,,,16.89007187,,,,17.794077,,,,15.964238,0.92583387,302.026637,9.489845635,44.501576,1.64E+18,0.051054388,0.047123741,50.45377,1.8298388,118.290425,44.502041,07530970+4430073,14.81599998,0.048,14.30099964,0.045000002,14.04199982,0.063,AAA,222,111,0,0,0
Gaia DR3 1513650486334417920,1.51E+18,191.0239583,31.63556021,5.368059289,0.072201885,1.0850862,2514.591652,,,17.18619728,,,,18.30294,,,,16.163359,1.02283828,186.2870632,10.8352838,31.635642,1.64E+18,0.062614381,0.046856489,74.34791,2.1395817,191.024866,31.635798,12440596+3138088,14.88300037,0.035999998,14.29800034,0.041000001,14.22799969,0.058,AAA,222,111,0,0,0
Gaia DR3 43492354965790464,4.35E+16,58.26068943,16.43869316,3.353833461,0.08620621,1.021123,2370.525575,,,17.25025558,,,,18.281658,,,,16.247597,1.00265858,298.166266,9.877963047,16.43888,1.64E+18,0.078410037,0.055094987,38.904778,2.0340614,58.260066,16.43924,03530241+1626212,14.94099998,0.044,14.29399967,0.048,13.98999977,0.062,AAA,222,111,0,0,0
Gaia DR3 1658566943509210624,1.66E+18,207.0452436,56.97638506,3.463515826,0.05887306,0.9849155,2494.372391,,,17.19496346,,,,18.216284,,,,16.192879,1.00208446,288.7239586,9.892549342,56.976477,1.64E+18,0.051012997,0.051086228,58.83023,2.023405,207.045603,56.976578,13481094+5658356,14.88199997,0.035,14.2869997,0.044,14.18900013,0.063,AAA,222,111,0,0,0
