designation,source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,grp,distance,mag,DEdeg,solution_id,ra_error,dec_error,parallax_over_error,bp_rp,2MASS_RAJ2000,2MASS_DEJ2000,2MASS_2MASS,2MASS_Jmag,2MASS_e_Jmag,2MASS_Hmag,2MASS_e_Hmag,2MASS_Kmag,2MASS_e_Kmag,2MASS_Qflg,2MASS_Rflg,2MASS_Bflg,2MASS_Cflg,2MASS_Xflg,2MASS_Aflg
Gaia DR3 6372887871264915968,6.37E+18,305.2855056,-74.1998776,2.260109301,0.112991825,0.98496085,1088.784424,1.2284067,886.33875,18.095013,280.8131574,7.5413074,37.236668,19.217499,1210.813059,8.025595,150.86896,17.040203,1.05481,442.4564774,9.865660213,,,,,,,305.285395,-74.199791,20210849-7411592,15.61900043,0.064000003,14.97000027,0.072999999,14.78499985,0.1,AAA,222,111,0,0,0
Gaia DR3 890407640277422208,8.90E+17,107.1046547,32.95033079,2.895035097,0.099540256,0.9984501,1747.456635,,,17.58135033,,,,18.501417,,,,16.648338,0.93301233,345.4189557,9.889619496,32.950603,1.64E+18,0.087387644,0.078130536,29.084064,1.8530788,107.103857,32.951157,07082492+3257041,15.52299976,0.071000002,14.97000027,0.082000002,14.57199955,0.095,AAA,222,111,0,0,0
Gaia DR3 1421420152462637568,1.42E+18,265.27265,56.86712295,0.934742164,0.046731453,1.0632635,3266.86533,2.095901,1558.6926,16.902039,1556.275124,14.057723,110.70606,17.358326,2470.96737,13.046292,189.39996,16.265728,0.636311,1069.813729,6.755498165,,,,,,,265.272639,56.867229,17410543+5652020,15.41300011,0.052999999,14.9659996,0.082999997,14.8920002,0.113,AAB,222,111,0,0,0
Gaia DR3 735582727910972672,7.36E+17,157.7148827,29.89663542,3.14969302,0.107407376,1.0295751,1819.191107,,,17.53767014,,,,18.493904,,,,16.57543,0.96224014,317.4912582,10.02901128,29.896855,1.64E+18,0.08614254,0.068691902,29.324738,1.9184742,157.715602,29.897289,10305174+2953502,15.31999969,0.041000001,14.9659996,0.052000001,14.57499981,0.071,AAA,222,111,0,0,0
Gaia DR3 3299032962095414144,3.30E+18,65.25376437,7.902267401,3.612362558,0.14521763,0.94384223,1266.177632,,,17.93112946,,,,19.008566,,,,16.895048,1.03608146,276.8271412,10.72008612,7.902575,1.64E+18,0.124779589,0.083564937,24.875511,2.1135178,65.253353,7.903054,04210080+0754109,15.6619997,0.061999999,14.96500015,0.082000002,14.76399994,0.085,AAA,222,111,0,0,0
Gaia DR3 3948970193833476096,3.95E+18,187.1651725,19.88943886,7.543774598,0.34435177,0.99392974,337.0983993,,,19.36797523,,,,21.164572,,,,17.95741,1.41056523,132.559634,13.75591875,19.8894841,1.64E+18,0.31483826,0.229894623,21.907175,3.207161,187.165393,19.88954,12283969+1953223,15.67399979,0.064000003,14.96500015,0.086000003,14.68500042,0.079,AAA,222,111,0,0,0
Gaia DR3 713826042793396864,7.14E+17,137.6832388,32.93529169,3.597262118,0.117871165,1.0213177,1741.149547,,,17.58527756,,,,18.547083,,,,16.62786,0.95741756,277.9891949,10.36513798,32.935538,1.64E+18,0.101097621,0.06301365,30.518593,1.9192238,137.683171,32.935913,09104396+3256092,15.42199993,0.064000003,14.96000004,0.082999997,14.89400005,0.133,AAB,222,111,0,0,0
Gaia DR3 746869970683710848,7.47E+17,150.0199026,33.1000088,6.159595977,0.19117095,1.0592816,952.8938565,,,18.23975563,,,,19.854519,,,,17.02448,1.21527563,162.3483105,12.18751676,33.10039217,1.64E+18,0.169275373,0.169505969,32.220356,2.830038,150.020485,33.100529,10000491+3306019,15.45899963,0.054000001,14.95899963,0.075999998,14.77900028,0.089,AAA,222,111,0,0,0
Gaia DR3 725426539005059328,7.25E+17,154.426755,23.51749752,13.13247057,0.48994434,1.0419496,190.3004522,,,19.98876762,,,,21.694952,,,,18.487091,1.50167662,76.14713429,15.5804998,23.51743429,1.64E+18,0.46497786,0.352489054,26.804005,3.207861,154.427168,23.517469,10174252+2331028,15.68000031,0.052999999,14.95899963,0.066,14.71199989,0.076,AAA,222,111,0,0,0
Gaia DR3 1403867789354405760,1.40E+18,240.9918832,51.58360363,3.463575185,0.10077861,1.0096279,1138.178481,,,18.04684067,,,,19.295605,,,,16.98839,1.05845067,288.7190104,10.74446377,51.58340346,1.64E+18,0.092990741,0.089254454,34.368156,2.3072147,240.992532,51.583366,16035820+5135001,15.67500019,0.061000001,14.95699978,0.082999997,14.86299992,0.124,AAB,222,111,0,0,0
Gaia DR3 748125754696748288,7.48E+17,157.5131439,32.16396516,2.186503672,0.10567344,1.0596722,1562.214896,,,17.70301437,,,,18.669937,,,,16.717978,0.98503637,457.3511642,9.401765425,32.164115,1.64E+18,0.086073592,0.087292761,20.691137,1.9519596,157.513615,32.164345,10300326+3209516,15.44999981,0.054000001,14.95499992,0.079000004,14.64999962,0.089,AAA,222,111,0,0,0
Gaia DR3 3987711937009025664,3.99E+18,159.9103095,20.75150625,5.260104902,0.15196042,0.99705356,1220.379898,,,17.97112846,,,,19.190733,,,,16.87845,1.09267846,190.110277,11.57610049,20.751504,1.64E+18,0.129280388,0.11409276,34.614967,2.3122826,159.910976,20.751493,10393863+2045053,15.4460001,0.041999999,14.95199966,0.050000001,14.54300022,0.064,AAA,222,111,0,0,0
Gaia DR3 1500067905663588224,1.50E+18,204.396577,40.37156009,4.197349833,0.13720046,1.0396508,787.2895722,,,18.44703102,,,,20.033884,,,,17.209467,1.23756402,238.2455692,11.56190686,40.3715238,1.64E+18,0.077539608,0.094914787,30.592827,2.824417,204.396488,40.371517,13373515+4022174,15.55500031,0.048999999,14.95100021,0.057999998,14.63700008,0.067,AAA,222,111,0,0,0
Gaia DR3 1736521042313591296,1.74E+18,313.9141099,6.134682968,2.911080125,0.1455345,1.0428098,1039.511169,1.2757654,814.8137,18.145294,233.7046592,7.3038087,31.997643,19.416874,1223.521529,10.819613,113.083664,17.028866,1.116428,343.5151068,10.4655648,,,,,,,313.914003,6.134595,20553936+0608045,15.43700027,0.068000004,14.9460001,0.079999998,14.83699989,0.141,AAB,222,111,0,0,0
Gaia DR3 2187636163380654208,2.19E+18,305.4706138,56.26496783,1.406473303,0.0703122,0.94526213,2290.326021,2.017783,1135.0706,17.287624,876.1209943,10.089372,86.83603,17.982132,1992.966283,8.031526,248.14293,16.499146,0.788478,710.9982094,8.028281465,,,,,,,305.470321,56.264748,20215287+5615530,15.41499996,0.075999998,14.9460001,0.068000004,15.04300022,0.147,AAB,222,111,0,0,0
Gaia DR3 4529110049485059200,4.53E+18,278.0786951,21.8128644,2.956286017,0.11802099,0.9557302,1045.513612,,,18.1390419,,,,19.455742,,,,17.009499,1.1295429,338.2622636,10.49277415,21.81306537,1.64E+18,0.047547307,0.092956938,25.048817,2.4462433,278.078526,21.813143,18321884+2148473,15.57299995,0.057999998,14.9460001,0.066,14.67599964,0.115,AAB,222,111,0,0,0
Gaia DR3 3866472638104771840,3.87E+18,165.9303527,8.134400843,3.563435123,0.12853968,1.3050892,1561.348552,,,17.7036171,,,,18.501436,,,,16.666994,1.0366231,280.6280921,10.46296138,8.1345,1.64E+18,0.120895818,0.098815843,27.722454,1.8344421,165.930934,8.134615,11034342+0808046,15.36600018,0.061000001,14.94299984,0.079000004,14.78499985,0.127,AAB,222,111,0,0,0
Gaia DR3 1888121121435562240,1.89E+18,341.4916633,30.99106522,5.028440596,0.1238223,1.0245546,1183.032314,,,18.00487518,,,,19.348362,,,,16.941158,1.06371718,198.8688105,11.5120418,30.991055,1.64E+18,0.072502606,0.096915089,40.610134,2.4072037,341.491019,30.991001,22455784+3059276,15.51299953,0.056000002,14.93500042,0.079999998,14.74100018,0.101,AAA,222,111,0,0,0
Gaia DR3 1559228365746156672,1.56E+18,204.6428083,51.91688521,10.58936813,0.31689802,1.0831304,223.6127229,,,19.81362534,,,,21.367697,,,,18.332977,1.48064834,94.43434091,14.93797557,51.91691363,1.64E+18,0.265679985,0.252525538,33.415695,3.0347195,204.642942,51.916969,13383430+5155010,15.4989996,0.063000001,14.93500042,0.086000003,14.7510004,0.101,AAA,222,111,0,0,0
Gaia DR3 1556178702744673664,1.56E+18,199.8688723,49.55728777,2.59574303,0.10075314,1.0369421,1094.583224,,,18.08924484,,,,19.293795,,,,17.012333,1.07691184,385.2461466,10.16055332,49.55720951,1.64E+18,0.069631651,0.082009099,25.763395,2.2814617,199.8688,49.557209,13192851+4933259,15.61999989,0.056000002,14.93400002,0.068000004,14.76299953,0.096,AAA,222,111,0,0,0
Gaia DR3 1554637251865344128,1.55E+18,197.4224112,48.1985637,7.217843811,0.23301242,1.0253571,409.5170591,,,19.156687,,,,21.0965,,,,17.721226,1.435461,138.5455305,13.4487244,48.19890886,1.64E+18,0.155291855,0.174898326,30.97622,3.3752747,197.422156,48.19902,13094131+4811564,15.52600002,0.064999998,14.93299961,0.064999998,14.49300003,0.099,AAA,222,111,0,0,0
Gaia DR3 1495082415000233216,1.50E+18,218.7389392,47.08792289,10.9701082,0.41694558,1.2827128,180.1266116,,,20.04842186,,,,21.309692,,,,18.518312,1.53010986,91.15680372,15.24947642,47.08845629,1.64E+18,0.334800333,0.343467951,26.310648,2.79138,218.739083,47.088657,14345737+4705191,15.72599983,0.067000002,14.93000031,0.077,14.73900032,0.097,AAA,222,111,0,0,0
Gaia DR3 1452644079371316352,1.45E+18,211.0195483,28.57793853,3.460488064,0.101970375,1.036145,1658.244046,,,17.63824654,,,,18.607533,,,,16.664648,0.97359854,288.9765783,10.33393332,28.578178,1.64E+18,0.072230294,0.060137339,33.93621,1.9428844,211.019798,28.578638,14040475+2834430,15.48999977,0.057999998,14.92500019,0.071000002,14.64000034,0.106,AAA,222,111,0,0,0
Gaia DR3 1313177974352086400,1.31E+18,252.0821361,31.46370147,3.552319641,0.071310334,0.9696522,1886.926889,,,17.49798012,,,,18.44834,,,,16.572462,0.92551812,281.5061991,10.25054031,31.463934,1.64E+18,0.051943421,0.06126368,49.814938,1.8758774,252.082621,31.46427,16481982+3127513,15.34500027,0.039999999,14.91499996,0.055,14.7489996,0.082,AAA,222,111,0,0,0
Gaia DR3 4019509263528912384,4.02E+18,177.8045417,27.91392284,1.9988895,0.094019696,0.95032495,1819.869076,,,17.53726578,,,,18.417421,,,,16.635427,0.90183878,500.2777792,9.041209713,27.914079,1.64E+18,0.097861037,0.070086263,21.260328,1.7819939,177.805381,27.914349,11511329+2754516,15.60400009,0.048,14.91499996,0.048999999,14.78600025,0.08,AAA,222,111,0,0,0
Gaia DR3 3499582753426923136,3.50E+18,187.8143855,-26.37186018,3.344312189,0.1672143,0.9654763,943.7318593,1.1954725,789.42163,18.250246,185.3414075,5.858595,31.635813,19.668612,1176.803031,7.8411984,150.07948,17.071136,1.17911,299.0151467,10.87178006,,,,,,,187.814723,-26.371906,12311553-2622188,15.4989996,0.061000001,14.91399956,0.064999998,14.52700043,0.097,AAA,222,111,0,0,0
Gaia DR3 2781367533230986368,2.78E+18,10.50920579,15.92961945,2.534852179,0.12671979,0.9943536,1239.595757,1.267079,978.30975,17.954166,323.8798346,9.660878,33.524887,19.062582,1368.059822,10.033627,136.34749,16.907633,1.046533,394.5003216,9.973929192,,,,,,,10.509311,15.929657,00420223+1555467,15.50199986,0.059999999,14.91300011,0.081,14.65299988,0.082,AAA,222,111,0,0,0
Gaia DR3 1034290285940221696,1.03E+18,130.2283159,56.95238966,3.711408103,0.11972955,1.0228755,1588.391017,,,17.68497276,,,,18.642569,,,,16.699528,0.98544476,269.4395152,10.53266632,56.952636,1.64E+18,0.082744397,0.065235071,30.998262,1.9430408,130.227722,56.953014,08405465+5657108,15.43400002,0.061999999,14.91100025,0.075999998,14.61200047,0.084,AAA,222,111,0,0,0
Gaia DR3 779298279438830848,7.79E+17,161.0492278,40.18265613,5.099160874,0.17015398,1.1394824,977.4433904,,,18.21213722,,,,19.68092,,,,17.015766,1.19637122,196.1106984,11.74963079,40.18262856,1.64E+18,0.131187335,0.136093497,29.96792,2.6651535,161.04895,40.182575,10441174+4010572,15.38199997,0.055,14.91100025,0.075000003,14.52999973,0.079,AAA,222,111,0,0,0
Gaia DR3 883936537608225280,8.84E+17,105.1082829,26.89296892,4.659437456,0.12563121,0.91412437,1514.784283,,,17.73649025,,,,18.786846,,,,16.715,1.02149025,214.6181829,11.07815768,26.893108,1.64E+18,0.10216444,0.09860377,37.088215,2.071846,105.107798,26.8934,07002587+2653362,15.45100021,0.046999998,14.90499973,0.056000002,14.72799969,0.068,AAA,222,111,0,0,0
Gaia DR3 1514006002252123392,1.51E+18,192.7302775,32.766276,2.988034954,0.102534965,1.0547572,1797.359964,,,17.55077934,,,,18.464413,,,,16.611229,0.93955034,334.6681064,9.927707708,32.766279,1.64E+18,0.082462929,0.075955838,29.14162,1.8531837,192.73082,32.766254,12505539+3245585,15.49499989,0.063000001,14.89900017,0.072999999,14.72000027,0.087,AAA,222,111,0,0,0
Gaia DR3 2576229793410868480,2.58E+18,17.59871452,5.843067127,2.847988819,0.11754997,1.0360211,1944.031261,,,17.4656086,,,,18.351416,,,,16.557772,0.9078366,351.124974,9.7383,5.843275,1.64E+18,0.092498198,0.065372445,24.2279,1.793644,17.598596,5.843488,01102366+0550365,15.44699955,0.056000002,14.89799976,0.082999997,14.6960001,0.074,AAA,222,111,0,0,0
Gaia DR3 1212650549640777984,1.21E+18,226.6006913,18.82400427,5.010229987,0.12754694,0.99156106,1252.409109,,,17.94300079,,,,19.362463,,,,16.814466,1.12853479,199.591636,11.4422891,18.824107,1.64E+18,0.084132463,0.085826866,39.28146,2.5479965,226.600704,18.824211,15062416+1849271,15.31400013,0.050999999,14.89599991,0.064999998,14.5539999,0.098,AAA,222,111,0,0,0
Gaia DR3 727118618683297664,7.27E+17,154.3894445,26.17626007,3.197335376,0.15568146,0.92056704,1598.074806,,,17.67837334,,,,18.63119,,,,16.718773,0.95960034,312.760434,10.2023143,26.176474,1.64E+18,0.108595058,0.092150159,20.537676,1.9124165,154.390135,26.176998,10173363+2610371,15.52600002,0.054000001,14.8920002,0.068999998,14.68299961,0.091,AAA,222,211,c00,0,0
Gaia DR3 3721006287677635968,3.72E+18,210.1483791,7.788962393,17.44792604,0.77232563,1.1484389,161.22278,,,20.16880035,,,,21.392345,,,,18.589735,1.57906535,57.31340205,16.37751941,7.78888858,1.64E+18,0.60000515,0.517141342,22.591412,2.8026104,210.148921,7.788882,14003574+0747199,15.55300045,0.061999999,14.89000034,0.068999998,14.13199997,0.076,AAA,222,111,0,0,0
Gaia DR3 1306194112714297728,1.31E+18,254.0750619,25.52074084,3.267924556,0.080207534,1.0675274,1735.571115,,,17.58876038,,,,18.52901,,,,16.634764,0.95399638,306.0046163,10.16012049,25.520986,1.64E+18,0.050751716,0.062322628,40.743362,1.894247,254.075173,25.521442,16561804+2531171,15.46800041,0.059,14.88899994,0.079000004,14.7159996,0.093,AAA,222,111,0,0,0
Gaia DR3 2507223064967185280,2.51E+18,31.55273661,0.257506058,3.339845005,0.122321166,1.0130241,1246.390909,,,17.94823074,,,,19.192007,,,,16.84125,1.10698074,299.4150922,10.5668623,0.25755928,1.64E+18,0.108452685,0.104468167,27.3039,2.3507576,31.552563,0.25757,02061261+0015272,15.41100025,0.055,14.88799953,0.083999999,14.58100033,0.082,AAA,222,111,0,0,0
Gaia DR3 3428027464403330560,3.43E+18,89.05227692,24.62510704,4.835890641,0.1337698,1.0971962,1342.833908,,,17.86731148,,,,19.098999,,,,16.815737,1.05157448,206.787141,11.28969384,24.625238,1.64E+18,0.115634285,0.094005376,36.15084,2.2832623,89.052166,24.625542,05561251+2437319,15.40400028,0.048,14.88700008,0.057999998,14.63000011,0.079,AAA,222,111,0,0,0
Gaia DR3 2639292725203430528,2.64E+18,355.4568434,-3.67086395,2.649124458,0.13243333,0.9432792,1292.982249,1.7106358,755.84894,17.908386,300.4562131,8.379694,35.855274,19.144089,1438.522789,11.669705,123.269844,16.853104,1.055282,377.4832085,10.02389781,,,,,,,355.456616,-3.670565,23414958-0340140,15.4630003,0.043000001,14.88599968,0.057,14.80000019,0.11,AAB,222,111,0,0,0
Gaia DR3 1322304436258598656,1.32E+18,241.4850441,31.92342813,2.225937957,0.072167695,1.0031273,1714.655925,,,17.6019249,,,,18.54993,,,,16.653168,0.9487569,449.2488197,9.339490176,31.923385,1.64E+18,0.050681058,0.060515087,30.843967,1.8967628,241.485559,31.923325,16055653+3155239,15.42599964,0.046,14.88000011,0.063000001,14.60299969,0.075,AAA,222,111,0,0,0
Gaia DR3 3271820019245387264,3.27E+18,55.77086141,4.284142224,2.952141489,0.1378058,1.0282732,981.8161962,,,18.20729065,,,,19.453756,,,,17.09687,1.11042065,338.7371519,10.55797649,4.284198,1.64E+18,0.117372021,0.098451868,21.422476,2.356886,55.770421,4.284256,03430490+0417033,15.63599968,0.068000004,14.87699986,0.061999999,14.87300014,0.128,AAB,222,111,0,0,0
Gaia DR3 1607965356814669440,1.61E+18,215.6800872,52.69262933,3.369403021,0.0943659,1.0139701,1176.280324,,,18.01109,,,,19.248116,,,,16.923035,1.088055,296.7884797,10.6488548,52.69257214,1.64E+18,0.081252404,0.075834878,35.705727,2.3250809,215.67995,52.692535,14224318+5241331,15.4829998,0.056000002,14.8739996,0.074000001,14.63599968,0.106,AAB,222,111,0,0,0
Gaia DR3 612163067384898304,6.12E+17,135.1234643,18.2618096,2.36330391,0.103699535,0.9592061,1873.160088,,,17.50592995,,,,18.45219,,,,16.55621,0.94971995,423.1364387,9.373527817,18.261866,1.64E+18,0.089357123,0.059079431,22.789919,1.8959808,135.123517,18.262463,09002964+1815448,15.39700031,0.052000001,14.87300014,0.050999999,14.63300037,0.077,AAA,222,111,0,0,0
Gaia DR3 1184661935694589056,1.18E+18,222.6091953,13.12897545,3.101119774,0.10095418,0.9860533,1748.327405,,,17.58081055,,,,18.588148,,,,16.603262,0.97754855,322.4641655,10.03840325,13.129044,1.64E+18,0.101304144,0.077864043,30.718092,1.9848862,222.609392,13.129157,14502625+1307449,15.38500023,0.054000001,14.86999989,0.077,14.68500042,0.092,AAA,222,111,0,0,0
Gaia DR3 3262939126387432704,3.26E+18,53.24910734,-1.818877756,3.08902671,0.09550428,0.95916325,1799.079444,,,17.54974174,,,,18.469862,,,,16.593737,0.95600474,323.7265631,9.998850058,-1.818893,1.64E+18,0.083866157,0.074211605,32.34438,1.8761253,53.24811,-1.818959,03325954-0149082,15.39799976,0.048,14.86900043,0.048,14.59200001,0.084,AAA,222,111,0,0,0
Gaia DR3 1593237982676907008,1.59E+18,222.6622242,50.39999657,4.743688865,0.10791548,1.0835598,1112.264157,,,18.07184792,,,,19.400791,,,,16.950169,1.12167892,210.8064058,11.4524289,50.399885,1.64E+18,0.087229729,0.09756735,43.957443,2.4506226,222.662306,50.399849,14503895+5023594,15.28800011,0.046,14.86299992,0.077,14.53899956,0.107,AAA,222,111,0,0,0
Gaia DR3 3924656079027987200,3.92E+18,176.9328085,15.77227017,7.72008083,0.2000178,0.96074104,744.3221419,,,18.50796509,,,,20.09364,,,,17.222406,1.28555909,129.5323225,12.94607433,15.77269724,1.64E+18,0.173926622,0.160836175,38.59697,2.871233,176.932745,15.77285,11474385+1546222,15.42000008,0.048999999,14.85900021,0.063000001,14.61699963,0.069,AAA,222,111,0,0,0
Gaia DR3 3928961384310345344,3.93E+18,191.2431417,13.03330777,2.882069499,0.096319996,1.0352072,2044.240916,,,17.41103745,,,,18.336313,,,,16.475815,0.93522245,346.9728958,9.709559696,13.033378,1.64E+18,0.080072783,0.046174437,29.92182,1.8604984,191.244082,13.033504,12445857+1302006,15.33899975,0.043000001,14.85599995,0.068000004,14.54300022,0.067,AAA,222,111,0,0,0
Gaia DR3 5698872743638815232,5.70E+18,120.801185,-23.58568481,2.24876208,0.11242118,1.2123866,1543.332197,1.7494432,882.1848,17.716219,485.8089673,7.333595,66.244316,18.62238,1611.586224,6.2492733,257.8838,16.729761,0.986458,444.6891065,9.475936546,,,,,,,120.801163,-23.585604,08031227-2335081,15.50899982,0.056000002,14.85299969,0.092,14.63899994,0.097,AAA,222,111,0,0,0
Gaia DR3 1520593902263525120,1.52E+18,192.9225012,38.0467802,2.463794791,0.092756875,1.0003132,1837.351312,,,17.52688599,,,,18.465326,,,,16.564066,0.96281999,405.8779585,9.484908653,38.046888,1.64E+18,0.061251212,0.056216814,26.561855,1.9012604,192.923315,38.047039,12514159+3802493,15.30300045,0.044,14.85299969,0.064999998,14.52000046,0.067,AAA,222,111,0,0,0
Gaia DR3 2643072502582027136,2.64E+18,356.908995,0.277813923,5.821326835,0.12926982,1.0209223,1626.701963,,,17.65909767,,,,18.711573,,,,16.65819,1.00090767,171.7821432,11.48420759,0.277904,1.64E+18,0.1132975,0.087668292,45.03237,2.0533829,356.909159,0.278702,23473819+0016433,15.39400005,0.064000003,14.84899998,0.082000002,14.86200047,0.108,AAA,222,111,0,0,0
Gaia DR3 637298895332356096,6.37E+17,141.0604609,20.01958395,2.762172484,0.10401352,1.0104282,1847.612098,,,17.52083969,,,,18.439526,,,,16.580574,0.94026569,362.0338722,9.727093663,20.019824,1.64E+18,0.087719224,0.07261911,26.555899,1.8589516,141.060554,20.020206,09241453+2001127,15.36499977,0.046999998,14.84799957,0.067000002,14.66899967,0.08,AAA,222,111,0,0,0
Gaia DR3 4009625611772862848,4.01E+18,183.5372354,26.92856203,3.302376715,0.16510226,1.1213197,1001.002389,1.5530207,644.5519,18.18628,272.1161172,8.398054,32.402283,19.251657,1172.027013,10.747291,109.05325,17.075552,1.110728,302.8122126,10.78041307,,,,,,,183.537316,26.928698,12140895+2655433,15.44099998,0.055,14.84500027,0.071000002,14.48700047,0.066,AAA,222,111,0,0,0
Gaia DR3 1247662195325039488,1.25E+18,205.8712282,17.92837555,3.148897643,0.10826329,0.9851679,1645.809453,,,17.64641762,,,,18.698637,,,,16.639147,1.00727062,317.5714531,10.13721034,17.928537,1.64E+18,0.073584996,0.061809473,29.085552,2.0594902,205.871075,17.928684,13432905+1755432,15.44999981,0.046999998,14.84399986,0.068999998,14.69099998,0.093,AAA,222,111,0,0,0
Gaia DR3 860371941839635200,8.60E+17,166.6086346,58.87892327,2.274189457,0.08520043,0.97046274,1531.491236,,,17.72458,,,,18.799706,,,,16.72677,0.99781,439.7171031,9.508713209,58.87887468,1.64E+18,0.056091525,0.063204989,26.69223,2.072935,166.608795,58.878845,11062611+5852438,15.42199993,0.059,14.84300041,0.085000001,14.91300011,0.104,AAA,222,111,0,0,0
Gaia DR3 3275971564696560768,3.28E+18,53.99755107,5.758045053,3.164138007,0.12681954,1.029876,1770.697356,,,17.56700516,,,,18.457436,,,,16.623886,0.94311916,316.0418407,10.06828225,5.758044,1.64E+18,0.107635044,0.079593025,24.949926,1.8335495,53.997088,5.758098,03355930+0545291,15.45800018,0.057999998,14.84300041,0.052000001,14.56999969,0.08,AAA,222,111,0,0,0
Gaia DR3 1275835501458285952,1.28E+18,227.5759465,30.02851328,2.604819655,0.07957624,0.9928464,1959.444387,,,17.45703506,,,,18.430557,,,,16.48826,0.96877506,383.9037371,9.535923361,30.028821,1.64E+18,0.035144512,0.050858025,32.733635,1.942297,227.576128,30.029579,15101827+3001464,15.26500034,0.045000002,14.83899975,0.059999999,14.36999989,0.073,AAA,222,111,0,0,0
Gaia DR3 822656700141942656,8.23E+17,154.0900866,48.12321076,3.181335001,0.08680261,0.9488448,1814.082665,,,17.5407238,,,,18.492386,,,,16.595177,0.9455468,314.333448,10.05377082,48.123542,1.64E+18,0.062183894,0.060598075,36.650223,1.8972092,154.089297,48.124107,10162143+4807267,15.39900017,0.048,14.8380003,0.068999998,14.46100044,0.09,AAA,222,111,0,0,0
Gaia DR3 3996029158357962112,4.00E+18,165.5232721,24.87800146,3.073079481,0.106432684,0.97101945,1966.597634,,,17.45307732,,,,18.434813,,,,16.503904,0.94917332,325.4064876,9.890946284,24.87819,1.64E+18,0.085910514,0.124777801,28.873455,1.9309082,165.523194,24.878609,11020556+2452429,15.31999969,0.046,14.83600044,0.068000004,14.55799961,0.08,AAA,222,111,0,0,0
Gaia DR3 6001483254421707392,6.00E+18,233.7146998,-42.99519415,3.57876795,0.17892261,1.0411483,841.4155263,1.3394535,628.1782,18.37484,160.9848105,4.927839,32.66844,19.82158,1044.060707,6.325971,165.04355,17.20108,1.17376,279.4257728,11.1435077,,,,,,,233.714529,-42.99509,15345148-4259423,15.56200027,0.071999997,14.83500004,0.075000003,14.74199963,0.107,AAB,222,111,0,0,0
Gaia DR3 3786097685280209024,3.79E+18,173.9254643,-4.441406663,4.864019979,0.14093138,1.017423,1951.602071,,,17.46138954,,,,18.522654,,,,16.43679,1.02459954,205.5912608,10.89636629,-4.441068,1.64E+18,0.112037763,0.095395856,34.51339,2.085863,173.926131,-4.44048,11354227-0426257,15.3409996,0.050999999,14.83500004,0.059,14.72799969,0.09,AAA,222,111,0,0,0
Gaia DR3 1273661114132726528,1.27E+18,232.4824124,30.27984774,4.410845378,0.074166924,1.0352305,1913.808933,,,17.48262024,,,,18.516504,,,,16.4923,0.99032024,226.7139095,10.70522941,30.279869,1.64E+18,0.041703343,0.056675177,59.47187,2.0242043,232.483631,30.279896,15295607+3016476,15.2489996,0.046999998,14.83399963,0.066,14.44499969,0.07,AAA,222,111,0,0,0
Gaia DR3 941941617129308288,9.42E+17,99.8048496,35.34389482,2.759549778,0.10534695,0.9408717,1868.45506,,,17.50865936,,,,18.468863,,,,16.535103,0.97355636,362.3779531,9.712850522,35.344092,1.64E+18,0.086513244,0.075025894,26.194872,1.9337597,99.804525,35.344467,06391308+3520400,15.3210001,0.048999999,14.83300018,0.072999999,14.52099991,0.086,AAA,222,111,0,0,0
Gaia DR3 1438868749159678080,1.44E+18,259.4382081,62.89371897,4.560689948,0.0964846,0.97326237,1061.569276,,,18.12249565,,,,19.583076,,,,16.956625,1.16587065,219.2650698,11.41764839,62.89359154,1.64E+18,0.094666719,0.095429204,47.268578,2.6264515,259.43832,62.8936,17174519+6253369,15.36100006,0.050000001,14.82999992,0.075000003,14.64999962,0.1,AAA,222,111,0,0,0
Gaia DR3 853363345486301568,8.53E+17,154.2857122,56.37667884,2.750948904,0.09967626,1.0372574,1687.728164,,,17.61911011,,,,18.687584,,,,16.602299,1.01681111,363.510932,9.816522729,56.37664003,1.64E+18,0.061880372,0.076300278,27.598837,2.0852852,154.285597,56.376637,10170854+5622358,15.34000015,0.041000001,14.82499981,0.059999999,14.55900002,0.069,AAA,222,111,0,0,0
Gaia DR3 2542932556937549312,2.54E+18,9.681181982,-0.484974062,3.017103458,0.13307081,1.0244205,1330.210168,,,17.87756538,,,,19.045115,,,,16.804497,1.07306838,331.4437221,10.27551639,-0.4849558,1.64E+18,0.106194451,0.073484488,22.672916,2.2406178,9.681141,-0.484949,00384347-0029058,15.4659996,0.041999999,14.8210001,0.039999999,14.5,0.077,AAA,222,111,0,0,0
Gaia DR3 3909433027008275584,3.91E+18,173.7372174,5.738186433,2.226490206,0.10782867,1.0504689,1915.379316,,,17.48172951,,,,18.354158,,,,16.539665,0.94206451,449.13739,9.219833455,5.738156,1.64E+18,0.096100509,0.080840208,20.648407,1.8144932,173.73745,5.738134,11345698+0544172,15.29899979,0.059,14.81499958,0.079999998,14.36299992,0.085,AAA,222,111,0,0,0
