,RAdeg,DEdeg,pmRA,pmDE,e_RAdeg,e_DEdeg,e_pmRA,e_pmDE,flag,Jmag,Hmag,Ksmag,SpType,Dist
1295,121.165596,55.113179,-8.7,2.3,66,66,5.4,5.4,P,13.734,13.048,12.83,dM3.0,180
1296,120.967552,55.285972,1.3,-2.9,69,69,4.1,4.1,P,15.543,14.866,14.689,dM1.0,673
1297,122.108319,55.496276,-5.3,-2.7,66,66,4.1,4.1,P,15.177,14.502,14.287,dK7.5-,750
1298,121.873302,55.670709,-4.4,-8.5,67,67,4.0,4.0,P,15.271,14.523,14.368,dK7.5,783
1299,122.244253,55.632154,-0.7,-11.4,63,63,4.0,4.0,P,14.719,14.016,13.87,dK7.5,607
1300,122.049814,55.697882,4.6,5.8,63,63,3.9,3.9,P,14.22,13.65,13.415,dM1.0,366
1301,121.576827,56.051068,1.1,-1.2,63,63,4.0,4.0,P,14.826,14.198,13.996,dK7.5-,638
1302,121.75809,56.229112,-8.9,-25.3,63,63,4.0,4.0,P,13.642,12.976,12.787,dM1.0,280
1303,121.731775,56.102324,-10.7,-31.5,63,63,4.0,4.0,P,14.766,14.173,13.817,dM2.0+,391
1304,125.319507,58.091718,-15.7,-41.5,63,63,4.0,4.0,P,14.277,13.619,13.431,dM1.0,376
1305,124.460979,57.800292,1.5,0.2,63,63,4.0,4.0,P,14.874,14.115,13.987,dM1.5,451
1306,124.228223,58.000075,15.6,-24.2,63,63,4.0,4.0,P,12.368,11.779,11.479,dM4.5,51
1307,124.436904,57.839632,0.2,-5.4,66,66,4.1,4.1,P,15.21,14.577,14.339,dM1.0,578
1308,125.981738,58.210452,-18.4,-24.6,63,63,4.0,4.0,P,14.147,13.415,13.247,dM0.0+,425
1309,125.858406,58.298321,-6.3,-23.8,63,63,4.0,4.0,P,13.47,12.796,12.599,dM1.0+,259
1310,125.439346,58.326441,41.7,10.6,69,69,5.4,5.4,P,13.23,12.526,12.289,dM1.5+,211
1311,124.797829,58.285573,-9.4,-7.1,63,63,4.0,4.0,P,14.668,14.055,13.845,dM1.0+,450
1312,124.904617,58.441244,-11.5,-26.7,63,63,4.0,4.0,P,13.396,12.69,12.532,dM0.5-,274
1313,124.729507,58.002616,-25.6,-30.1,63,63,4.0,4.0,P,13.378,12.724,12.506,dM0.0+,298
1314,126.226567,58.098314,-5.0,-9.4,63,63,4.0,4.0,P,14.618,13.936,13.8,sdK7.0-,517
1315,126.30215,58.23585,-2.9,-7.6,63,63,4.0,4.0,P,14.782,14.119,13.935,dM0.5-,520
1316,126.646949,57.667421,19.8,-22.4,63,63,4.0,4.0,P,13.741,13.127,12.947,dM0.5,322
1317,125.938884,58.058428,-7.2,-24.2,67,67,4.1,4.1,P,15.251,14.549,14.397,dM0.5,645
1318,127.762824,57.549958,-15.6,-27.7,63,63,4.0,4.0,P,13.823,13.176,12.921,dM0.5-,334
1319,128.397931,57.375719,27.1,-32.2,66,66,5.2,5.2,P,13.421,12.879,12.592,dM2.0,210
1320,128.673397,56.665194,0.4,1.2,63,63,3.9,3.9,P,14.657,14.084,13.859,dM2.0+,372
1321,128.619759,56.578492,-2.0,-6.5,63,63,3.9,3.9,P,14.71,13.975,13.831,dM0.0+,552
1322,128.678191,56.183104,-0.4,-26.1,65,65,3.8,3.8,P,14.995,14.428,14.215,dK7.0-,756
1323,128.820356,56.283117,-6.0,-22.6,63,63,3.8,3.8,P,13.986,13.254,13.07,dM0.5+,360
1324,127.593609,56.236353,-10.9,-27.1,68,68,4.0,4.0,P,15.229,14.497,14.511,dM2.5+,442
1325,128.166731,56.419716,3.8,-4.2,63,63,3.9,3.9,P,14.254,13.575,13.39,dM1.0,372
1326,128.108536,56.690024,-3.8,-14.7,63,63,4.0,4.0,P,14.471,13.737,13.628,dK7.0+,594
1327,127.408777,57.044503,-0.8,-11.8,63,63,4.0,4.0,P,14.624,14.011,13.71,dM1.5,402
1328,127.552096,57.207858,-6.2,0.9,63,63,4.0,4.0,P,14.311,13.646,13.469,dM3.0,235
1329,128.399855,56.590033,9.5,-40.0,63,63,3.8,3.8,P,14.457,13.869,13.667,dM2.0+,339
1330,127.810726,56.530236,-4.7,-5.1,63,63,3.9,3.9,P,14.778,14.162,13.971,dK7.0-,684
1331,127.977349,56.625944,-9.6,-15.7,63,63,3.9,3.9,P,14.697,14.153,13.766,dM2.0+,379
1332,127.843663,56.498602,7.9,-5.7,66,66,3.9,3.9,P,15.15,14.467,14.278,dM0.5,616
1333,127.466055,56.860022,-32.9,-60.3,63,63,4.0,4.0,P,13.751,13.226,13.031,dM2.5,223
1334,127.590434,56.734485,-1.9,-10.1,63,63,4.0,4.0,P,14.548,13.822,13.751,dM0.5-,467
1335,127.330298,56.923026,-2.4,-10.6,63,63,4.0,4.0,P,13.223,12.543,12.404,dK7.5+,305
1336,127.644484,56.575433,-4.6,-20.1,63,63,4.0,4.0,P,13.69,13.016,12.831,dK7.5+,378
1337,120.848666,57.412479,10.7,-11.3,63,63,4.0,4.0,P,14.642,13.926,13.795,dM1.0,445
1338,121.31883,57.680185,-22.0,-46.3,66,66,4.1,4.1,P,15.081,14.443,14.343,dM0.5,597
1339,121.5885,57.408605,52.4,-56.1,63,63,4.0,4.0,P,13.385,12.861,12.569,dM3.5,125
1340,121.869615,58.177785,-12.8,-0.6,63,63,4.0,4.0,P,13.976,13.323,13.13,dM3.0,201
1341,122.134906,58.206669,-21.3,-34.2,63,63,4.0,4.0,P,13.614,12.981,12.776,dM2.5+,210
1342,122.30217,58.376209,-20.6,-2.6,63,63,4.0,4.0,P,13.607,13.023,12.776,dM2.0,229
1343,122.503913,57.945719,5.7,-7.4,69,69,4.1,4.1,P,15.356,14.741,14.66,dM0.5+,677
1344,122.887403,57.971235,-14.4,-13.0,66,66,4.1,4.1,P,15.172,14.437,14.329,dM0.0,682
1345,122.545169,58.072952,7.6,0.1,63,63,4.0,4.0,P,14.015,13.318,13.15,dK7.0-,481
1346,122.867165,58.144567,-1.8,-15.4,70,70,4.2,4.2,P,15.635,14.954,14.762,dK7.5+,926
1347,123.145639,58.002536,0.2,-5.6,63,63,4.0,4.0,P,14.153,13.495,13.317,dM0.5,389
1348,122.49196,57.907458,11.2,11.3,68,68,4.1,4.1,P,15.366,14.818,14.572,dM2.0,516
1349,121.946508,57.407763,12.6,-8.8,63,63,4.0,4.0,P,14.003,13.347,13.209,dK7.5,437
1350,121.700224,57.5925,13.6,-27.8,63,63,4.0,4.0,P,14.215,13.639,13.354,dM3.5,183
1351,121.666837,57.529312,-17.3,-44.6,69,69,4.2,4.2,P,15.535,14.995,14.711,dM1.0,671
1352,123.886741,57.777794,4.7,-40.7,63,63,4.0,4.0,P,14.769,14.051,13.872,dM1.0+,471
1353,123.431944,57.937727,-0.2,-10.7,65,65,4.1,4.1,P,15.08,14.367,14.22,dM0.5,597
1354,123.501727,58.27586,-1.8,-17.9,63,63,4.0,4.0,P,14.766,14.056,13.909,dM1.5+,429
1355,123.227734,58.219688,15.6,-16.5,63,63,4.0,4.0,P,14.415,13.755,13.514,dM2.5+,304
1356,122.685309,57.800344,2.2,-4.9,64,64,4.0,4.0,P,15.039,14.47,14.119,dM3.0,329
1357,122.819193,57.628886,2.9,-4.7,68,68,4.1,4.1,P,15.46,14.763,14.511,dM0.5,711
1358,122.803881,57.70748,4.3,0.9,65,65,4.1,4.1,P,15.014,14.407,14.233,dM1.5,481
1359,122.483772,57.805548,25.0,-27.6,63,63,4.0,4.0,P,14.582,14.018,13.811,dM2.5,328
1360,122.60149,57.671746,-7.5,-6.4,67,67,4.1,4.1,P,15.248,14.606,14.463,sdK7.0+,691
1361,123.056974,57.718094,-16.4,-26.9,63,63,4.0,4.0,P,14.364,13.664,13.559,dK7.0+,565
1362,121.974192,57.944713,-9.7,-0.5,70,70,4.2,4.2,P,15.615,14.952,14.814,dK7.0,1006
1363,122.160279,57.924745,1.2,-13.0,63,63,4.0,4.0,P,14.542,13.865,13.63,dM1.0,425
1364,121.355557,57.844003,-20.5,-39.4,63,63,4.0,4.0,P,14.513,13.944,13.679,dM3.0-,258
1365,121.770811,57.715739,-12.8,-7.6,63,63,4.0,4.0,P,13.475,12.809,12.673,dK7.5,342
1366,121.760747,57.828507,2.7,-0.6,68,68,4.1,4.1,P,15.35,14.739,14.572,dK7.0-,891
1367,122.841186,58.309078,7.0,-4.0,66,66,4.1,4.1,P,15.29,14.572,14.339,dM1.0,599
1368,90.312453,22.699988,-29.0,-0.3,63,63,3.9,3.9,P,13.901,13.269,13.08,dM1.5,288
1369,89.943223,22.850934,22.4,-21.2,66,66,3.7,3.7,P,15.221,14.559,14.345,dM0.5,637
1370,89.476632,23.299813,6.1,-23.1,63,63,3.8,3.8,P,14.03,13.335,13.092,dM0.5,368
1371,89.623027,23.446283,1.1,-21.8,63,63,3.8,3.8,P,14.567,13.882,13.689,dM1.5+,392
1372,89.622736,23.189512,1.4,-20.5,63,63,3.8,3.8,P,14.822,13.934,13.779,dM1.0,483
1373,89.575952,23.773627,3.7,-21.8,63,63,3.8,3.8,P,12.796,12.264,12.006,dM2.0+,158
1374,89.686686,23.599268,10.1,1.7,63,63,3.8,3.8,P,13.796,13.201,12.932,dM2.5+,228
1375,90.398293,23.847098,4.7,-19.6,63,63,3.9,3.9,P,14.061,13.352,13.153,dM0.5,373
1376,90.310696,23.628292,-14.5,-9.0,63,63,3.9,3.9,P,13.325,12.655,12.534,dK7.0-,350
1377,90.538543,23.776575,-1.2,-4.1,66,66,3.9,3.9,P,15.287,14.536,14.283,dM0.5,656
1378,90.151722,23.827929,-7.1,15.5,63,69,3.9,3.9,P,14.449,13.818,13.525,dK7.0-,588
1379,90.334197,23.37744,27.2,-57.2,63,63,3.9,3.9,P,12.404,11.741,11.493,dM3.5+,79
1380,90.31071,23.130252,4.7,-11.5,63,63,3.9,3.9,P,14.814,14.039,13.676,dM1.5+,439
1381,90.283051,23.058299,6.1,-7.4,63,63,3.9,3.9,P,13.501,12.857,12.678,dK7.0-,380
1382,90.253564,23.171096,-1.0,-0.4,67,67,4.0,4.0,P,15.332,14.63,14.473,dM0.0+,735
1383,89.571677,22.781362,7.5,-20.3,68,68,3.9,3.9,P,15.553,14.746,14.485,dK7.5,892
1384,89.7559,22.872107,4.1,-3.7,65,65,3.7,3.7,P,14.991,14.259,14.22,dK7.0-,755
1385,89.744022,22.649187,-0.2,-7.2,69,69,3.8,3.8,P,15.795,15.048,14.71,dK7.5-,997
1386,90.761024,23.577897,5.8,-7.6,64,64,4.1,4.1,P,14.998,14.354,14.046,dM1.5+,478
1387,90.597634,23.567122,6.1,-11.1,63,63,3.9,3.9,P,14.915,14.206,14.038,dK7.5,665
1388,91.280237,23.385515,-0.5,3.5,67,67,4.2,4.2,P,15.569,14.747,14.446,dK7.0+,985
1389,91.288311,22.993162,-5.3,0.0,63,63,4.1,4.1,P,14.434,13.717,13.497,dM0.5-,443
1390,91.213532,23.155939,18.6,7.2,69,69,4.1,4.1,P,15.44,14.812,14.682,dM2.0,534
1391,91.200756,22.993595,14.5,-7.3,70,70,4.1,4.1,P,15.682,14.939,14.716,dM0.5,787
1392,91.044303,23.089632,-7.9,-23.8,67,67,4.1,4.1,P,15.377,14.694,14.411,dM2.5+,473
1393,90.953664,22.907754,1.1,-4.4,68,68,4.1,4.1,P,15.556,14.83,14.547,dK7.5,893
1394,90.819071,22.883513,-4.9,11.7,63,63,4.1,4.1,P,13.764,13.138,12.89,dM1.0+,297
1395,90.485522,23.351456,2.9,-6.0,63,63,3.9,3.9,P,14.704,14.081,13.799,dK7.5,603
1396,90.683062,23.269568,-33.8,-17.4,63,63,3.9,3.9,P,13.173,12.532,12.259,dM2.0,188
1397,90.925492,23.005527,-35.3,-30.6,69,69,5.5,5.5,P,15.349,14.649,14.338,dM3.5,308
1398,90.692774,22.940253,9.6,-6.8,63,63,3.9,3.9,P,13.6,12.97,12.725,dM1.5+,251
1399,91.388741,23.760339,4.1,-8.1,66,66,4.0,4.0,P,15.369,14.635,14.266,dM0.5,682
1400,91.484946,23.627756,-11.9,-1.9,67,67,4.2,4.2,P,15.466,14.644,14.432,dK7.5+,857
1401,91.751836,23.195846,-2.9,-3.5,71,71,5.6,5.6,P,15.594,14.823,14.468,dM0.5,756
1402,90.879755,22.114439,4.4,0.3,63,63,4.0,4.0,P,14.703,14.065,13.892,dM1.0,457
1403,90.304387,22.467972,-5.8,-16.6,63,63,3.9,3.9,P,13.682,12.984,12.797,dK7.5-,377
1404,90.039884,22.552129,-3.7,-14.8,63,63,3.7,3.7,P,14.394,13.764,13.427,dM1.0,397
1405,90.287029,21.875315,-2.7,-15.1,66,66,3.9,3.9,P,15.204,14.485,14.312,dM2.0+,479
1406,90.337828,21.986175,-24.2,-36.5,63,63,3.9,3.9,P,13.277,12.648,12.418,dM1.0+,237
1407,90.212887,21.75847,1.3,1.2,63,63,3.9,3.9,P,14.643,14.0,13.952,sdM0.5+,311
1408,92.114873,23.537702,5.5,-12.2,63,63,4.1,4.1,P,14.84,14.098,13.897,dK7.5+,642
1409,91.777732,23.319909,-1.6,-4.7,63,63,4.1,4.1,P,14.582,13.875,13.618,dK7.0,625
1410,91.641334,23.523901,2.7,-11.6,65,65,4.1,4.1,P,15.211,14.438,14.195,dM0.5,634
1411,92.094393,23.951913,2.5,-22.9,63,63,4.1,4.1,P,14.493,13.93,13.686,dM1.5,378
1412,91.869611,23.833121,2.1,-21.7,63,63,4.1,4.1,P,14.196,13.484,13.217,dM1.5,330
1413,91.979562,24.336177,-3.3,-5.7,63,63,4.1,4.1,P,14.882,14.183,13.979,dK7.0,718
1414,91.8465,24.380295,10.7,-25.3,63,63,4.1,4.1,P,14.751,14.102,13.811,dK7.0-,676
1415,91.826424,24.709553,5.0,-13.3,64,64,4.1,4.1,P,15.077,14.367,14.116,dK7.5+,716
1416,91.61663,24.396925,2.6,-12.1,63,63,4.1,4.1,P,14.612,13.83,13.614,dK7.5+,578
1417,92.207165,23.528174,0.7,-12.0,65,65,4.1,4.1,P,15.259,14.562,14.243,dM1.0+,591
1418,91.398636,24.093653,-10.2,9.9,66,66,4.1,4.1,P,15.345,14.653,14.309,dM2.0-,511
1419,92.320167,24.081118,18.7,-32.1,63,63,4.1,4.1,P,14.326,13.642,13.466,dM1.5,350
1420,91.673024,23.736757,-2.0,-15.5,70,70,4.2,4.2,P,15.631,14.981,14.749,dK7.0-,1014
1421,91.907301,23.57885,-0.5,-4.5,70,70,5.6,5.6,P,15.463,14.651,14.371,dK7.0,938
1422,92.180217,23.332933,-35.4,-11.2,68,68,4.2,4.2,P,15.204,14.708,14.5,dM2.5+,437
1423,92.418413,23.454111,-21.4,-8.8,63,63,4.1,4.1,P,13.869,13.226,13.022,dM1.5,284
1424,88.864624,23.110824,1.6,-9.2,63,63,3.8,3.8,P,12.891,12.215,11.98,dM1.0,198
1425,88.371572,22.934237,1.2,-9.1,63,63,3.8,3.8,P,13.745,13.086,12.894,dM1.0,294
1426,88.816423,22.756266,6.0,-53.4,63,63,3.8,3.8,P,13.17,12.533,12.317,dK7.5+,297
1427,88.411599,22.749956,57.7,-53.0,63,63,3.8,3.8,P,13.126,12.474,12.209,dM3.5+,110
1428,88.727608,23.122431,41.3,-15.0,63,63,3.8,3.8,P,13.154,12.47,12.293,dM0.0+,269
1429,88.652114,23.119756,4.9,-10.4,63,63,3.8,3.8,P,13.992,13.26,13.016,dM0.5,361
1430,88.718532,22.985062,-17.2,8.7,63,63,3.8,3.8,P,13.51,12.935,12.718,dM2.0-,219
1431,88.978098,22.386937,2.9,-29.8,63,63,3.8,3.8,P,13.898,13.209,12.985,dM0.0,379
1432,89.275908,23.088218,2.9,-20.0,73,73,5.2,5.2,P,15.668,15.001,14.716,sdK7.0+,838
1433,89.377065,23.026386,7.8,-30.3,63,63,3.8,3.8,P,14.254,13.57,13.348,dM0.5+,408
1434,91.869297,25.424068,0.0,-16.6,63,63,4.1,4.1,P,13.318,12.647,12.465,dM0.0,290
1435,91.875342,25.52401,-1.9,-3.5,64,64,4.1,4.1,P,14.899,14.284,14.078,dM1.5,456
1436,91.509204,25.640154,29.9,-16.1,63,63,4.1,4.1,P,13.736,12.988,12.837,dM0.0,352
1437,91.586847,25.136031,0.4,-2.9,63,63,4.1,4.1,P,14.684,14.066,13.826,dK7.5,598
1438,91.478904,25.106879,-14.7,-14.1,63,63,4.1,4.1,P,14.815,14.147,13.989,dM0.5,528
1439,90.790418,24.924697,-6.4,-49.5,63,63,4.1,4.1,P,13.707,13.024,12.848,dM0.0+,347
1440,90.713016,25.074069,4.8,12.2,63,63,4.1,4.1,P,13.318,12.686,12.422,dM2.0+,201
1441,90.766385,24.978927,-0.2,-4.9,63,63,4.1,4.1,P,14.602,13.884,13.677,dK7.5+,575
1442,90.417282,25.544014,1.2,1.9,65,65,4.2,4.2,P,15.254,14.447,14.227,dK7.5-,777
1443,91.251817,25.231379,9.9,-11.0,63,63,4.1,4.1,P,14.729,14.085,13.768,dM1.5,422
1444,90.84643,25.362495,-7.0,-13.9,63,66,4.1,4.1,P,14.485,13.827,13.587,dM1.5-,377
1445,91.259264,24.858034,4.5,-8.1,67,67,4.1,4.1,P,15.281,14.615,14.382,dM0.5,654
1446,91.058432,24.795697,-14.4,-13.2,63,63,4.1,4.1,P,13.694,13.038,12.818,dM1.5+,262
1447,92.584169,24.667806,5.5,-12.3,63,63,4.1,4.1,P,13.559,12.92,12.647,dM3.0,166
1448,92.162236,25.191461,-16.8,-31.4,65,65,4.1,4.1,P,15.132,14.421,14.202,dM1.5,508
1449,91.829702,25.174753,-11.3,-35.8,63,63,4.1,4.1,P,14.258,13.578,13.395,dM2.0,310
1450,92.154025,24.834581,6.1,-12.8,63,63,4.1,4.1,P,14.347,13.595,13.403,dK7.5+,512
1451,92.100128,24.780661,2.8,-17.4,64,64,4.1,4.1,P,15.004,14.283,14.066,dK7.5,693
1452,91.657367,24.846878,4.2,-26.2,65,65,4.1,4.1,P,15.081,14.406,14.175,dM1.5,496
1453,91.878512,25.012565,5.0,-13.9,63,63,4.1,4.1,P,14.877,14.171,13.891,dM2.0+,412
1454,91.695948,24.784521,12.4,-24.9,63,63,4.1,4.1,P,14.727,13.951,13.776,dK7.5+,610
1455,91.862989,24.905987,1.5,-43.3,63,63,4.1,4.1,P,13.096,12.413,12.185,dM0.5,239
1456,93.306471,23.99616,13.0,-10.0,63,63,4.1,4.1,P,15.003,14.293,14.001,dK7.5+,692
1457,93.328849,23.939393,0.0,-17.2,66,66,5.6,5.6,P,14.783,13.984,13.751,sdK7.0+,557
1458,93.620571,23.634071,-7.5,-9.8,68,68,4.0,4.0,P,15.507,14.977,14.593,dK7.5+,873
1459,93.364888,23.348275,-50.6,-29.1,66,66,5.6,5.6,P,13.914,13.32,13.125,dM2.5+,241
1460,92.971496,23.459392,28.5,-14.4,63,63,4.1,4.1,P,14.801,14.178,13.806,dM3.5+,239
1461,92.951986,24.192218,-1.7,-20.8,63,63,4.1,4.1,P,13.706,12.98,12.784,dM0.0,347
1462,92.380532,24.052779,10.7,-2.9,63,63,4.1,4.1,P,14.128,13.361,13.187,dM0.0,422
1463,92.640631,24.187137,1.7,-5.6,68,68,4.2,4.2,P,15.371,14.537,14.511,dK7.0,899
1464,93.281099,24.075931,6.2,-35.1,63,63,4.1,4.1,P,13.804,13.127,12.968,dM0.5,331
1465,92.65752,23.572007,3.1,-2.0,69,69,4.2,4.2,P,15.498,14.863,14.667,dM0.5,723
1466,92.642341,23.886878,6.0,-2.3,64,64,4.1,4.1,P,15.187,14.441,14.144,dM0.5,627
1467,92.802599,23.716674,-9.6,-41.4,67,67,4.2,4.2,P,15.26,14.613,14.437,dM2.0+,492
1468,92.506471,23.880897,7.7,-17.1,63,63,4.1,4.1,P,14.802,14.183,13.914,dM2.5+,363
1469,92.732218,23.608426,-0.1,-14.7,63,63,4.1,4.1,P,14.933,14.216,13.928,dK7.5+,670
1470,88.649041,24.375186,-5.6,-11.6,63,63,3.9,3.9,P,14.706,13.993,13.767,dM0.0,551
1471,88.417844,23.464832,11.8,-16.2,63,63,3.8,3.8,P,14.485,13.819,13.547,dM0.5+,453
1472,89.148824,23.552358,-9.3,-20.7,63,63,3.8,3.8,P,13.777,13.117,12.889,dK7.5-,393
1473,89.116792,23.377806,-7.3,-12.1,63,63,3.8,3.8,P,13.837,13.146,12.928,dM1.0,307
1474,88.602131,24.018235,-2.4,-1.5,63,63,3.9,3.9,P,13.905,13.219,13.055,dK7.5-,417
1475,89.291519,24.183354,7.2,-5.1,67,67,3.9,3.9,P,15.463,14.779,14.449,dM1.0,649
1476,89.213459,24.312893,1.6,1.3,65,65,3.9,3.9,P,14.993,14.338,14.174,dM0.5,573
1477,88.810409,23.807758,-12.9,-15.6,71,71,5.2,5.2,P,15.591,14.793,14.472,dM0.5,755
1478,88.820938,23.727847,-0.6,-3.7,70,70,5.2,5.2,P,15.567,14.809,14.458,dK7.5-,898
1479,88.641561,23.616829,-3.0,1.3,64,64,3.8,3.8,P,15.203,14.377,14.145,dK7.0,832
1480,88.425757,23.773152,8.8,-34.2,63,63,3.8,3.8,P,13.409,12.772,12.58,dM0.5+,276
1481,91.170744,24.556984,-5.1,-10.0,63,63,4.1,4.1,P,14.921,14.214,13.96,dK7.5-,667
1482,90.051581,23.956536,-13.5,-29.8,63,63,3.7,3.7,P,14.611,13.947,13.686,dK7.5,578
1483,89.669613,23.978835,-11.3,-28.2,70,73,3.9,4.0,P,15.774,14.975,14.778,dK7.5+,988
1484,90.286318,24.421433,3.3,-4.7,68,68,4.2,4.2,P,15.602,14.795,14.483,dK7.0+,1000
1485,91.140814,23.959084,-2.6,-9.5,63,63,4.1,4.1,P,14.978,14.22,13.904,dK7.5+,684
1486,91.336436,24.209394,-3.8,-7.7,64,64,4.1,4.1,P,15.164,14.445,14.125,sdK7.0+,664
1487,90.914342,24.094953,-4.5,-5.5,72,72,5.6,5.6,P,15.495,14.813,14.601,dK7.0-,952
1488,90.204259,23.963472,17.6,8.5,63,63,4.1,4.1,P,13.721,12.991,12.855,dK7.5,383
1489,89.726166,25.124487,4.5,-14.6,63,63,3.9,3.9,P,14.056,13.386,13.161,dM3.0+,209
1490,89.316436,24.531571,-4.1,-18.1,63,66,3.9,3.9,P,14.88,14.112,13.861,dM0.5+,544
1491,90.031252,25.333695,13.6,-8.4,63,63,3.9,3.9,P,14.231,13.585,13.443,dK7.5+,485
1492,89.920796,25.321849,80.2,-39.2,63,63,3.9,3.9,P,12.841,12.31,12.069,dM0.5,212
1493,123.335959,55.701037,-0.9,-5.5,63,63,3.9,3.9,P,14.908,14.255,13.965,dM0.0+,604
1494,122.578241,56.674656,4.0,-10.7,63,63,4.0,4.0,P,13.506,12.854,12.646,dM1.5,240
1495,122.580096,56.745115,12.5,-14.7,63,63,4.0,4.0,P,13.864,13.33,13.002,dM2.5,235
1496,123.212442,56.635367,-7.6,-15.7,63,63,4.0,4.0,P,14.939,14.246,14.038,dM0.5,559
1497,124.905159,54.885825,0.7,-11.9,63,63,3.9,3.9,P,14.598,13.996,13.778,dM1.5,397
1498,124.152697,55.333427,24.9,-18.3,66,66,4.0,4.0,P,15.081,14.454,14.295,dK7.0,787
1499,124.03306,55.428255,0.9,-14.9,63,63,3.9,3.9,P,14.402,13.762,13.644,dM0.5+,436
1500,123.722919,55.440837,-13.9,-21.1,63,63,3.9,3.9,P,14.461,13.9,13.763,dM1.5,373
1501,123.965532,55.627256,4.0,-6.2,65,65,4.0,4.0,P,15.065,14.452,14.219,dM1.5,493
1502,124.826228,55.308642,2.0,-8.1,71,71,4.1,4.1,P,15.63,15.019,14.941,dK7.0+,1013
1503,124.580501,55.528609,13.0,3.1,64,64,4.0,4.0,P,15.098,14.416,14.138,dK7.0+,793
1504,124.556425,55.638031,-11.8,-24.2,63,63,3.9,3.9,P,14.399,13.704,13.656,dK7.0-,575
1505,123.223902,55.000461,23.3,-13.2,63,63,3.9,3.9,P,14.491,13.881,13.636,dM1.0,415
1506,126.092972,56.930242,-3.2,-25.5,63,63,4.0,4.0,P,13.959,13.353,13.223,dK7.0,469
1507,125.781161,57.63218,1.9,-30.7,63,63,4.0,4.0,P,14.817,14.208,13.89,dM2.5+,365
1508,126.330244,56.696633,-13.4,-17.7,63,63,4.0,4.0,P,14.232,13.643,13.405,dM2.5+,279
1509,127.135156,56.209164,7.7,-16.8,63,63,3.9,3.9,P,14.637,14.027,13.903,dM0.5,486
1510,126.924243,57.915854,-12.6,-13.0,63,63,4.0,4.0,P,14.366,13.642,13.48,dM2.0,325
1511,126.577704,58.054352,7.4,-18.3,63,63,4.0,4.0,P,13.994,13.416,13.219,dM2.5,250
1512,124.303204,57.263836,-1.8,-3.5,63,63,4.0,4.0,P,14.858,14.155,14.03,dK7.0,710
1513,124.051937,57.275931,-42.5,-23.0,63,63,4.0,4.0,P,13.688,13.07,12.826,dM3.0+,176
1514,125.065905,57.549612,-59.1,-39.5,63,63,4.0,4.0,P,13.336,12.656,12.492,dK7.0+,352
1515,122.934386,57.158109,-18.1,-11.6,63,63,4.0,4.0,P,14.292,13.583,13.463,dK7.5+,499
1516,123.419984,57.360183,-33.6,4.3,63,63,4.0,4.0,P,12.702,12.087,11.837,dM3.5+,91
1517,123.295654,57.50116,-25.3,-16.2,63,63,4.0,4.0,P,13.876,13.28,13.051,dM2.5+,237
1518,123.263403,57.643135,4.7,-5.1,66,66,4.1,4.1,P,15.175,14.461,14.291,dK7.0+,822
1519,123.645169,57.498853,-14.6,-37.3,63,63,4.0,4.0,P,13.738,13.13,12.865,dM3.0+,180
1520,123.026318,57.446679,-15.2,9.7,63,63,4.0,4.0,P,13.389,12.774,12.592,dK7.5+,329
1521,124.339675,56.852943,-20.2,-51.1,66,66,4.0,4.0,P,14.114,13.518,13.271,dM3.0+,215
1522,90.656935,21.40209,-7.4,-15.6,63,63,3.9,3.9,P,13.553,12.832,12.696,dK7.5,355
1523,91.078292,21.311684,17.0,5.0,63,63,4.0,4.0,P,13.899,13.237,13.009,dM1.5+,288
1524,91.149924,21.680456,-3.9,-30.9,63,63,4.0,4.0,P,14.421,13.802,13.555,dM1.5+,366
1525,91.202871,21.541863,34.5,-17.9,66,66,5.5,5.5,P,12.582,12.058,11.826,dM1.5+,157
1526,90.629539,20.838074,-8.9,-5.7,63,63,4.0,4.0,P,14.167,13.532,13.288,dM2.0+,297
1527,90.52011,21.047518,1.6,-22.0,63,63,3.9,3.9,P,13.751,13.047,12.88,dM1.0+,295
1528,89.999701,22.688682,-4.0,-22.5,70,70,3.8,3.8,P,15.522,14.888,14.741,dK7.5+,879
1529,89.937415,23.503189,3.4,-22.2,67,67,3.7,3.7,P,15.409,14.827,14.457,dM0.5,694
1530,89.836398,23.671999,6.6,-12.6,63,63,3.7,3.7,P,14.725,14.046,13.811,dM1.5,421
1531,90.257201,23.568679,16.2,-18.8,63,63,3.9,3.9,P,14.162,13.504,13.38,dM0.0,428
1532,89.860624,22.640867,3.1,-4.8,63,63,3.8,3.8,P,14.385,13.856,13.554,dM3.5+,198
1533,90.945808,23.594141,45.6,5.5,63,63,4.0,4.0,P,13.419,12.77,12.502,dM3.5+,127
1534,91.126851,22.974537,-12.8,-11.3,63,63,4.0,4.0,P,14.138,13.464,13.327,dK7.5,465
1535,92.270478,25.055826,-5.6,-12.9,66,66,4.1,4.1,P,14.153,13.509,13.283,dM3.0,219
1536,91.696638,24.985944,-2.3,0.2,72,72,5.6,5.6,P,13.306,12.632,12.429,dK7.5,317
1537,90.238216,24.281503,-1.3,12.5,69,76,5.6,5.7,P,14.676,13.848,13.573,dK7.0+,653
1538,124.785164,53.916918,-0.8,5.8,63,63,3.9,3.9,P,14.041,13.374,13.179,dK7.0+,487
