,RAdeg,DEdeg,pmRA,pmDE,e_RAdeg,e_DEdeg,e_pmRA,e_pmDE,flag,Jmag,Hmag,Ksmag,SpType,Dist
594,43.085872,37.53368,2.2,-17.2,64,64,4.1,4.1,P,14.969,14.325,14.051,dM2.0-,430
595,43.0398,37.273253,0.1,-4.2,66,66,4.2,4.2,P,15.218,14.478,14.321,dK7.0,838
596,43.177262,37.542273,21.6,-15.2,63,63,4.1,4.1,P,13.632,12.983,12.811,dK7.0-,404
597,43.185649,36.724108,-30.6,-25.3,63,63,4.1,4.1,P,13.559,12.943,12.697,dM1.5+,246
598,91.146744,21.125694,8.5,-32.7,63,63,4.0,4.0,P,11.997,11.379,11.217,dK7.0,190
599,90.99665,21.621245,1.4,-11.0,63,63,4.0,4.0,P,12.259,11.621,11.418,dM1.5-,135
600,91.579279,21.030559,15.6,-40.2,63,63,4.1,4.1,P,12.015,11.411,11.178,dM2.0,110
601,90.297183,22.810314,-34.1,-24.2,63,63,3.9,3.9,P,14.038,13.374,13.063,dM3.0,207
602,90.419435,22.810616,-27.4,-28.9,24,24,10.6,10.6,P,11.518,10.826,10.671,dK7.0-,152
603,89.789509,23.779114,-23.2,-32.1,63,63,3.7,3.7,P,13.621,13.03,12.824,dK7.0,401
604,90.431104,23.657223,2.0,-13.9,63,63,3.9,3.9,P,13.103,12.489,12.27,dK7.0,316
605,90.919893,22.218164,-1.8,-6.9,63,63,4.0,4.0,P,13.847,13.163,12.967,dM1.0,308
606,91.154381,22.350901,1.9,4.1,94,94,4.7,4.7,P,10.992,9.876,9.516,dK7.5+,109
607,90.339517,22.371921,13.4,-26.0,63,63,3.9,3.9,P,10.875,10.199,10.004,dM0.5,86
608,91.887466,22.742444,-29.3,-26.1,63,63,4.1,4.1,P,11.641,11.061,10.812,dM4.0,45
609,92.345993,22.634816,2.1,-10.5,63,63,4.1,4.1,P,13.091,12.474,12.267,dM3.0,134
610,91.632792,21.864576,7.4,-17.3,63,63,4.1,4.1,P,12.053,11.39,11.252,dK7.0,195
611,91.703809,25.446403,-78.2,-113.5,63,63,4.1,4.1,P,11.066,10.391,10.18,dM2.0+,71
612,17.161735,45.634525,-16.5,-16.5,64,64,3.9,3.9,P,14.826,14.154,14.072,dK7.0+,700
613,17.840951,44.364012,22.4,-29.0,63,63,3.9,3.9,P,12.173,11.553,11.425,dK7.0+,206
614,17.616392,44.623999,-11.2,3.5,63,63,3.9,3.9,P,13.694,13.049,12.793,dM2.5,218
615,17.810268,44.134019,38.9,-6.4,63,63,3.9,3.9,P,12.596,11.904,11.742,dM1.0,173
616,17.401257,44.116114,7.4,-24.9,63,63,3.9,3.9,P,13.412,12.787,12.595,dK7.0,365
617,17.878778,43.871256,23.6,4.0,63,63,3.9,3.9,P,11.35,10.751,10.508,dM4.0-,39
618,17.494289,43.95907,-15.5,-13.9,63,63,3.9,3.9,P,12.205,11.535,11.37,dM0.0,174
619,18.420554,44.355604,26.3,-31.5,63,63,3.9,3.9,P,10.991,10.375,10.144,dM3.0,51
620,16.537984,44.493904,226.4,-39.3,63,63,3.9,3.9,P,12.079,11.471,11.244,dM3.5,68
621,17.304529,44.285491,5.5,-4.3,63,63,3.9,3.9,P,12.938,12.317,12.162,dK7.0,293
622,17.409765,44.376937,80.6,-36.9,63,63,3.9,3.9,P,11.649,11.029,10.822,dM0.5,122
623,16.931785,44.277474,39.9,-11.0,63,63,3.9,3.9,P,11.856,11.209,11.04,dK7.5,162
624,15.713241,44.558078,26.7,-14.6,63,63,3.9,3.9,P,12.491,11.764,11.595,dM0.5,181
625,15.746134,44.405963,6.5,0.0,63,63,3.9,3.9,P,12.528,11.872,11.698,dK7.0-,243
626,15.77455,44.868449,-0.6,-8.9,63,63,3.9,3.9,P,12.942,12.331,12.167,dK7.0,294
627,14.922175,44.481664,-37.5,-18.6,63,63,3.9,3.9,P,12.956,12.242,12.102,dM0.0+,246
628,14.904168,44.974563,12.5,53.1,63,63,3.9,3.9,P,13.001,12.412,12.155,dK7.5+,275
629,14.919879,45.061707,35.0,-25.3,63,63,3.9,3.9,P,11.714,11.045,10.913,dK7.0+,167
630,14.785917,45.055925,-5.0,-1.2,63,63,3.9,3.9,P,12.51,11.85,11.658,dM0.0,200
631,15.093158,44.217413,-1.9,-9.3,63,63,3.9,3.9,P,12.375,11.685,11.486,dM1.5+,142
632,15.1807,44.34802,9.2,1.4,63,63,3.9,3.9,P,12.583,11.907,11.744,dK7.5,227
633,15.95705,45.217229,4.7,-36.1,63,63,3.9,3.9,P,12.777,12.084,11.888,dM0.5-,206
634,19.061541,47.307835,-21.5,36.9,63,63,4.0,4.0,P,12.203,11.572,11.372,dK7.5-,190
635,18.033623,47.648295,31.6,-12.0,63,63,4.0,4.0,P,11.832,11.155,10.994,dK7.5-,160
636,18.515249,47.642171,1.3,-9.4,63,63,4.0,4.0,P,11.6,10.963,10.837,dK7.5+,144
637,21.611542,45.794766,-17.3,0.7,63,63,4.0,4.0,P,12.574,11.862,11.705,dM0.5-,188
638,21.40546,45.840153,10.5,0.8,63,63,4.0,4.0,P,13.057,12.386,12.213,dK7.5,282
639,20.88879,46.271549,38.1,12.2,63,63,4.0,4.0,P,11.774,11.222,10.978,dM2.0,98
640,20.531096,45.841183,-31.8,-37.7,66,66,4.0,4.0,P,11.67,11.002,10.827,dK7.5,149
641,20.189991,46.320766,-1.1,-28.7,63,63,4.0,4.0,P,12.774,12.073,11.936,dK7.0,272
642,15.610189,45.472381,48.8,-16.9,66,66,5.2,5.2,P,12.961,12.246,12.089,dM0.0,246
643,16.08393,46.085186,-111.8,-51.5,63,63,4.0,4.0,P,12.344,11.748,11.476,dM1.5,140
644,15.061466,46.177542,-31.3,-22.1,63,63,4.1,4.1,P,11.992,11.267,11.085,dM0.5,144
645,14.992136,46.17267,7.9,-54.2,63,63,4.1,4.1,P,12.306,11.64,11.406,dM0.5,166
646,15.580118,46.280583,-34.4,-2.0,63,63,4.0,4.0,P,11.899,11.223,11.041,dM0.0,151
647,15.727928,46.365016,-12.0,-14.8,63,63,4.0,4.0,P,13.054,12.338,12.209,dM0.5-,234
648,16.129921,45.757917,90.3,60.8,63,63,4.0,4.0,P,12.151,11.566,11.34,dM3.5-,70
649,15.4443,45.918971,-0.1,-13.6,63,63,4.0,4.0,P,11.879,11.236,11.04,dK7.0,180
650,15.308914,45.864333,84.4,-33.5,63,63,4.0,4.0,P,11.763,11.179,10.926,dM3.5,59
651,17.475355,46.312141,0.0,-4.8,63,63,4.0,4.0,P,13.504,12.815,12.681,dK7.0,380
652,16.733883,46.100461,43.1,-9.2,66,66,5.4,5.4,P,11.608,10.948,10.787,dM0.0+,132
653,17.332148,46.588751,-1.9,-33.3,63,63,4.0,4.0,P,12.477,11.768,11.611,dK7.5+,216
654,18.547473,46.369298,98.9,-119.4,63,63,4.0,4.0,P,12.324,11.729,11.513,dM0.0+,183
655,16.930733,46.604152,61.5,-12.7,63,63,4.0,4.0,P,11.032,10.344,10.169,dM0.5+,92
656,16.977093,46.679823,23.4,-4.5,63,63,4.0,4.0,P,13.359,12.608,12.468,dK7.0,356
657,17.770304,46.198029,28.4,-13.4,64,64,4.0,4.0,P,14.932,14.318,14.083,dM1.5+,463
658,17.866872,46.775846,-16.6,-40.4,63,63,4.0,4.0,P,12.056,11.483,11.238,dM1.5,123
659,16.509309,46.787141,-77.9,-5.7,63,63,4.0,4.0,P,12.198,11.509,11.347,dM0.0+,173
660,15.511572,46.972993,-11.4,-5.0,63,63,4.0,4.0,P,12.323,11.722,11.481,dK7.5-,201
661,15.780867,47.035402,12.1,-5.6,63,63,4.0,4.0,P,12.901,12.2,12.001,dM1.0-,199
662,16.439985,47.504963,-17.3,-113.6,63,63,4.0,4.0,P,11.543,10.958,10.678,dM3.5,53
663,90.731701,22.206939,-13.0,-24.1,63,63,4.1,4.1,P,12.352,11.695,11.539,dK7.0-,224
664,90.592222,22.058282,-9.6,-17.7,63,63,3.9,3.9,P,12.825,12.154,11.975,sdK7.5+,190
665,92.338308,23.010498,2.9,-17.8,63,63,4.1,4.1,P,12.599,11.949,11.792,dK7.5+,228
666,91.674438,22.931939,-6.7,-2.5,63,63,4.1,4.1,P,12.879,12.205,11.988,dK7.5+,260
667,88.918906,22.587453,-7.7,-33.6,63,63,3.8,3.8,P,12.359,11.691,11.498,dK7.5,205
668,88.69852,22.233066,34.8,-29.8,63,63,3.8,3.8,P,12.003,11.362,11.169,dM0.5,144
669,88.754211,22.311026,-23.8,-29.0,63,63,3.8,3.8,P,12.67,11.978,11.775,dM0.5,196
670,90.73124,25.5405,13.6,12.1,63,63,4.1,4.1,P,12.706,12.043,11.856,dM0.0+,219
671,93.318504,23.815612,10.3,-22.3,63,63,4.1,4.1,P,12.983,12.354,12.216,dK7.0,299
672,93.558478,23.87191,39.1,-22.4,63,63,4.0,4.0,P,13.026,12.388,12.27,dK7.0+,305
673,88.693376,23.497114,3.2,-111.8,66,72,3.8,3.9,P,11.991,11.298,11.092,dM1.0,131
674,88.894159,23.643228,-3.6,-1.1,63,63,3.8,3.8,P,11.718,11.05,10.866,sdK7.0+,136
675,90.656684,24.2118,-5.0,-26.0,63,63,4.1,4.1,P,12.859,12.198,12.024,sdK7.0+,230
676,90.752667,24.3093,17.8,-4.9,63,63,4.1,4.1,P,11.398,10.75,10.513,dM1.0,99
677,90.022665,24.379993,10.6,-10.5,63,63,3.9,3.9,P,11.72,11.097,10.915,dK7.0,167
678,88.860324,24.708635,-10.5,-8.5,63,63,3.9,3.9,P,12.553,11.832,11.685,dK7.5,224
679,88.93687,24.696958,-4.8,10.2,63,63,3.9,3.9,P,11.844,11.471,11.355,dK7.5+,161
680,89.138246,24.636066,-30.6,-75.7,63,63,3.9,3.9,P,10.967,10.359,10.156,dM0.5,89
681,89.960102,25.120087,-1.5,-42.7,63,63,3.9,3.9,P,11.074,10.436,10.261,dM0.0+,103
682,90.04463,24.576468,8.9,-28.7,63,63,3.9,3.9,P,11.639,11.06,10.78,dM4.0+,45
683,89.387915,24.79459,2.5,-57.3,63,63,3.9,3.9,P,11.417,10.753,10.598,dM0.5,110
684,89.278955,24.689242,14.1,16.7,63,66,3.9,3.9,P,12.563,11.914,11.734,dK7.0-,246
685,123.307713,55.870568,-11.6,-7.3,63,63,3.9,3.9,P,14.621,14.012,13.879,dM0.5-,483
686,123.191007,55.800586,-10.7,-12.4,63,63,3.9,3.9,P,14.244,13.594,13.366,dM2.0+,308
687,122.946411,55.739385,0.4,-20.0,63,63,3.9,3.9,P,12.45,11.829,11.59,dM3.5+,81
688,123.198282,55.64492,0.5,-26.2,63,63,3.9,3.9,P,14.686,14.065,13.967,dM2.0,377
689,122.780084,56.081304,-4.4,-6.2,63,63,3.9,3.9,P,14.599,13.972,13.777,dM0.0,524
690,122.873552,55.881278,-9.1,-11.5,71,71,4.1,4.1,P,15.586,14.836,14.914,dK7.0+,993
691,122.863758,56.589766,-7.2,-16.4,63,63,4.0,4.0,P,14.786,14.154,14.039,dM0.0+,571
692,122.407629,56.185175,9.8,-43.5,63,63,4.0,4.0,P,13.685,13.092,12.877,dK7.0+,414
693,122.696438,56.259337,2.3,-3.3,65,65,4.0,4.0,P,15.209,14.406,14.207,dK7.0,835
694,122.763755,56.173378,15.0,-15.8,68,68,4.0,4.0,P,15.372,14.65,14.548,dK7.0+,900
695,122.191584,56.24324,-38.0,-3.6,63,63,4.0,4.0,P,13.028,12.424,12.202,dM3.0+,130
696,122.176738,56.107493,-24.1,-26.5,63,63,4.0,4.0,P,14.013,13.416,13.184,dM1.5,303
697,122.630098,56.279528,8.7,-16.0,63,63,3.9,3.9,P,14.447,13.724,13.661,dK7.5+,536
698,122.510795,56.11601,-21.2,-9.8,63,63,4.0,4.0,P,14.426,13.73,13.492,dM1.0,402
699,122.710564,56.086005,3.1,-17.2,63,63,3.9,3.9,P,12.8,12.202,11.956,dM3.0,117
700,122.775745,56.752224,-20.6,-24.8,63,63,4.0,4.0,P,13.949,13.265,13.092,dM1.0,323
701,122.644712,56.854334,7.2,-3.2,63,63,4.0,4.0,P,14.038,13.323,13.128,dM2.5,255
702,122.562773,56.853719,-4.9,-6.8,63,63,4.0,4.0,P,14.266,13.608,13.497,dK7.0,541
703,123.815782,56.737083,8.5,-5.0,65,65,4.0,4.0,P,15.214,14.59,14.193,dM0.5,635
704,123.416857,56.378915,-38.2,-70.6,63,63,3.9,3.9,P,12.202,11.577,11.328,dM3.0,89
705,123.589192,56.489627,-20.0,7.6,63,63,4.0,4.0,P,14.529,13.95,13.656,dM2.5+,320
706,123.103054,56.409234,-3.3,-16.2,63,63,3.9,3.9,P,14.123,13.479,13.239,dM1.5,319
707,123.401266,56.364007,8.2,-14.5,63,63,3.9,3.9,P,13.686,13.002,12.786,dM1.5+,261
708,123.268574,56.456416,-24.3,-10.4,63,63,3.9,3.9,P,14.159,13.63,13.393,dM4.0-,145
709,123.601451,56.156097,-1.7,-1.4,63,63,3.9,3.9,P,14.402,13.729,13.555,dK7.0,575
710,122.806991,56.18233,12.9,-13.8,63,63,3.9,3.9,P,13.543,12.904,12.734,dK7.0+,387
711,123.36877,56.089227,5.8,-3.4,63,63,3.9,3.9,P,14.776,14.122,13.963,dM0.0,569
712,123.445173,56.217912,-10.1,-37.3,63,63,3.9,3.9,P,13.372,12.706,12.503,dM1.5,226
713,123.258938,56.542122,-9.1,-0.1,66,66,4.0,4.0,P,15.246,14.614,14.337,dM0.5-,644
714,123.264206,56.936694,1.3,-16.5,66,66,4.0,4.0,P,14.661,14.1,13.819,dM2.0,373
715,122.477271,55.665295,-2.5,-10.1,63,63,4.0,4.0,P,13.377,12.703,12.471,dM1.5,226
716,122.623896,55.670569,-37.4,-7.6,63,63,3.9,3.9,P,13.72,13.027,12.854,dM2.0+,242
717,122.551189,55.876299,-9.8,-46.3,66,66,5.3,5.3,P,13.652,13.023,12.786,dM1.0+,282
718,123.770726,55.387073,-73.3,-64.9,63,63,3.9,3.9,P,12.168,11.583,11.348,dM2.0+,118
719,123.14742,55.52321,4.5,-13.0,63,63,3.9,3.9,P,14.854,14.222,13.986,dM1.5+,447
720,122.898493,55.583095,-7.9,-11.2,63,63,3.9,3.9,P,14.033,13.399,13.178,dK7.0+,485
721,123.082644,55.145028,15.6,-27.2,63,63,3.9,3.9,P,13.851,13.161,13.048,esdK7.0,195
722,128.910149,56.565317,6.2,-9.8,63,63,3.9,3.9,P,14.279,13.501,13.361,dK7.5+,496
723,127.763035,56.28083,-7.7,-20.5,63,63,3.9,3.9,P,14.499,13.76,13.558,dM0.5,456
724,127.784874,57.065612,-5.9,-2.7,63,63,4.0,4.0,P,13.352,12.783,12.464,dM2.5,186
725,128.71614,56.889993,-20.6,-8.7,63,63,3.9,3.9,P,13.186,12.595,12.356,dM1.0,227
726,127.606056,56.464933,2.3,-5.0,63,63,4.0,4.0,P,14.492,13.735,13.514,dM0.5,455
727,17.686052,46.315669,-24.1,3.7,63,63,4.0,4.0,P,11.91,11.229,11.098,dK7.0+,182
728,17.419382,46.385461,-9.2,-3.4,63,63,4.0,4.0,P,12.927,12.268,12.094,dK7.0+,292
729,17.765271,46.016526,13.8,-45.2,63,63,4.0,4.0,P,11.255,10.648,10.469,dK7.0+,135
730,21.054817,45.564548,117.3,67.3,63,63,3.9,3.9,P,11.483,10.843,10.668,dM0.0+,124
731,20.369125,45.426501,10.8,-13.6,63,63,3.9,3.9,P,12.648,12.004,11.788,dM0.5,194
732,20.620808,45.410976,19.3,42.6,63,63,3.9,3.9,P,11.841,11.208,11.023,dK7.5-,161
733,20.755694,45.406781,62.8,-16.9,63,63,3.9,3.9,P,12.004,11.291,11.089,dM0.5,144
734,20.509866,45.849085,22.8,-19.4,63,63,4.0,4.0,P,12.523,11.841,11.652,dM0.5,183
735,20.092852,45.979523,12.0,-14.8,63,63,4.0,4.0,P,12.76,12.119,11.958,dK7.0,270
736,16.024854,46.071267,24.6,-12.7,63,63,4.0,4.0,P,12.261,11.586,11.358,dM0.5,163
737,15.212671,46.09464,30.9,3.4,63,63,4.0,4.0,P,11.827,11.134,10.967,dK7.0+,175
738,18.330039,46.556042,52.4,-15.4,63,63,4.0,4.0,P,11.764,11.139,10.936,dM2.0+,98
739,16.951837,46.536888,224.4,91.0,63,63,4.0,4.0,P,12.515,11.914,11.743,dM1.0,167
740,17.06795,46.78595,-14.1,0.1,63,63,4.0,4.0,P,13.188,12.763,12.637,dK7.5+,300
741,16.839473,46.812226,-10.0,-1.2,63,63,4.0,4.0,P,12.507,11.881,11.644,dM1.0-,166
742,16.349644,46.811003,58.6,-52.1,63,63,4.0,4.0,P,11.293,10.683,10.454,dM2.5,72
743,15.611601,46.938861,-6.7,11.6,63,63,4.0,4.0,P,12.501,11.849,11.64,sdK7.5,164
744,93.224115,23.731475,-19.8,-174.2,63,63,4.0,4.0,P,10.819,10.189,10.014,dM0.5,83
745,88.947536,24.095802,7.9,-18.3,63,63,3.9,3.9,P,12.628,12.044,11.783,dM2.5,133
746,90.292423,24.422765,15.6,-76.7,69,69,4.2,4.2,P,12.464,11.848,11.731,dK7.0+,235
747,90.261536,24.382225,1.1,-22.6,63,63,4.1,4.1,P,13.186,12.508,12.302,dM0.0,273
748,90.086106,24.266721,-9.0,-25.0,63,63,3.9,3.9,P,12.528,11.938,11.708,dM2.0+,139
749,90.478032,24.317269,7.8,-7.3,63,63,4.1,4.1,P,12.773,12.1,11.998,dK7.0+,272
750,90.127331,24.594184,18.9,-7.1,63,63,4.0,4.0,P,12.643,11.977,11.766,dM0.0+,213
751,90.584218,24.163863,61.6,-28.0,63,63,4.1,4.1,P,12.894,12.251,12.019,dM0.0,239
752,89.947884,24.531243,30.5,-40.5,66,66,5.2,5.2,P,11.744,11.102,10.937,dM1.0,117
753,89.61433,24.905631,9.8,-65.3,63,63,3.9,3.9,P,11.507,10.829,10.698,dM0.0,126
754,120.629494,56.412784,4.5,-8.1,63,63,4.0,4.0,P,14.531,13.84,13.689,dK7.0,611
755,121.759315,56.625206,-18.6,-39.6,63,63,4.0,4.0,P,14.811,14.147,13.893,dM1.0,481
756,121.852634,56.387137,-1.1,-18.2,63,63,4.0,4.0,P,13.816,13.16,12.933,dM2.0,253
757,122.179654,57.265669,-9.6,-3.3,64,64,4.0,4.0,P,14.972,14.428,14.124,dK7.5+,682
758,121.898503,57.029808,-17.2,-40.5,64,64,4.0,4.0,P,14.927,14.264,14.047,dK7.5+,668
759,122.187806,57.091864,-2.9,-5.8,63,63,4.0,4.0,P,13.843,13.199,13.023,dM0.0+,370
760,120.978343,56.793062,-15.1,-1.6,63,63,4.0,4.0,P,14.646,13.927,13.679,dK7.5-,587
761,121.582297,56.951474,16.6,13.8,63,63,4.0,4.0,P,14.878,14.154,14.045,dM0.5+,544
762,124.787169,57.477463,-2.4,-6.2,63,63,4.0,4.0,P,14.449,13.734,13.572,dK7.0-,588
763,125.017826,57.700084,2.4,-24.1,63,63,4.0,4.0,P,14.355,13.766,13.56,dK7.0+,563
764,124.817748,57.632108,2.9,-15.5,63,63,4.0,4.0,P,14.672,13.936,13.799,dK7.5,594
765,124.61563,57.550835,9.9,-28.3,63,63,4.0,4.0,P,13.801,13.135,12.98,dK7.5+,398
766,125.272366,57.564204,-15.6,-29.7,63,63,4.0,4.0,P,13.181,12.525,12.344,dK7.0-,328
767,123.222199,57.220694,-4.8,-9.6,63,63,4.0,4.0,P,14.944,14.241,14.015,dM0.0,614
768,122.866567,57.023769,-3.2,-9.0,68,68,4.1,4.1,P,15.161,14.453,14.574,dK7.0+,816
769,123.424168,57.373761,-5.2,-39.3,63,63,4.0,4.0,P,13.543,12.899,12.696,dM2.5-,203
770,123.423487,57.178484,-17.0,-13.5,63,63,4.0,4.0,P,14.803,14.09,14.038,dK7.5,631
771,123.649609,57.238828,-38.1,5.0,63,63,4.0,4.0,P,13.7,13.11,12.896,dM3.5-,144
772,124.634338,56.82943,-4.2,-22.4,63,63,4.0,4.0,P,13.491,12.828,12.615,dM3.5+,131
773,124.980299,56.995087,-21.9,-15.6,63,63,4.0,4.0,P,14.052,13.365,13.14,dM3.5,169
774,125.142647,57.454091,19.0,-29.5,63,63,4.0,4.0,P,13.273,12.653,12.44,dM4.0,96
775,123.74383,57.575016,-25.3,-26.1,63,63,4.0,4.0,P,13.942,13.286,13.102,dM0.0-,387
776,124.565196,56.992836,14.9,-23.2,63,63,4.0,4.0,P,13.542,12.95,12.749,dM2.5-,203
777,124.537268,57.620163,10.5,-17.1,63,63,4.0,4.0,P,13.271,12.626,12.509,dK7.0,342
778,122.236105,58.337386,25.8,24.3,63,63,4.0,4.0,P,13.018,12.376,12.202,dM0.5-,230
779,122.232039,57.486809,-18.0,3.6,63,63,4.0,4.0,P,13.556,12.919,12.673,dM1.5-,246
780,123.986501,57.829724,2.8,-4.6,63,63,4.0,4.0,P,13.739,13.067,12.912,dK7.0-,424
781,123.874746,57.957248,-16.9,-33.8,63,63,4.0,4.0,P,14.166,13.509,13.313,dM0.0,429
782,123.473632,57.947335,-11.0,-14.2,63,63,4.0,4.0,P,14.783,14.165,13.922,dK7.5,626
783,123.861277,57.931012,-25.3,-44.1,63,63,4.0,4.0,P,13.196,12.5,12.279,dM2.5,173
784,122.357512,57.785151,3.9,-0.9,63,63,4.0,4.0,P,14.055,13.456,13.234,dK7.0+,490
785,122.278085,57.756717,-2.5,-6.3,63,63,4.0,4.0,P,13.737,13.101,12.91,dM1.5,267
786,43.889597,35.270022,-0.3,-9.9,63,63,4.2,4.2,P,12.79,12.099,11.918,sdK7.5,187
787,43.964668,35.318738,3.6,-13.1,63,63,4.2,4.2,P,12.374,11.754,11.546,sdK7.5,154
788,44.113021,35.918357,34.5,-36.7,63,63,4.1,4.1,P,11.777,11.139,10.919,dM3.0,73
789,43.845316,35.888226,29.5,-25.3,63,63,4.1,4.1,P,12.891,12.168,12.04,sdK7.5+,196
790,43.416017,36.421422,-4.5,11.2,63,63,4.1,4.1,P,12.339,11.693,11.529,dK7.5-,203
791,43.568696,36.081117,-53.6,-10.8,63,63,4.1,4.1,P,12.445,11.799,11.605,dK7.5-,213
792,43.577469,36.15672,-75.6,-75.4,63,63,4.1,4.1,P,13.038,12.45,12.249,esdK7.0+,134
793,43.68671,35.73206,7.4,-17.6,63,63,4.2,4.2,P,12.814,12.216,12.05,dK7.0,277
794,43.615491,35.482606,4.6,-19.5,63,63,4.2,4.2,P,12.903,12.228,12.069,dM0.0-,240
795,43.897981,35.341954,5.8,-25.9,63,63,4.2,4.2,P,12.458,11.807,11.66,dM0.0-,195
796,43.56519,37.384465,-28.3,-25.9,63,63,4.1,4.1,P,11.712,11.092,10.859,dM2.5+,87
797,43.668155,37.438079,73.3,-64.8,63,63,4.1,4.1,P,11.402,10.801,10.558,dM1.0-,100
798,42.908231,37.292981,25.5,-5.7,63,63,4.1,4.1,P,12.25,11.616,11.453,dK7.0+,213
799,43.248491,37.37607,-14.0,-17.6,63,63,4.1,4.1,P,11.662,10.965,10.793,dM0.5,123
800,42.272021,36.572632,-20.9,-70.5,69,69,4.0,4.0,P,12.166,11.525,11.329,dM1.0,142
801,42.047122,36.833923,-2.1,-4.1,94,94,5.0,5.0,P,11.043,10.139,9.82,dM1.5+,77
802,41.214364,36.514404,21.7,-14.4,63,63,4.0,4.0,P,12.956,12.278,12.075,dM1.0,204
803,41.982683,37.271694,80.5,-6.7,63,63,4.0,4.0,P,12.111,11.57,11.332,dM3.0,85
804,125.635854,57.354132,-9.5,-38.9,63,63,4.0,4.0,P,11.424,10.83,10.65,dK7.0+,146
805,126.957596,56.973471,-80.7,-62.7,63,63,4.0,4.0,P,11.436,10.827,10.597,dM1.5,92
806,126.206206,56.721671,-18.9,-24.1,63,63,4.0,4.0,P,12.52,11.865,11.68,dM1.0-,167
807,125.326227,58.37349,-17.0,-23.2,63,63,4.0,4.0,P,12.876,12.221,12.061,dM0.0+,237
808,123.344683,58.511639,0.2,-30.2,63,63,4.0,4.0,P,12.922,12.239,12.116,dK7.0,291
809,124.519564,56.99279,-21.6,-17.3,63,63,4.0,4.0,P,11.843,11.239,11.045,dM3.0+,75
810,121.574534,58.035459,21.3,-2.4,63,63,4.0,4.0,P,11.059,10.44,10.301,dK7.0,123
811,122.903534,58.255359,-12.9,-37.3,63,63,4.0,4.0,P,12.063,11.436,11.256,dK7.0,196
812,9.583018,40.944141,14.5,-16.0,63,63,3.8,3.8,P,12.159,11.474,11.298,sdM0.0,117
813,9.651708,40.616278,74.4,8.4,63,63,3.8,3.8,P,11.385,10.74,10.59,sdM0.0+,82
814,11.389003,40.456205,-1.2,-21.7,63,63,4.0,4.0,P,12.83,12.167,12.051,dK7.0+,279
815,10.729275,40.261353,-37.0,1.1,63,63,4.1,4.1,P,13.242,12.591,12.451,dK7.0,337
816,10.550594,40.506912,-29.3,-52.4,63,63,4.0,4.0,P,12.148,11.514,11.298,dM3.5,70
817,11.257729,39.931686,38.2,-11.4,63,63,4.0,4.0,P,12.259,11.577,11.405,dK7.5,195
818,10.11091,39.962723,20.2,7.1,63,63,3.8,3.8,P,12.281,11.639,11.427,dM0.5,164
819,10.443646,39.239509,47.9,-9.6,66,66,4.8,4.8,P,11.484,10.865,10.642,dM3.5,52
820,10.031428,39.407631,-57.5,65.1,63,63,3.9,3.9,P,12.022,11.415,11.191,sdM1.5+,65
821,10.257772,39.221243,-70.0,-103.5,63,63,3.7,3.7,P,11.783,11.148,10.945,dM1.0,119
822,11.968324,40.870441,25.9,-3.6,63,63,4.0,4.0,P,13.002,12.332,12.126,dK7.0,302
823,12.133467,41.246387,14.4,-16.0,63,63,4.0,4.0,P,13.025,12.338,12.164,dK7.5,278
824,11.904915,41.214791,46.6,-2.5,63,63,4.0,4.0,P,12.548,11.947,11.71,dM1.0,169
825,8.969866,40.147489,96.4,-55.7,63,63,4.0,4.0,P,10.958,10.364,10.116,dM3.0,50
826,8.485122,40.122773,-23.6,-92.0,63,63,4.0,4.0,P,12.058,11.408,11.221,dM0.5+,148
827,9.653208,39.730283,-12.2,7.8,63,63,3.8,3.8,P,13.163,12.485,12.337,dK7.0,325
828,9.433489,39.666978,-5.6,-22.2,63,63,4.0,4.0,P,11.528,10.88,10.693,dM0.5,116
829,14.322931,41.238118,84.4,-23.2,63,63,3.8,3.8,P,12.406,11.796,11.577,dM0.5-,174
830,14.388687,41.071458,-0.7,-44.3,63,63,3.8,3.8,P,13.017,12.364,12.153,dM0.0,253
831,13.565201,40.908678,6.5,-18.6,63,63,3.9,3.9,P,13.035,12.373,12.232,dK7.0,306
832,8.356925,41.485426,-5.5,-16.9,63,63,4.0,4.0,P,12.174,11.588,11.367,dM2.5+,108
833,8.997519,41.646745,-45.5,-15.5,63,63,4.0,4.0,P,12.56,11.95,11.73,dM1.5,155
834,11.176808,41.781084,-79.4,-16.2,63,63,4.0,4.0,P,12.217,11.657,11.437,sdM1.0+,85
835,11.422563,41.869348,-27.0,-23.2,63,63,4.0,4.0,P,12.976,12.363,12.185,esdK7.0-,130
836,123.894386,56.428029,1.5,8.8,63,63,4.0,4.0,P,12.779,12.077,11.973,dK7.5,248
837,124.445228,56.492803,12.5,-98.0,63,63,4.0,4.0,P,11.88,11.276,11.126,dK7.0+,180
838,123.726091,56.4379,-26.6,-16.3,63,63,4.0,4.0,P,12.319,11.658,11.521,dK7.0,220
839,124.385297,56.550314,46.9,-185.6,63,63,4.0,4.0,P,11.148,10.553,10.309,dM3.5+,44
840,125.686272,56.438896,-53.1,9.7,66,66,4.0,4.0,P,11.331,10.677,10.511,dK7.5-,127
841,125.707112,55.940273,-28.2,23.5,63,63,3.9,3.9,P,13.08,12.38,12.307,dK7.0,313
842,124.039793,55.711164,-3.7,-21.7,63,63,3.9,3.9,P,11.382,10.715,10.546,dK7.0+,143
