ID,RA,Dec
3.43E+18,98.90299098,28.708068
1.40E+17,42.21067705,34.943975
3.08E+18,124.9157479,-0.214186
1.08E+18,123.3448144,58.511639
3.77E+17,17.0194871,45.475892
1.03E+18,128.7160236,56.889993
3.18E+17,24.19786233,33.936916
4.02E+18,172.3955176,28.286299
3.08E+18,125.9843413,1.365409
3.09E+18,123.9205026,0.156586
1.41E+17,43.59479643,36.721091
1.03E+18,125.1428215,57.454091
1.03E+18,122.1913355,56.24324
3.43E+18,90.75274762,24.3093
1.42E+17,44.47106549,36.570201
3.43E+18,91.82445013,24.535704
1.03E+18,128.3981696,57.375719
3.16E+18,114.6637624,12.548606
2.93E+17,20.26082783,23.499749
3.42E+18,88.91886999,22.587453
1.41E+17,40.91955583,34.677309
3.45E+18,83.62541831,34.018397
3.42E+18,88.71844489,22.985062
1.37E+18,258.7783991,48.956127
3.09E+18,124.9643778,1.097597
3.73E+17,18.79838675,43.000914
3.43E+18,93.46956228,23.390977
3.74E+17,18.18849175,44.138282
3.98E+17,18.74654966,44.828319
3.38E+18,93.23161659,21.885596
3.72E+17,20.99221576,41.138474
3.79E+17,4.91716654,37.26667
3.81E+17,10.48726045,41.756924
4.01E+17,16.35708284,46.80658
1.03E+18,123.8943382,56.428029
3.09E+18,124.6196776,2.664385
1.03E+18,126.0231526,57.637038
3.43E+18,90.65665837,24.2118
2.80E+18,1.004278557,19.031025
1.04E+18,125.6010185,58.199321
1.40E+17,43.57886233,35.236641
3.81E+17,8.43000938,41.777686
6.48E+17,147.2990519,28.552643
6.90E+18,317.6317321,-9.117625
3.08E+18,124.8685036,-0.588749
1.40E+17,44.57175291,35.479597
3.99E+18,170.6482179,24.0811
3.08E+18,125.8408223,0.402097
3.79E+18,166.8098715,-5.189871
3.69E+18,197.5494227,1.707575
3.81E+17,10.0810291,40.54531
1.12E+17,45.3109568,24.707953
1.48E+18,215.8725701,35.072372
3.75E+17,11.97102425,42.943909
6.73E+17,117.8190744,19.920185
3.42E+18,90.6829097,23.269568
1.28E+18,216.9786603,29.551655
8.82E+17,117.346639,32.12236
8.82E+17,117.346639,32.12236
1.08E+18,121.4659643,56.476739
3.43E+18,90.29246483,24.422765
6.96E+17,140.1879266,29.043373
1.03E+18,122.0572353,55.840728
6.85E+17,123.7074583,29.655561
3.43E+18,90.58450894,24.163863
3.75E+17,13.36145917,41.653601
2.84E+18,351.3993385,23.115092
3.42E+18,92.08012726,21.9484
1.37E+17,45.12278765,35.141937
3.42E+18,90.11578702,23.30697
3.98E+17,19.46000687,44.520955
1.03E+18,122.7542995,55.390852
3.77E+17,15.61047852,45.472381
1.03E+18,124.8036082,55.866373
2.81E+18,13.26358949,27.251989
1.04E+18,125.7859065,58.103436
1.40E+17,42.25937137,35.539008
1.03E+18,124.5653733,56.992836
4.49E+18,260.4866423,10.355305
1.03E+18,127.6667654,54.915236
1.03E+18,127.6678855,57.790554
3.09E+18,124.0078069,0.619324
3.69E+17,11.05100396,40.29259
1.24E+18,215.2976321,19.746778
3.82E+17,9.436040608,42.1859
1.21E+18,227.2875269,21.139888
3.43E+18,92.24303577,23.600534
3.98E+17,20.04902651,45.172276
3.77E+17,14.90455042,44.974563
1.41E+17,41.21451633,36.514404
1.41E+17,43.5770292,36.15672
3.69E+17,10.7793717,39.908636
3.42E+18,89.94219268,21.818603
3.08E+18,123.0453275,-0.317388
2.90E+17,22.48651488,24.193279
1.41E+17,41.24857205,36.513862
1.03E+18,122.3221933,55.597291
3.43E+18,89.97329716,24.800624
3.09E+18,124.6017542,0.798577
1.03E+18,127.4719329,57.419598
1.42E+17,45.15823613,36.247468
1.04E+18,125.423959,58.44792
3.98E+18,178.0133391,18.837896
4.01E+18,182.7243555,30.454985
3.94E+18,197.5261859,20.331038
3.75E+17,11.42240012,41.869348
3.42E+18,91.30310864,22.212217
1.03E+18,124.8713368,54.341277
3.77E+17,17.19570706,44.822841
2.69E+18,322.3477456,0.947979
3.74E+17,14.38866447,41.071458
5.18E+18,47.14380302,-6.558955
1.50E+18,211.1619311,40.415764
3.09E+18,125.0099875,2.791356
3.08E+18,125.4171755,-0.415305
1.03E+18,125.7068652,55.940273
3.68E+17,13.33175147,39.053792
3.69E+17,10.61798997,39.542793
1.37E+17,44.89797297,34.242983
1.41E+17,40.33382251,35.233162
3.81E+17,8.74992308,41.482057
3.78E+17,14.92006369,45.061707
1.37E+17,43.77102208,33.992117
1.03E+18,123.0783918,55.687657
3.77E+17,15.72786128,46.365016
3.69E+18,195.7947109,-0.664347
1.42E+17,45.14133696,36.214555
3.81E+17,8.079021497,41.351141
3.08E+18,126.7397167,1.120056
3.08E+18,123.3981517,0.182585
1.03E+18,121.4251614,55.675011
1.49E+18,222.738693,39.34588293
1.34E+17,42.12937834,32.772294
7.56E+17,155.4440589,38.879908
1.03E+18,122.2797311,55.362
2.73E+18,327.0089465,9.797287
9.68E+17,99.73528528,49.684886
1.41E+17,40.93460225,35.444702
3.08E+18,122.452297,0.875727
3.98E+17,20.51002897,45.849085
1.28E+18,220.2339686,26.370279
1.27E+18,227.1480773,27.799419
3.75E+17,13.14964807,41.353006
3.98E+17,20.49953476,44.92341
3.43E+18,88.785018,23.770758
3.81E+17,9.370524703,41.051019
1.40E+17,42.0921073,34.493893
3.81E+18,171.2133067,2.57158
3.98E+17,19.1696079,44.322239
4.55E+18,256.9285444,17.42992
1.41E+17,40.72038874,34.372699
3.67E+18,214.1622944,4.710709
2.70E+18,337.5488121,4.309091
1.37E+17,42.4741155,32.902065
1.40E+17,40.9504441,34.084287
3.03E+17,24.01488369,30.768839
2.71E+18,344.053335,6.210109
1.03E+18,127.9580891,56.855156
3.78E+17,14.99217753,46.17267
3.42E+18,88.41186298,22.749956
3.77E+17,17.30454773,44.285491
3.09E+18,121.7423677,3.840369
1.04E+18,126.9232133,57.710784
1.03E+18,123.6713025,55.210544
3.68E+17,12.49476949,38.931832
3.97E+17,21.42221471,45.160952
5.18E+18,46.40554747,-8.274968
3.74E+17,17.68814608,43.680303
9.27E+17,117.9817206,45.497566
1.03E+18,127.4658114,56.860022
1.41E+17,40.88566124,34.775824
8.31E+17,162.6323047,46.357481
8.29E+17,159.7980898,44.020603
1.04E+18,123.7579412,57.625749
1.37E+17,44.73574559,33.232723
1.03E+18,125.2756314,56.916004
3.69E+17,10.40998257,39.759105
2.43E+18,5.616871014,-9.2457813
1.37E+17,45.72597525,34.548959
2.58E+18,14.55607768,9.486595
4.00E+18,182.9206365,26.926245
3.30E+18,57.31197239,9.424226
3.30E+18,57.31197239,9.424276
1.03E+18,125.7449509,56.498369
3.81E+17,8.400699762,41.591216
1.35E+17,39.91066354,34.821814
5.78E+17,133.3825115,2.200862
1.37E+17,45.23873481,34.994058
1.42E+17,42.33856702,37.262721
1.40E+17,41.35983586,34.57266
1.03E+18,127.3753451,57.482675
1.04E+18,126.3988309,58.033585
3.81E+17,9.965100242,40.699277
3.98E+17,18.35531259,45.089644
2.56E+18,18.80817947,6.060891
3.09E+18,124.5727704,2.712385
1.37E+17,44.94973062,34.046323
1.40E+17,43.84558919,35.888226
3.81E+17,9.364268053,40.589272
3.81E+17,8.357680358,41.377014
1.08E+18,121.5888704,57.408605
1.41E+17,39.85091363,35.395511
3.44E+18,96.82405595,32.920164
3.69E+17,11.06824055,41.440721
1.40E+17,42.83238315,34.906817
1.03E+18,123.2432605,56.64843
3.75E+17,12.13351349,41.246387
3.81E+17,8.506916696,41.722531
1.03E+18,122.8909317,55.623382
3.09E+18,123.3038432,0.620219
3.42E+18,91.9980727,21.57353
3.09E+18,124.2726134,2.762157
1.03E+18,127.3302544,56.923026
2.84E+18,348.5900126,25.059771
1.03E+18,122.9664966,55.306488
3.87E+17,10.73466933,42.584772
1.04E+18,123.6493267,57.238828
3.98E+17,18.17799044,44.931404
1.35E+18,253.8468881,39.190382
1.03E+18,125.289063,57.645522
1.29E+18,224.8489054,36.825169
3.42E+18,92.41207155,21.724284
3.43E+18,89.38106496,24.178759
6.75E+17,115.827674,21.588452
6.75E+17,115.827674,21.588452
8.58E+17,174.7471673,58.836643
1.40E+17,44.43191304,35.439342
4.01E+18,185.5184957,26.17152
3.75E+17,12.98979399,40.900795
3.77E+17,14.92194581,44.481664
3.43E+18,87.24600458,26.18999
3.69E+17,9.799328264,40.039992
3.42E+18,90.28554244,20.946707
1.03E+18,122.3747615,56.230656
3.43E+18,91.28799269,25.45859
3.69E+17,11.33291138,39.31349
1.42E+17,41.82465989,37.078213
1.03E+18,128.1269936,57.619286
3.87E+17,10.43609199,42.713469
4.02E+18,185.9116376,34.858135
7.40E+17,151.0811625,26.799206
3.81E+17,9.077759241,41.193221
2.81E+18,11.24916654,27.152794
4.01E+17,18.33035475,46.556042
1.27E+18,221.0249751,24.735671
4.00E+18,167.6541306,25.53647
1.05E+18,158.2378488,61.22235559
7.75E+17,164.1247641,36.754789
1.08E+18,122.903459,58.255359
1.04E+18,124.0516103,57.275931
3.46E+18,85.02600051,35.04126
3.80E+18,175.2349937,2.567772
3.98E+17,20.19002251,46.320766
1.05E+18,151.7098758,58.809187
2.10E+18,282.9169833,37.655065
1.41E+17,40.74333617,35.348973
1.08E+18,120.8186563,55.718867
2.96E+17,23.75270456,28.394234
1.40E+17,43.27316403,34.83763
1.56E+18,198.3562178,49.465577
1.41E+17,41.25694722,35.896955
2.54E+18,6.515655522,0.24225803
2.84E+18,349.9227816,24.831964
2.84E+18,349.9227816,24.831964
4.01E+18,186.3416562,29.702229
1.03E+18,128.21863,57.0541
3.99E+17,19.12745176,47.460911
1.53E+18,187.6896788,41.162181
1.53E+18,187.6896788,41.16213
1.03E+18,124.7951708,54.662579
3.75E+17,12.86590761,41.198913
3.43E+18,91.69668635,24.985944
3.81E+18,172.0726317,5.279871
1.04E+18,124.9045436,58.441244
3.42E+18,92.06172458,21.86774
1.50E+18,209.9135393,43.39173653
1.40E+17,42.37432445,34.898121
3.98E+17,18.19597294,45.018094
1.04E+18,125.4395389,58.326441
1.16E+18,231.212522,6.5309338
1.37E+17,45.50295514,34.796484
3.93E+18,191.9789154,11.673903
3.42E+18,90.43114067,23.657223
3.98E+17,18.98503332,44.650124
1.39E+17,45.71788324,35.338554
3.65E+18,221.9479711,0.476395
3.42E+18,88.72781981,23.122431
3.75E+17,11.90517275,41.214791
3.77E+17,16.01933051,45.450662
1.37E+17,43.14219126,33.362294
3.68E+17,12.90506233,38.673613
3.75E+17,11.5195289,41.689856
3.87E+18,159.8391312,10.407958
1.03E+18,123.4451241,56.217912
1.35E+17,40.46192224,34.421562
2.85E+18,347.4891223,27.703362
3.42E+18,89.25362439,22.498929
1.54E+18,191.6757617,44.846126
3.74E+17,18.6658462,42.898375
1.40E+17,43.70002466,34.507218
3.43E+18,89.62356234,24.779804
9.20E+17,116.4678395,38.681813
3.75E+17,11.93714068,42.616729
2.19E+17,59.62400821,35.161594
1.37E+17,44.01653652,34.124036
3.98E+17,20.75235561,44.565705
4.01E+17,16.93118263,46.604152
1.35E+17,40.13745501,34.617332
3.16E+18,102.7930016,9.2131
1.03E+18,126.2304113,56.863491
2.70E+18,326.1652324,8.254711
8.44E+17,171.6981684,57.186892
4.01E+18,180.6209936,26.754112
