parallax,phot_g_mean_mag,bp_rp
10.04197399,11.413469,1.2480459
10.04197076,16.145222,2.5294724
10.04195893,20.130995,1.4998512
10.04195695,11.527108,1.3317318
10.04195586,20.577988,1.5572548
10.0419537,20.661776,2.579317
10.04194771,20.779343,1.482439
10.04189786,11.230373,1.2130814
10.04188799,16.340277,2.768694
10.04188506,17.132868,3.5870676
10.04187427,20.806684,1.1511078
10.04186915,17.816006,3.5977726
10.04186542,15.549357,2.5460682
10.04186384,14.143015,2.2011547
10.04186069,19.616465,3.4563942
10.04185791,16.87648,2.9338465
10.04185169,11.069358,1.1716242
10.04183707,15.168098,2.4908724
10.04183092,20.380917,1.23736
10.0418221,18.99096,3.3824291
10.04180395,20.42085,2.0290146
10.04179107,15.427002,2.5370064
10.04179044,9.825434,0.8388567
10.04178341,19.475397,0.79333115
10.04178305,17.340715,0.1965046
10.04177594,12.534664,1.7161942
10.04177501,14.292066,2.3572016
10.04177313,19.23293,1.6700535
10.04176884,16.650496,2.9090595
10.04176837,17.29727,3.247589
10.04175848,19.687483,1.5981216
10.04175521,18.38351,3.6272202
10.04175407,19.641853,2.0048962
10.04173436,20.725323,1.5400963
10.04173086,19.405733,0.9207802
10.0417152,17.173101,3.1501904
10.04170207,16.835281,2.9970016
10.04169635,11.095958,1.1961861
10.041693,20.530527,2.885538
10.04168849,17.540138,3.182701
10.04168807,20.031513,2.4761238
10.04168708,20.758102,1.7007542
10.04168187,16.531904,2.9407616
10.04163585,12.969455,1.7403755
10.0416318,9.7871895,0.7786989
10.04162539,12.98457,1.8341913
10.04162362,11.55019,1.25072
10.04161341,20.874086,1.0542545
10.04159856,17.95002,3.6216564
10.04154475,15.614216,2.8726912
10.04153954,10.170662,0.925581
10.04153011,10.041936,0.8342495
10.04152084,16.395605,2.7112541
10.04151907,8.40141,0.7249532
10.04150859,16.138838,2.8103685
10.04150558,15.33364,0.9420395
10.0414983,16.123224,2.8046818
10.04148847,16.19349,2.854168
10.04148762,8.793872,0.63953304
10.0414403,15.767399,2.6475163
10.04143735,15.50833,2.6527052
10.04143642,20.269447,2.8212624
10.04143029,20.73401,1.3221817
10.04142977,20.55129,1.271595
10.04141238,14.401936,2.1644258
10.04137781,13.647923,2.1044655
10.04137183,15.09895,2.5127134
10.0413599,13.245493,2.0151224
10.04135831,17.073814,3.1537838
10.04135688,20.121252,1.2407665
10.04133119,13.285901,2.0060987
10.04132231,20.66957,1.5517159
10.04130784,9.934681,0.8510523
10.04130425,16.99826,0.15704727
10.04130364,20.696413,1.7124386
10.04128676,18.964506,3.3968277
10.04128413,20.02322,1.8587074
10.04127137,20.725813,2.0633202
10.0412668,6.3329296,0.8229718
10.04122079,20.925068,2.3519611
10.04120786,20.155807,1.600874
10.04117608,20.549316,1.8948116
10.04115889,20.544447,1.2560158
10.04115131,20.095705,3.7203064
10.04112996,13.729009,2.166278
10.04111564,9.376288,0.72329617
10.04108701,16.389313,3.0038233
10.04108434,15.320981,2.8158808
10.04106689,14.659183,2.472602
10.04105122,15.824222,2.5452414
10.04104526,17.065428,3.0761385
10.04103895,13.362058,1.9607773
10.04103662,20.694538,1.7004795
10.04100479,14.921939,2.4500074
10.04099625,17.457556,3.3447533
10.04098394,13.458218,2.1752853
10.04096604,16.109161,2.8577375
10.04096402,16.176205,2.9278488
10.04094931,12.998751,1.7199326
10.04093521,14.993239,2.6054955
10.04090922,20.561163,2.533783
10.04089516,14.308031,2.754879
10.04089286,20.818735,2.2766285
10.04088153,20.898214,1.1731644
10.04087759,14.479182,2.4741716
10.04087532,15.619838,2.5161085
10.04087019,17.856806,3.5115318
10.04086916,10.02724,0.86114216
10.04084533,17.35758,3.4988966
10.04084308,15.573168,2.6188374
10.04082871,19.814604,1.2004929
10.04082147,18.342169,3.503893
10.04080498,8.494686,0.6078863
10.04080031,16.819246,2.9617882
10.04079477,17.043222,3.0779486
10.04079464,20.455034,2.2449837
10.04079193,16.212795,2.5764275
10.04078786,20.499672,1.286129
10.04076458,15.796451,2.7949219
10.04075602,20.911978,1.8103123
10.04074742,10.60935,1.0632973
10.04074454,13.755734,2.1369448
10.04074435,7.993208,0.71426296
10.04072624,16.79107,3.0189629
10.04070772,20.58191,1.6146984
10.04068213,16.115707,2.7949142
10.04068072,13.248744,2.506668
10.0406773,15.658492,2.6039133
10.0406669,17.993944,3.1622982
10.04066653,20.816395,2.3181477
10.040648,20.329597,1.4629383
10.0406271,10.0566,0.84281445
10.04062147,20.263674,0.84934807
10.0406025,18.556824,3.954113
10.0405653,13.539226,1.9555502
10.04056459,17.119804,3.216116
10.04056145,20.280828,1.8307419
10.04055927,20.560064,1.9960289
10.0405569,16.214132,2.8715305
10.04055631,11.72647,1.3570204
10.04055568,20.458944,2.930519
10.04054949,13.120573,1.9706497
10.04053195,18.753506,0.30895233
10.04050865,16.81887,3.3579426
10.04050735,18.5004,3.581871
10.04049066,14.661532,2.3919764
10.04047053,12.518539,1.6185741
10.04046617,20.89131,1.9751148
10.04045828,16.545446,2.8875923
10.04045477,20.495197,2.586794
10.04043927,13.122732,1.8510408
10.04043518,14.592507,2.1774282
10.04042514,20.109951,1.8576107
10.04041289,19.458485,0.96193504
10.04040773,18.296467,3.6462345
10.0404076,17.64073,3.4007168
10.04039608,15.130749,2.7199945
10.04038341,11.734159,1.3350916
10.04036653,20.431675,1.6757393
10.04036233,20.202112,1.6251373
10.04035066,14.865584,2.5814295
10.04034394,18.119453,3.9012947
10.04033495,20.197977,1.0292778
10.04033476,15.13377,2.6675177
10.04032958,9.394926,0.77620316
10.04031863,19.682074,0.8503113
10.04030815,16.001543,2.9012327
10.04030553,14.825722,2.271677
10.04029728,15.803921,2.6899786
10.04029605,14.800466,2.5090532
10.04028728,17.724625,3.2871838
10.04028088,16.62443,2.8508606
10.04025439,17.569418,3.348259
10.04022449,16.118462,2.7484274
10.04022182,19.354822,3.4556904
10.04021615,20.365198,-0.7791271
10.04021395,20.175354,1.4324017
10.04021142,16.278368,2.9662504
10.04020621,20.014086,1.8172226
10.04020246,20.256819,1.0067177
10.04017638,19.782896,3.130888
10.04016494,19.070103,0.59656715
10.04014007,15.401142,2.6895008
10.04013084,20.899405,1.6437111
10.04011987,20.760317,2.2187977
10.04011887,20.864702,1.0970287
10.04010963,16.787645,2.9706764
10.04008717,14.74162,2.5739574
10.04007613,16.19327,2.6283474
10.04006843,16.284805,2.736065
10.0400556,20.242182,1.5287304
10.0400469,20.823555,1.4365349
10.04004491,18.377388,0.5394211
10.04004386,14.518168,2.2359104
10.04003916,16.532177,2.7922344
10.04003566,17.214857,3.5498638
10.04003274,10.890799,1.0763397
10.04001854,13.5756855,2.1460924
10.04001214,15.673911,2.857357
10.04000464,20.070507,1.8421841
10.03997201,18.516323,0.44096947
10.03994644,15.007615,2.6905184
10.03994099,11.475271,1.2612524
10.03993275,14.132023,2.2559328
10.03992192,16.572544,3.0223322
10.03991126,16.639044,2.6973639
10.03987722,18.635406,3.434784
10.03986903,18.46247,3.5180988
10.03984293,20.55777,3.6859093
10.03983709,15.414439,2.4412498
10.03979706,17.529839,3.3087616
10.0397768,19.129927,0.6556797
10.03977302,16.214996,2.8516026
10.03976531,18.00341,3.352951
10.03974917,6.8899226,0.46428156
10.039747,20.105122,2.307806
10.03973512,17.5473,3.1685848
10.03972681,20.720024,2.7379227
10.03971803,15.819168,2.8527832
10.0396911,17.36846,3.5387774
10.03967408,20.33715,1.8384743
10.0396572,18.006227,0.25853157
10.0396518,17.021069,-0.17377281
10.03963695,20.378693,-0.002153397
10.03963483,16.179482,2.8774738
10.03963209,15.993813,2.9681187
10.03962713,20.368294,2.0613804
10.03958753,18.978743,0.40254784
10.03958452,12.982597,1.8117485
10.03958284,19.03523,0.03457451
10.03958153,19.587942,3.4222298
10.03955629,20.600643,2.545414
10.03953416,19.903292,0.80940247
10.03952376,11.594167,1.2378283
10.03950393,16.769073,0.007730484
10.03949521,16.461401,3.0704365
10.03949375,16.232443,2.9332132
10.03948654,19.63682,1.199749
10.0394807,19.680803,2.461153
10.03947077,18.993914,3.63797
10.03945986,20.414145,1.7890968
10.03945873,15.357026,2.720192
10.0394575,14.881563,2.5748596
10.03945726,12.500454,1.5969782
10.03945686,20.44392,1.8478909
10.03943969,18.43827,0.3768177
10.03943652,17.17473,3.1953888
10.03943136,17.295685,3.6557894
10.03942769,15.323997,2.7132187
10.03942698,18.278833,3.417427
10.03942231,19.374907,2.1788292
10.03941365,13.66363,2.043706
10.03940127,10.714865,0.8111973
10.03938525,20.08944,1.9992256
10.0393828,17.977938,3.552164
10.03935468,17.262266,3.1318626
10.03935061,20.684942,2.254877
10.03933769,17.310318,2.5593872
10.0393302,16.704578,3.0563164
10.03932621,13.711559,2.4346466
10.03931367,16.229841,2.7930346
10.03929756,18.49724,3.491642
10.03929463,20.196365,1.1352005
10.03928797,13.460427,2.065751
10.0392525,15.846667,2.8396568
10.0392339,15.028372,2.7346458
10.03920776,20.361835,0.80130196
10.03920682,12.419429,1.5819416
10.03920076,20.571035,3.117445
10.03918171,17.513027,3.3216248
10.03915349,20.412874,2.3032074
10.03913372,14.747494,2.4366293
10.03912651,15.330474,2.6068192
10.03911199,18.228369,3.5661182
10.03910666,18.714956,3.4316826
10.03909533,15.188578,2.3313284
10.03908601,20.12748,1.66502
10.03908398,10.80598,1.1152563
10.03908199,16.036396,2.7269964
10.0390771,17.116343,3.179861
10.0390344,20.826542,0.21113205
10.03903386,16.169268,2.6728373
10.03901658,10.915201,1.0533123
10.03900901,15.43782,2.7029305
10.03900534,20.897741,1.4101276
10.03900157,16.930641,2.962306
10.03899676,14.908192,2.556404
10.0389835,17.349285,3.1340199
10.03898172,9.019919,0.74658775
10.03897272,17.366474,3.2252178
10.03896083,20.054115,2.8837013
10.03895347,15.923482,2.725278
10.03894932,10.290066,0.9016762
10.03894296,14.502089,2.3813324
10.03892102,17.43153,3.1265373
10.0389188,12.966769,1.9270277
10.03891709,20.795973,1.38381
10.03887172,9.494689,0.801281
10.03886729,11.931506,1.4732695
10.03886646,20.640099,1.6983414
10.03885128,8.136351,0.5949545
10.0388456,16.101904,2.5502272
10.03883624,17.017805,3.1175337
10.03882465,16.104897,2.7773685
10.03880722,16.276846,2.8336582
10.038805,14.4986105,2.4232435
10.03878801,19.190493,3.8383045
10.03876742,15.105548,2.517249
10.03872372,18.847836,3.4204082
10.03870448,10.703739,1.0648451
10.03870186,16.116423,2.90036
10.03868528,14.267303,2.4982872
10.03867743,15.816132,2.5661507
10.03867106,13.831535,2.1201715
10.03866984,18.282167,3.6746292
10.03863394,15.149744,2.5753632
10.03862191,17.319773,3.204832
10.03862099,17.00024,3.0197678
10.0386124,12.849459,1.7870369
10.03860119,18.164444,4.096491
10.03858958,11.509047,1.2597942
10.03857807,13.342198,2.4653158
10.03857241,19.15922,0.6243191
10.03856979,15.116481,2.4486341
10.03855779,20.858099,1.8609867
10.03855044,16.06997,2.8612337
10.0385427,15.737223,2.734889
10.03853795,12.432283,1.6296253
10.03851183,13.786895,2.2813473
10.03850224,16.585464,2.923009
10.03849874,14.75391,2.2818556
10.03849525,17.757349,0.19076729
10.03847548,18.763145,3.8304234
10.03846236,10.073714,0.882884
10.03845684,15.864552,2.6986914
10.03845553,16.397854,2.9446173
10.03843825,13.19825,1.8874874
10.03843789,15.772963,2.493475
10.0384372,9.698423,0.8054199
10.03843304,16.267792,2.6577587
10.038404,18.389015,3.5187244
10.03838298,20.621246,1.6338062
10.0383726,17.737356,3.2834263
10.03836291,14.96312,2.4868479
10.0383471,13.368765,2.0291862
10.03832596,19.439764,1.8256989
10.0383095,17.993399,3.4161282
10.03830823,20.345327,1.4036369
10.03830669,15.561677,2.70615
10.03829082,8.678011,0.6142597
10.03823,19.800127,1.6821327
10.03822855,9.4275,0.7756014
10.03822443,17.029455,3.1570225
10.03821648,15.014923,2.5023699
10.03821584,15.737783,2.7149935
10.03819258,20.471199,2.7775288
10.03818742,20.42403,1.59552
10.03817598,20.357784,2.7510185
10.03814297,12.427018,1.5693483
10.03813072,16.541883,2.7627344
10.03812428,20.018835,1.1123714
10.03812012,12.877531,1.698453
10.03811452,15.845427,2.687129
10.0381025,20.72329,2.0860786
10.03809039,16.796005,3.4503117
10.03808996,17.773613,3.401928
10.03808893,20.783936,1.4875641
10.03805173,20.57874,1.9867935
10.03804233,16.903187,3.1599684
10.03803797,20.426533,2.8595905
10.03801756,20.495972,2.5354671
10.03801039,15.646675,2.7045746
10.03800603,16.207733,3.5660172
10.03800544,10.954177,1.042963
10.03800187,15.388249,2.436205
10.0379826,20.57934,2.3768368
10.03797493,15.757781,2.7104273
10.03797263,13.933904,2.2300835
10.03796943,20.302042,2.7201843
10.0379643,19.896475,3.117899
10.03795285,14.329331,2.5119247
10.03794451,17.568129,3.1464157
10.03793856,18.377142,3.679369
10.03788869,15.812365,2.5107737
10.03784207,14.778866,2.3054113
10.03781594,14.912807,2.3890848
10.03780888,20.044025,2.09305
10.03780738,15.0700655,2.4770727
10.03779925,18.068354,3.3793545
10.03779143,17.046946,3.2019672
10.03776866,15.273591,2.8155155
10.03776758,20.490862,2.3609352
10.0377617,15.142841,2.589387
10.03775647,14.660324,2.5951881
10.03774221,20.108192,2.2974968
10.03770186,15.180964,2.6717758
10.03769204,19.691984,1.0943623
10.03767124,17.995914,4.1104927
10.03766787,11.362396,1.2754927
10.03766019,19.288734,1.0868454
10.03765434,16.9164,2.9746695
10.03764907,17.756817,3.4175968
10.03763881,20.74379,0.8300991
10.03763179,20.240007,0.98630524
10.03763143,13.176905,1.843379
10.03763081,14.383755,2.3236055
10.0376268,15.954089,2.6121082
10.03762587,20.785456,1.8932896
10.03760808,17.636316,3.2185822
10.03760791,20.319162,0.9641361
10.03760429,20.852808,1.8438683
10.03757987,20.947205,1.7375317
10.03757917,20.15807,1.4598866
10.03755358,13.700967,2.0933533
10.03755254,13.280703,1.9246311
10.03754417,17.878292,3.3906937
10.03753825,15.903061,2.666504
10.03753685,19.93418,2.6407356
10.03753472,16.319235,2.9449892
10.03753186,20.611265,2.0705223
10.03753185,17.052376,3.04852
10.0375251,20.575142,1.4174156
10.03750567,12.553494,1.5969677
10.03749991,20.804672,1.5425205
10.03748781,20.723522,1.8914356
10.03746778,20.49721,1.0075111
10.03744398,17.104683,3.08074
10.0374297,9.293563,0.79070187
10.03742168,20.682516,2.5190277
10.03741563,20.987026,1.2457466
10.03741507,20.335365,1.4101162
10.03741345,9.226523,0.72919655
10.03741047,14.990252,2.446557
10.03739767,20.832912,2.1493683
10.03739384,17.277884,3.0308628
10.03738266,16.164883,2.730218
10.03737047,19.039728,3.7340527
10.03736723,14.822847,2.428629
10.03736559,19.92609,1.3190117
10.03736554,10.480076,0.91906834
10.03736476,20.768126,0.37220764
10.03733198,16.91509,2.6899767
10.03732953,12.743901,1.7297201
10.03732505,20.281864,1.7000446
10.03732093,15.85719,2.8792448
10.03730385,18.337223,4.1625595
10.03726704,16.127022,2.8106194
10.03725522,15.342106,2.696579
10.03724064,17.64067,3.4472103
10.03723455,20.888746,2.5161972
10.03722432,20.522213,2.0098362
10.03722327,16.304556,2.9054985
10.03722163,18.865013,3.4417057
10.03721919,20.41035,1.7418785
10.03720859,15.212321,2.7408772
10.03720764,16.34608,2.9022045
10.03720281,16.760197,2.9609137
10.03719742,18.325272,3.5316334
10.0371949,16.669357,2.8440218
10.03719157,13.791989,2.0466185
10.03717516,16.676601,3.0756092
10.03717265,14.865468,2.2824469
10.03716798,19.500458,3.2670078
10.0371605,15.420337,2.661562
10.03715423,18.495174,3.6110134
10.03714952,10.247242,0.9077492
10.03714546,20.666851,1.7709217
10.0371442,20.621693,2.3187828
10.03714015,16.717922,2.9330502
10.03712917,20.186617,1.1714554
10.03710823,16.339016,2.8095636
10.03710402,16.166986,2.903387
10.03709446,18.927448,3.7563763
10.03709348,12.759866,1.7602015
10.03705534,20.002483,1.6915989
10.03704816,15.877385,2.6532564
10.03703087,18.26797,3.5782604
10.0370274,20.773111,2.5060558
10.03702155,15.584045,2.522275
10.03699368,19.98759,0.7270336
10.0369911,16.933447,2.8232899
10.03696964,20.339415,2.8516998
10.03695293,20.877485,2.2475815
10.03692856,15.03557,2.7708464
10.03692679,15.646289,2.847084
10.03692085,16.204384,2.7704248
10.03691488,20.125685,2.0889168
10.03690845,13.73629,2.038805
10.03690419,16.546162,2.9073906
10.03687404,14.093832,2.2739897
10.03686677,17.661566,3.4240704
10.0368611,20.465033,1.4871979
10.03685995,20.883085,0.5393276
10.03684894,18.422739,3.7558632
10.03684324,15.932482,2.6875572
10.0368396,20.678398,1.486126
10.03682781,20.677263,0.212883
10.0368261,15.251039,2.4017534
10.03681218,20.23257,2.8841896
10.03677657,9.563524,0.7483244
10.03674685,16.210354,2.9126263
10.03673231,20.42252,2.22019
10.03671974,20.095171,1.1464634
10.03671929,10.992713,1.1020069
10.03670966,13.278334,1.907423
10.03670068,20.8998,2.3509846
10.03668185,20.366932,1.410181
10.03668112,15.850233,2.7475634
10.0366725,17.561975,3.2277622
10.03667181,13.22859,1.8178692
10.03666752,19.46788,3.6647778
10.03666047,20.678873,1.8784237
10.03663847,14.508667,2.5417929
10.036625,11.916737,1.418354
10.03662153,15.749276,2.8288155
10.03661327,19.943426,2.5840168
10.03661057,21.046404,1.5710201
10.03660562,20.179981,1.3015041
10.03660398,15.44994,2.805211
10.03660022,12.263428,1.5225744
10.03659164,17.107096,3.1598024
10.03658797,20.61317,1.7028961
10.0365842,19.546175,3.2848206
10.03658337,18.283218,3.6491394
10.03657311,12.403921,1.6267443
10.03657189,20.808893,2.3651886
10.03657134,7.746903,0.49299002
10.03653102,11.958639,1.485918
10.03652957,20.801798,2.256754
10.03651181,16.738747,2.9141455
10.03651148,14.439689,2.473175
10.03650485,9.953835,0.8883314
10.0365025,15.136647,2.9551601
10.03649232,16.97626,2.859994
10.03649034,15.115053,2.9900446
10.03648707,17.134932,3.1714392
10.0364839,17.602856,3.3722515
10.036455,17.888088,3.4995804
10.03645237,17.549969,3.5755901
10.0364491,11.543974,1.2281199
10.03642893,19.017052,3.8232784
10.03642529,19.419817,3.4016495
10.03641924,19.438644,1.0291767
10.03641866,17.101685,2.9797344
10.036403,14.228215,2.261343
10.0364014,13.881566,2.1804132
10.0363877,20.716412,2.5623684
10.03638199,12.231453,1.643342
10.03637086,13.648102,2.060563
10.0363609,15.704535,2.6811504
10.03635761,20.931778,1.2991295
10.03635583,12.810261,1.8994093
10.03635039,16.441832,2.9002962
10.03633895,16.219494,2.8534613
10.03633534,13.75024,2.1743126
10.03631349,20.71041,2.9308605
10.0363021,9.492992,0.79411983
10.03628365,12.260138,1.6357641
10.03628337,16.320337,2.9484625
10.03628214,20.274706,2.6245918
10.03628164,20.89021,2.1419468
10.03627332,17.804579,3.2676487
10.03625386,14.35478,2.4467888
10.03625014,18.347864,3.88134
10.03623028,14.773674,2.402131
10.03622909,15.869561,2.371211
10.03621721,10.628551,0.9808006
10.03619687,7.915283,0.80012417
10.03619467,20.904652,0.9393921
10.03619334,18.229301,3.2901745
10.03615865,17.56103,3.368393
10.03614384,13.177257,1.8045177
10.0361391,18.640089,3.5519886
10.03613031,16.592005,2.8988295
10.03612848,16.237974,2.9738188
10.03612606,14.903042,2.4362717
10.03610933,9.888593,0.87414646
10.03609782,19.551577,1.4900436
10.03609626,19.6944,2.968773
10.0360929,16.033468,2.960163
10.03608431,17.814203,3.5590363
10.03608217,16.799795,3.1340342
10.03607955,17.033241,3.154214
10.03606652,18.696419,3.6904068
10.03606141,14.7468,2.4703035
10.03604658,18.705017,3.9627743
10.03604536,19.364359,3.3127956
10.03604023,17.632349,3.3864918
10.03599905,16.952095,3.0848007
10.03598897,20.484716,1.6445637
10.03597802,15.1283045,2.379489
10.03596463,17.859,3.4360237
10.03594391,14.2317505,2.5656195
10.03593239,15.340887,2.5537834
10.03591189,16.371395,2.9749079
10.03590523,12.606621,1.6933985
10.0359027,20.695597,1.8321648
10.03589669,19.726076,3.168745
10.03585746,8.380159,0.6095252
10.03585565,17.370756,3.3327293
10.03585451,20.82302,1.93437
10.03584109,20.159023,2.700613
10.03584026,16.520998,2.7023706
10.0357706,15.1087475,2.6237192
10.03576761,16.498142,2.721488
10.03575886,16.589205,3.182869
10.03574466,15.621514,2.8348722
10.03572348,15.7572775,2.5397606
10.03572118,20.817343,2.0730934
10.03572083,15.076818,2.5340528
10.0357142,20.831442,2.071041
10.03571059,20.678392,3.2294884
10.03570801,11.872125,1.3810654
10.03570399,7.830771,0.522326
10.03570212,19.952108,1.1998768
10.03569876,9.60544,0.80280685
10.03569801,17.925777,3.5299244
10.03569138,18.41424,0.46923256
10.03568633,7.1581044,0.41061974
10.03568522,20.224081,1.465723
10.03561297,18.921408,0.4739933
