DEdeg,solution_id,designation,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
-1.19870275,1.64E+18,Gaia DR3 3263183351112270976,3.26E+18,53.08983624,0.459367335,-1.198673552,0.452847183,1.310891589,0.5705386,2.297639,1.14582,208.6483194,19.88883018,21.32716,18.713778,2.6133823
36.507956,1.64E+18,Gaia DR3 141958461659077376,1.42E+17,44.46541123,0.079152264,36.50788338,0.068047382,1.310896187,0.09269114,14.142627,0.9830407,2821.19092,17.06128502,17.968328,16.136927,1.8314018
29.005314,1.64E+18,Gaia DR3 878780480909246976,8.79E+17,116.9055095,0.08087077,29.005291,0.055020165,1.311231473,0.09586672,13.67765,1.0463065,2255.930029,17.30405235,18.22544,16.367682,1.8577576
41.115916,1.64E+18,Gaia DR3 381215288536475648,3.81E+17,9.433417145,0.046293575,41.1158956,0.049802471,1.311413973,0.067546144,19.415083,0.9780252,3342.418546,16.87721443,17.768509,15.942675,1.8258343
41.631191,1.64E+18,Gaia DR3 375095338095462656,3.75E+17,13.42250809,0.059984557,41.63111196,0.043217719,1.311535464,0.080430105,16.306524,0.9717279,3142.767016,16.94408607,17.950409,15.9677725,1.9826365
33.535018,1.64E+18,Gaia DR3 738122015655356672,7.38E+17,162.5866173,0.095238969,33.53503068,0.096530169,1.311548653,0.1216195,10.784032,0.9528613,1549.719873,17.71173477,18.577532,16.777596,1.7999363
63.48325961,1.64E+18,Gaia DR3 1063799769280343552,1.06E+18,146.2377887,0.152952373,63.48288535,0.199801654,1.311973593,0.28028905,4.6807876,1.0361836,329.6419102,19.39226151,20.573227,18.442215,2.131012
29.463892,1.64E+18,Gaia DR3 886369550681995776,8.86E+17,107.5078184,0.118548647,29.46392212,0.11344929,1.312370672,0.1344582,9.760437,0.92444015,1263.363402,17.93354607,18.948256,16.945675,2.0025806
18.899036,1.64E+18,Gaia DR3 3984048570423601024,3.98E+18,167.8224094,0.196897119,18.89879119,0.182044297,1.312534283,0.23185647,5.660978,1.095,663.5994475,18.63260269,19.545513,17.703732,1.8417816
39.008451,1.64E+18,Gaia DR3 367871993377333888,3.68E+17,13.19838046,0.077336982,39.00841937,0.055019908,1.312736727,0.09366163,14.015737,1.0789187,2164.081208,17.34918213,18.19967,16.455084,1.744587
56.054876,1.64E+18,Gaia DR3 1034705416002698624,1.03E+18,125.2266306,0.082084231,56.05487861,0.072138824,1.313057608,0.105629414,12.430795,0.9225972,1515.243283,17.73616028,18.793808,16.743242,2.0505657
1.24673745,1.64E+18,Gaia DR3 3219878604618130560,3.22E+18,86.36047064,0.364828318,1.246748075,0.30800119,1.314466038,0.46029308,2.8557153,1.0459903,245.1854459,19.71363068,21.04016,18.563229,2.4769306
46.892493,1.64E+18,Gaia DR3 831168599472467200,8.31E+17,163.843744,0.180049747,46.89218801,0.232339293,1.314666003,0.3099618,4.2413807,0.97481847,327.3592909,19.39980507,20.376528,18.451792,1.924736
54.289386,1.64E+18,Gaia DR3 1032258697688749568,1.03E+18,123.9490103,0.06308677,54.28935479,0.056115679,1.315783988,0.08766624,15.009015,1.004727,2174.101433,17.344168,18.129412,16.470173,1.6592388
25.83362272,1.64E+18,Gaia DR3 874060071333668864,8.74E+17,117.2071195,0.386002034,25.83360029,0.233016446,1.315919679,0.40582645,3.2425675,1.0783803,275.097625,19.58864975,20.84989,18.4736,2.3762894
17.274874,1.64E+18,Gaia DR3 3971316530717153024,3.97E+18,167.8985363,0.797345459,17.2748186,0.502869606,1.315929231,0.69762576,1.8862967,0.96173257,155.6121975,20.20725822,20.744173,19.105043,1.6391296
24.467762,1.64E+18,Gaia DR3 3426248282793484672,3.43E+18,91.57100583,0.133118257,24.4677984,0.112238094,1.316674747,0.15635653,8.420978,1.0812848,1375.993907,17.84082603,18.595407,16.643337,1.9520702
-0.61540455,1.64E+18,Gaia DR3 2677295867148385536,2.68E+18,332.4933333,0.57576406,-0.615443495,0.656987786,1.317713863,0.7284485,1.8089321,1.010008,181.7273491,20.038816,20.810043,18.7851,2.0249424
8.55875831,1.64E+18,Gaia DR3 1164045195025645824,1.16E+18,230.5742598,0.407490283,8.558784311,0.487905741,1.317988937,0.58714104,2.244757,1.0907546,202.0708442,19.92360687,20.958782,18.88269,2.0760918
29.145759,1.64E+18,Gaia DR3 4010353011729584896,4.01E+18,186.0806153,0.097395204,29.14575135,0.088954076,1.318428908,0.11384261,11.581156,1.1548787,1741.462802,17.5850811,18.472246,16.66693,1.8053169
11.644506,1.64E+18,Gaia DR3 36660779984438912,3.67E+16,58.03657653,0.085653313,11.64449358,0.05956338,1.319018095,0.09648721,13.670394,1.1265644,2279.496148,17.29277039,18.420633,16.218452,2.2021809
34.890559,1.64E+18,Gaia DR3 137261863381026944,1.37E+17,45.37935949,0.12600711,34.89052176,0.139729083,1.31991666,0.17303254,7.6281414,0.96342015,1312.540815,17.89208412,18.993637,16.892735,2.1009026
-0.58484775,1.64E+18,Gaia DR3 3220554804267999872,3.22E+18,81.66454915,0.423498064,-0.584874374,0.329834819,1.320078808,0.3611766,3.65494,1.0842848,290.0579755,19.53115463,20.740288,18.470238,2.27005
42.2844,1.64E+18,Gaia DR3 816208201884503040,8.16E+17,138.8763357,0.407984197,42.28426888,0.280926615,1.320170701,0.5555738,2.376229,1.1234397,188.5282567,19.99892616,20.742311,19.03287,1.7094421
12.174041,1.64E+18,Gaia DR3 3881184889663529088,3.88E+18,151.3949824,0.066839106,12.17403742,0.06612099,1.320495717,0.08072933,16.357077,1.0244192,2890.344824,17.03499222,17.92661,16.102144,1.8244667
51.17755848,1.64E+18,Gaia DR3 1556742301236996736,1.56E+18,200.6535135,0.204322875,51.17756989,0.231098324,1.320613172,0.28215474,4.680457,1.0999212,304.4972412,19.47840881,20.55433,18.32943,2.2249012
56.960831,1.64E+18,Gaia DR3 1613005823057923456,1.61E+18,228.1222331,0.897167504,56.96087845,0.740246296,1.320875538,0.9650164,1.3687596,1.1208489,103.9012534,20.6458149,21.218916,19.69102,1.5278969
62.937936,1.64E+18,Gaia DR3 1052439198528735744,1.05E+18,156.0029472,0.144759089,62.9377316,0.154861733,1.320880288,0.20541573,6.4302783,1.0591394,409.8321044,19.15585136,20.304306,18.187431,2.1168747
0.569866,1.64E+18,Gaia DR3 49478023737344,4.95E+13,45.40266855,0.289354742,0.569834133,0.283527464,1.321159593,0.35384515,3.7337227,0.95344716,326.6065998,19.402304,20.474146,18.26202,2.2121258
