DEdeg,solution_id,designation,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
42.481668,1.64E+18,Gaia DR3 375345305192788736,3.75E+17,11.5511597,0.023080263,42.48195032,0.019481825,13.73256117,0.03018162,454.99747,1.0361823,15805.99596,15.19031239,16.744066,13.982627,2.7614393
-1.171803,1.64E+18,Gaia DR3 3071232230340364032,3.07E+18,123.0798036,0.013711934,-1.172062157,0.012080133,8.479643583,0.018640023,454.91595,1.1139046,55309.21149,13.83037281,14.912722,12.796363,2.1163588
44.376937,1.64E+18,Gaia DR3 376666230974747264,3.77E+17,17.41029876,0.015118959,44.37678542,0.013599502,8.284322218,0.018290412,452.9325,0.99195635,49717.8073,13.94608688,14.964344,12.946082,2.018262
54.63417,1.64E+18,Gaia DR3 1032317384121966592,1.03E+18,125.5046917,0.014206723,54.63405038,0.014001742,9.683564884,0.021530246,449.76566,1.1391765,122876.8249,12.96369171,13.8196535,12.048875,1.7707787
30.688621,1.64E+18,Gaia DR3 4014487656486403968,4.01E+18,182.3047611,0.021429846,30.68869499,0.018614836,11.03297129,0.024552075,449.3702,1.1658874,32115.96862,14.42056465,15.480428,13.401041,2.0793867
12.597134,1.64E+18,Gaia DR3 1767134851939382784,1.77E+18,326.2348419,0.023532199,12.5966919,0.020749265,13.27565988,0.029707843,446.8739,1.0349236,17498.58793,15.07985973,16.202816,14.029413,2.1734028
56.189302,1.64E+18,Gaia DR3 1033408580693606144,1.03E+18,122.2002796,0.016036471,56.18917548,0.015453665,10.55625704,0.02376198,444.24988,1.1009777,31711.76456,14.43431568,15.558459,13.381515,2.1769447
58.571964,1.64E+18,Gaia DR3 1035559156717622528,1.04E+18,125.8442798,0.016989671,58.57197884,0.017005112,10.52915793,0.023876335,440.98718,1.0578866,24105.26375,14.732087,16.114363,13.577351,2.537012
0.791543,1.64E+18,Gaia DR3 3077938083037278208,3.08E+18,126.0334349,0.013170185,0.791324463,0.012015885,7.428423523,0.016992843,437.15012,1.0482004,57703.35748,13.78436375,14.721231,12.828428,1.8928032
41.166626,1.64E+18,Gaia DR3 230345113336895360,2.30E+17,60.15670595,0.014979208,41.16656529,0.009606206,8.077837547,0.018762842,430.52313,1.071333,74418.07375,13.50817108,14.421841,12.563179,1.8586617
58.123437,1.64E+18,Gaia DR3 1035170273199034880,1.04E+18,125.33905,0.014289915,58.12323058,0.013652246,8.339804878,0.019449113,428.8013,1.0323323,32693.33527,14.40121841,15.470669,13.3750725,2.0955963
33.840476,1.64E+18,Gaia DR3 139730580518876544,1.40E+17,42.29340668,0.019952741,33.84064769,0.017338295,9.503111997,0.022447126,423.35538,1.0570201,38967.57889,14.21060848,15.216306,13.218213,1.9980927
45.841183,1.64E+18,Gaia DR3 398111518080116352,3.98E+17,20.53093278,0.014558237,45.8410233,0.014867389,6.940933711,0.01639669,423.3131,1.0202528,59391.02085,13.75306511,14.642702,12.825706,1.8169966
-8.490858,1.64E+18,Gaia DR3 5167633186587095552,5.17E+18,47.06594939,0.014941301,-8.490808594,0.013475055,7.242305424,0.017209398,420.83435,1.0759175,57590.01252,13.78649902,14.698265,12.846528,1.851737
25.099159,1.64E+18,Gaia DR3 727369208547409152,7.27E+17,157.9244287,0.014487592,25.09892939,0.016050758,7.982116342,0.019459397,410.19342,1.0090286,56211.66444,13.81280041,14.629802,12.929019,1.7007828
20.948188,1.64E+18,Gaia DR3 3423129896018059776,3.42E+18,89.34388018,0.017453792,20.94826724,0.01412477,8.420523419,0.020573381,409.29214,1.0687151,38011.30859,14.23758507,15.300515,13.213223,2.0872917
56.99279,1.64E+18,Gaia DR3 1034830008709971968,1.03E+18,124.5194483,0.016437341,56.99268442,0.01674841,9.354949776,0.022862295,409.18683,1.1653938,31127.33173,14.4545126,15.74585,13.329463,2.4163866
44.560765,1.64E+18,Gaia DR3 373728232826715904,3.74E+17,18.58790983,0.016937375,44.56082763,0.011846307,8.435236451,0.020832743,404.90283,1.1379737,67928.6359,13.60723495,14.642537,12.594964,2.047573
39.407612,1.64E+18,Gaia DR3 368646118283012736,3.69E+17,10.03109299,0.020666657,39.40788898,0.016132282,9.835395565,0.024510557,401.27182,1.1118393,28914.94564,14.53456116,15.725276,13.457011,2.2682648
56.607429,1.64E+18,Gaia DR3 1034748644849579008,1.03E+18,125.8940027,0.023707137,56.60759366,0.021985767,12.74372828,0.031794325,400.81772,1.138524,15193.27943,15.23323822,16.489733,14.126773,2.3629599
37.384465,1.64E+18,Gaia DR3 142994686944818816,1.43E+17,43.56510211,0.020771746,37.38434479,0.01855924,9.580138689,0.023919266,400.51974,1.1920116,38985.25844,14.21011543,15.427139,13.112742,2.3143969
37.330369,1.64E+18,Gaia DR3 142992109964443776,1.43E+17,43.71387156,0.016217967,37.330281,0.012526294,7.130291246,0.017837966,399.7256,1.0002172,54257.23964,13.85122299,14.852038,12.85692,1.9951181
24.79459,1.64E+18,Gaia DR3 3428052409577499264,3.43E+18,89.38790883,0.018271025,24.79435088,0.015393025,8.544896595,0.021400403,399.2867,1.0974802,63311.81078,13.68365479,14.665762,12.697957,1.9678049
46.280583,1.64E+18,Gaia DR3 377166268247810048,3.77E+17,15.57991169,0.015011643,46.28057018,0.011228343,7.28464249,0.018258993,398.9619,1.0282514,44108.93594,14.07605076,15.042833,13.103975,1.938858
44.432252,1.64E+18,Gaia DR3 232565370912344960,2.33E+17,64.5895685,0.016426984,44.43225494,0.010792459,8.040687275,0.02019766,398.09995,0.99225926,72771.20958,13.53246784,14.438169,12.5928955,1.845273
46.085186,1.64E+18,Gaia DR3 377150840725331968,3.77E+17,16.08323618,0.021943364,46.0849489,0.014565981,9.891534849,0.024888769,397.42966,1.0411233,22117.54786,14.82552433,16.053959,13.730112,2.3238468
24.905631,1.64E+18,Gaia DR3 3428013170755837824,3.43E+18,89.61442018,0.01581848,24.90532986,0.012614708,7.210271672,0.018238287,395.3371,1.0803233,66635.05202,13.62810993,14.520906,12.690849,1.8300571
53.927156,1.64E+18,Gaia DR3 1022865810371477248,1.02E+18,138.5510638,0.011963734,53.92718821,0.011286231,6.560835348,0.016603852,395.13934,1.0651839,45354.40676,14.04581833,14.906774,13.133626,1.7731476
39.475323,1.64E+18,Gaia DR3 373892712892466048,3.74E+17,13.40276446,0.025755726,39.47537996,0.016976999,13.28368359,0.033895075,391.906,1.8773854,53656.48921,13.86331081,15.2454,12.708538,2.5368624
43.939144,1.64E+18,Gaia DR3 373697888881532160,3.74E+17,18.83452166,0.030408045,43.93925125,0.03200281,15.02095491,0.038707893,388.05923,0.9859365,9639.362397,15.72724628,17.599733,14.438339,3.1613941
22.540681,1.64E+18,Gaia DR3 3424314207480309504,3.42E+18,88.70486825,0.0363026,22.54059435,0.029870797,15.5546954,0.04050648,384.0051,1.1210314,19446.93834,14.96523857,16.636017,13.717679,2.9183378
2.199069,1.64E+18,Gaia DR3 3090245908823380864,3.09E+18,125.5935023,0.020063028,2.19890423,0.015466664,8.758256329,0.022855217,383.206,1.0479642,33684.74655,14.36878395,15.499681,13.312342,2.1873398
33.587776,1.64E+18,Gaia DR3 139709002603253632,1.40E+17,41.88940914,0.016255584,33.58764037,0.013763989,6.911879143,0.018082634,382.23853,1.1198268,71442.54649,13.55247498,14.415638,12.64043,1.7752075
2.129616,1.64E+18,Gaia DR3 3090384348505602688,3.09E+18,124.10538,0.020043759,2.129644072,0.015392863,9.090773592,0.023788327,382.1527,1.042489,26908.59721,14.61263943,15.907668,13.48742,2.420248
35.588855,1.64E+18,Gaia DR3 140877268067727616,1.41E+17,40.7557024,0.015102061,35.58874891,0.01297429,6.645073019,0.01741648,381.53937,0.9729138,61265.34419,13.71932983,14.583676,12.801949,1.7817278
35.132456,1.64E+18,Gaia DR3 140848302808344192,1.41E+17,40.72256767,0.019567313,35.13234252,0.017973732,8.362682573,0.021952588,380.9429,1.0693811,28292.17847,14.55820084,15.666527,13.515311,2.1512156
2.249436,1.64E+18,Gaia DR3 3090775018731535232,3.09E+18,123.483251,0.019542707,2.249327132,0.015344742,10.27238511,0.027114527,378.8517,1.1847409,39839.97493,14.186569,15.459892,13.072997,2.3868952
