designation,source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag
Gaia DR3 4448191461172485888,4448191461172485888,254.220220410213,11.92810399040306,0.9213607318593765,0.04606234,0.93975896,5006.76853402339,2.1499226,2328.8135,16.438473,2187.2086848071785,10.808431,202.36136,16.988817,3959.5167740040106,11.403759,347.21155,15.75379
Gaia DR3 865544177679996288,865544177679996288,113.1808027578317,21.6677934645865,2.0337107625494015,0.10167296,0.9834698,1590.0922039061531,2.0700388,768.1461,17.683811,353.299785904729,11.746132,30.077969,18.968184,1874.8624777317666,18.409624,101.84143,16.565472
Gaia DR3 2021034042729650176,2021034042729650176,294.23299637580874,23.918549133364536,0.41244215617648167,0.020619558,1.0086595,23337.860103613144,4.2553735,5484.327,14.767214,6344.030295628804,8.95513,708.4242,15.832629,25106.480184670567,12.1130705,2072.6768,13.748431
Gaia DR3 5962733063120825472,5962733063120825472,264.484780325621,-36.288264825394606,0.6308377524212564,0.031537987,1.0369873,20850.856900282735,6.9645133,2993.8713,14.889557,8892.762009807866,19.455912,457.07248,15.465951,17534.18884926741,22.491316,779.5982,14.138182
Gaia DR3 5702427632223885440,5702427632223885440,129.92515054234002,-22.22104319824922,2.189328083334326,0.10945285,1.0137984,1516.9120379903716,1.5256333,994.2835,17.734966,311.2680182273747,9.402351,33.10534,19.105705,1801.8468421190425,6.1091723,294.94122,16.6086
Gaia DR3 6580391175991858048,6580391175991858048,319.676335626063,-42.285844464281176,0.5995348888562415,0.029973036,1.0101912,17639.561380594354,3.7600844,4691.2676,15.071147,9668.524971260622,15.5674715,621.07227,15.375142,11505.536597252103,18.695528,615.4165,14.595629
Gaia DR3 452427392494390016,452427392494390016,36.39742560095729,52.84426307043497,0.8061768061634189,0.04030385,0.970216,9640.738221424926,3.952323,2439.2588,15.727091,4629.901611316656,19.252392,240.48448,16.174612,7263.063071823504,12.690552,572.3205,15.095096
Gaia DR3 4064006464812313856,4064006464812313856,269.6230526355189,-26.896580493222896,0.6113269549154008,0.030562565,0.96420115,21816.916987663666,5.9590774,3661.1233,14.840384,10465.868647551852,19.785398,528.9693,15.289104,16281.83769689653,14.544411,1119.4567,14.2186365
Gaia DR3 5236416606838632064,5236416606838632064,174.6511690965574,-65.87710899668107,0.8980417056954607,0.044896528,1.0653887,4217.516404867049,2.2630975,1863.6035,16.624725,1709.0992541727428,5.921768,288.613,17.256624,3619.9870257252087,7.7739406,465.65665,15.851128
Gaia DR3 6575985158021001728,6575985158021001728,323.14546949868173,-45.23710426465686,0.5846336096843808,0.02922806,0.984599,16446.77556854396,4.703992,3496.3445,15.147165,8988.806672603312,13.6454,658.7426,15.454288,10701.563989114422,8.144101,1314.0264,14.674277
Gaia DR3 6657525176562261888,6657525176562261888,284.5259921744632,-52.07057177160866,2.7527817227576863,0.13762203,0.9811259,1188.4550829731274,1.4985341,793.0784,17.99991,225.93643622360938,7.5070224,30.096678,19.453577,1452.9247884325455,7.316679,198.57709,16.842287
Gaia DR3 6251604042144329088,6251604042144329088,232.57964748769447,-22.76380278753647,0.9978109447591307,0.049884368,1.0427349,6015.124045848102,3.14897,1910.1879,16.239256,2621.596974545233,12.884967,203.46169,16.792128,4797.278332016038,12.3591795,388.1551,15.545408
Gaia DR3 2219380683281378432,2219380683281378432,329.6935088048925,66.47949674966732,0.8295130608034206,0.041470516,1.0033567,4119.995061302187,2.3488402,1754.055,16.650126,1644.3378527262103,8.118941,202.53107,17.298565,3548.5761019540732,10.298554,344.5703,15.87276
Gaia DR3 5229208174211751424,5229208174211751424,158.29217236536516,-73.04618231779747,0.5542863875244824,0.027710885,1.026582,8526.409390291516,2.9356506,2904.436,15.860452,4115.4284230559715,9.3395195,440.6467,16.302505,6213.555973267185,7.849166,791.61993,15.264545
Gaia DR3 5542405092169590784,5542405092169590784,128.38935613771895,-36.12275954272902,0.4481794007573347,0.022406192,0.91502374,919549.3836276347,291.7361,3151.9902,10.778429,241232.7682206811,326.82776,738.1037,11.882451,1001515.6542526431,609.14557,1644.1318,9.746251
Gaia DR3 252441375747581824,252441375747581824,68.7408943718386,43.536820193056776,1.0219671308253737,0.05109202,1.4111283,9442.512426207119,6.7864327,1391.3809,15.749648,7711.9706508028175,27.961159,275.81012,15.620628,14210.66616405596,17.738045,801.1405,14.36636
Gaia DR3 2349560901499740928,2349560901499740928,11.397223404460892,-22.099560021082958,0.9324085573141989,0.04661465,1.3958191,12664.64962160676,3.5815659,3536.065,15.430884,6700.232266560329,15.328132,437.11996,15.773317,8495.126813156267,9.41175,902.60864,14.924971
Gaia DR3 2292506624660331392,2292506624660331392,287.9195780410637,76.71231135352578,0.738154457045426,0.036903147,0.99044687,5421.6516023406075,2.553271,2123.414,16.352037,2658.2568915968473,10.015786,265.4067,16.77705,3938.143827217924,7.162712,549.8118,15.759666
Gaia DR3 3677880654202588160,3677880654202588160,195.2389621096307,-5.051993908571206,1.5938134849203571,0.07968079,0.99848074,2404.632130091835,2.2169392,1084.6631,17.234745,705.705290329543,12.50027,56.455204,18.216984,2411.893510600601,13.140074,183.5525,16.292
Gaia DR3 4600768211561733632,4600768211561733632,263.80945043584654,31.43312005180116,1.7539015849309147,0.08768421,1.0388669,1452.0395245720435,1.3941544,1041.5199,17.782421,364.95898417387076,8.167428,44.68469,18.932932,1622.576680216575,11.197727,144.90233,16.722382
Gaia DR3 5937511881265076608,5937511881265076608,251.7932466765638,-50.54712768154428,0.3625541596746473,0.01812546,1.151106,73762.8731800591,14.190654,5197.9897,13.517773,16940.042232668602,15.53849,1090.1987,14.766256,85068.05219614011,33.42045,2545.3894,12.423479
Gaia DR3 1738682445950006144,1738682445950006144,320.1822244170104,5.666875689895884,1.105503099830194,0.0552683,1.0202618,4611.745036465282,2.3489127,1963.3531,16.527704,1759.5931420739282,9.024311,194.98366,17.225012,4075.7057553268323,13.215387,308.40607,15.722388
Gaia DR3 3348377811298440704,3348377811298440704,86.7485808551514,16.375688069081086,0.8880695372255464,0.04439797,1.0369188,7524.541581186882,3.012779,2497.5417,15.996167,3286.3561329349427,9.379595,350.37292,16.546755,6191.914605331452,12.95649,477.90063,15.268333
Gaia DR3 6008693576792646400,6008693576792646400,237.60650899175945,-38.65146402348733,0.6458852973360983,0.032290258,1.0491914,16813.555878908715,4.0464725,4155.1143,15.123218,8133.85083199582,9.402089,865.111,15.562801,12449.77584151073,12.06409,1031.9697,14.509992
Gaia DR3 2097009712033958912,2097009712033958912,282.54153778515604,37.550967455318236,0.43590604223495866,0.021792596,1.0064859,12719.91261024255,3.690378,3446.7778,15.426157,6854.861626701659,14.091959,486.4378,15.748546,8391.4859249943,14.949549,561.3204,14.938298
Gaia DR3 565720069888739200,565720069888739200,14.193161859362405,80.59595913754394,1.019722966822649,0.05097982,0.94671166,3853.6846037913065,2.2571588,1707.3167,16.722677,1397.0888563627634,11.940644,117.0028,17.475483,3454.2325819162957,8.1379,424.46237,15.902017
Gaia DR3 938969912077440000,938969912077440000,101.19433056103571,35.09800569957173,0.7588791881088361,0.037939247,0.992443,8251.402218243122,3.7037458,2227.8533,15.896048,4126.047691887164,9.463017,436.0182,16.299707,5923.030341745615,15.793637,375.02637,15.316536
Gaia DR3 879042783152018944,879042783152018944,117.35790057534228,30.49971627619192,1.5725661872733259,0.07861855,0.99383223,2688.0016431470835,2.1362658,1258.2712,17.113792,787.6277977321432,9.882756,79.69718,18.09774,2763.20015810339,10.649311,259.4722,16.144365
Gaia DR3 2168865167738744960,2168865167738744960,313.7972075738633,49.91456575199959,0.6623145396561665,0.033111613,1.0284649,6271.136749717804,2.6215863,2392.1152,16.194,2388.716406830793,9.11513,262.06058,16.893131,5624.299142025183,9.639476,583.4653,15.372725
Gaia DR3 5044069588822149376,5044069588822149376,45.47115686400559,-41.2306448781641,1.1508603079708664,0.05753587,1.1501551,2935.327435210216,1.6000476,1834.525,17.018225,994.6157291189891,8.730984,113.917946,17.844404,2790.180348827558,10.917122,255.57838,16.133816
Gaia DR3 6034247532704835584,6034247532704835584,251.48793168723154,-26.322767512426605,0.6957625061722819,0.034783803,0.95907456,12367.313356286562,3.2149277,3846.8403,15.456678,5851.042806433051,8.788181,665.7854,15.920459,9339.878985744483,9.590082,973.9102,14.822042
Gaia DR3 3388801425010623488,3388801425010623488,77.9060267001669,13.498720620162578,1.9540981391692858,0.09769277,0.9712648,2988.138635025921,2.8328042,1054.8341,16.998865,722.8158780817029,11.418097,63.304413,18.190973,3359.109902820387,13.703526,245.12743,15.932335
Gaia DR3 4059243822755023104,4059243822755023104,258.8531098600029,-30.008500510127156,0.4453401080490612,0.022264238,0.9246392,52564.114285532676,13.15948,3994.3914,13.885644,15471.184166579826,16.25019,952.0617,14.864734,58568.62004877758,22.115665,2648.2866,12.828733
Gaia DR3 1984206347373669888,1984206347373669888,341.51267900263645,46.477215332449205,0.9996379796631987,0.04997569,1.0563449,3811.4812272842237,1.7976708,2120.2332,16.734632,1521.1262911557878,8.895478,170.99994,17.38313,3300.936881708596,7.5181856,439.0603,15.951303
Gaia DR3 535643586443748480,535643586443748480,21.333642016390918,74.38747215831424,0.7316180151264754,0.036576357,0.97801435,5101.87631758958,2.1711948,2349.8013,16.418041,2209.534008734068,7.981507,276.8317,16.97779,4129.042376520937,9.09427,454.02682,15.708272
Gaia DR3 6886419346862186752,6886419346862186752,311.4989518428084,-15.273188308918595,1.2673312491812263,0.06335869,1.0660446,4864.182464668165,2.3226998,2094.1934,16.469843,1514.7968976417026,6.7278004,225.15485,17.387655,4927.058110838324,9.51853,517.62805,15.516426
Gaia DR3 5335539538590803712,5335539538590803712,177.4033956486527,-59.84303633350798,0.638175284942187,0.031904798,0.96823764,6814.533665532033,2.2111657,3081.8738,16.103777,3280.5836072994152,6.1185355,536.1714,16.548664,5023.206951189744,8.229737,610.3727,15.495442
Gaia DR3 3278126921021856000,3278126921021856000,56.53977204591736,7.992489433942211,1.0719223861979355,0.053589456,1.0492218,7058.1453761270095,2.4316554,2902.6091,16.06564,2950.950589638952,8.266464,356.97858,16.663637,5851.014308875863,10.728393,545.3766,15.329818
Gaia DR3 5907810395643987072,5907810395643987072,223.93674362447086,-45.250514854735215,0.6138652988969928,0.030689446,1.0544184,16682.55545939534,4.809034,3469.0034,15.13171,8069.281254452063,14.838451,543.80884,15.571455,12312.526534400664,23.334846,527.6455,14.522028
Gaia DR3 5822766985180830848,5822766985180830848,242.27401382939442,-64.98200320593867,0.6228068917175863,0.03113647,0.99691457,8995.190413456688,2.300068,3910.837,15.8023405,4538.700686417994,9.663392,469.67987,16.196213,6434.527467647112,8.433412,762.98035,15.2266035
Gaia DR3 1974232883569900032,1974232883569900032,325.7943665656446,45.94110943157908,0.2567625814153587,0.012836532,1.0245088,50830.51945392309,6.806444,7467.999,13.922055,21898.153221751058,16.723406,1309.4314,14.487523,41369.50475130152,16.283878,2540.519,13.206195
Gaia DR3 5517397898494094208,5517397898494094208,119.03329253720014,-48.770734028822936,0.5095667383375017,0.025475167,1.1364098,11605.82502569563,4.3143263,2690.0667,15.525677,5810.267736495753,11.592433,501.2121,15.928052,8535.405990082982,16.388065,520.8306,14.919835
Gaia DR3 4524474066090069120,4524474066090069120,280.33748173179725,18.76415773122705,1.1732737461068727,0.05865639,0.96393347,3539.173249633855,1.5781627,2242.5908,16.815113,1237.4506716372412,4.571522,270.6868,17.607222,3328.2338802003983,7.5670104,439.83472,15.942361
Gaia DR3 5627863052895424768,5627863052895424768,136.9657094097299,-33.38665387208734,0.2923019887483177,0.014613281,1.0371712,46244.90858414401,6.309327,7329.6104,14.024707,16740.418243535605,13.095487,1278.335,14.779126,42502.784607671434,18.1707,2339.0835,13.176852
Gaia DR3 3008070166408157056,3008070166408157056,96.15809243745048,-5.853113656660961,0.6155676968746712,0.03077455,1.0050122,15264.134863466272,4.5164485,3379.6765,15.228187,7294.132018782398,12.85676,567.33826,15.681108,11545.103970244663,17.196577,671.3606,14.591901
Gaia DR3 3671827812627236352,3671827812627236352,210.1305289566552,5.133869585959293,0.6915279566104059,0.034572087,0.9868835,17208.504524552736,5.6390805,3051.651,15.098009,9297.824810216911,19.852892,468.33603,15.417589,11318.144463693761,21.334387,530.51184,14.613458
Gaia DR3 3508259652515932800,3508259652515932800,199.15532367517,-17.48593123800634,0.7734456567322737,0.038667463,0.95662695,12251.260039735504,3.3074026,3704.1938,15.466915,6338.700544194259,13.213053,479.7302,15.833542,8461.191380985723,10.598703,798.32324,14.9293165
Gaia DR3 5824754008866514304,5824754008866514304,228.83811717989857,-65.58845821793733,0.6459805166446309,0.032294996,0.9872598,8382.35690754632,2.014672,4160.656,15.878951,3650.09755878276,6.1850166,590.1516,16.432781,6786.965065010617,6.3535337,1068.219,15.168707
Gaia DR3 1041950750953497344,1041950750953497344,127.66227783385942,60.896401665037295,2.5531139289382674,0.12763977,1.0030892,1124.704434159211,1.205666,932.8491,18.05977,225.82856837892524,6.5003724,34.740868,19.454096,1369.7758342403445,7.4812007,183.09572,16.906271
Gaia DR3 5278910807068092672,5278910807068092672,98.3664720271455,-69.76304105811347,0.7939334011654455,0.03969172,0.9971451,4589.289578977466,2.5362494,1809.4789,16.533003,2133.4173068757377,12.591576,169.43211,17.015852,3436.8822541160393,12.625642,272.21445,15.907484
Gaia DR3 1198605598563331328,1198605598563331328,242.96247668084638,16.348592586139524,0.8519130018812691,0.042590335,1.0653795,7940.424494778661,3.1169136,2547.528,15.9377575,3936.80337122114,7.2644024,541.9308,16.350683,5667.464357519765,12.413287,456.56436,15.364424
Gaia DR3 4137057433205604608,4137057433205604608,261.1824831934235,-15.131002779998854,1.4941388790676384,0.07469761,1.037592,3904.4949227753236,2.4444184,1597.3104,16.708454,1355.3634067554856,8.72105,155.41287,17.508404,3723.2459013317966,10.244354,363.4437,15.820591
Gaia DR3 6775111111858438400,6775111111858438400,315.0327864732437,-38.3432936703017,0.7580556409669829,0.037898052,1.0897738,9763.857942713128,3.04817,3203.1868,15.713313,4920.967914419933,10.761077,457.29324,16.108416,6976.317024259663,10.624491,656.62604,15.13883
Gaia DR3 2139680109038380416,2139680109038380416,290.0731003101196,53.63648196378817,0.7110828265395776,0.035549704,1.0733881,6334.863950842425,3.0635397,2067.825,16.183023,3032.232411313796,10.145522,298.87396,16.634136,4653.440602779319,12.327996,377.46933,15.57846
Gaia DR3 4283303028136020224,4283303028136020224,277.3439440310061,3.6735240628504,0.6394643846444503,0.031969227,0.9328864,14815.330466165095,8.088052,1831.7551,15.260589,4868.414636643138,32.392982,150.29227,16.120073,15703.530248283208,67.24982,233.51038,14.257902
Gaia DR3 4135649916562628480,4135649916562628480,257.7020710714409,-16.9958079336407,1.8974707537402333,0.09486169,1.0134636,2242.2456926212703,2.4600403,911.46704,17.31066,522.7678366460858,8.87034,58.93436,18.54277,2544.756905434397,6.8653316,370.66772,16.23378
Gaia DR3 6071429511269048704,6071429511269048704,184.99503258896226,-58.508102849782,1.1229248998374481,0.056139234,1.0326308,3419.6766147445123,1.7499827,1954.1202,16.852404,1242.4131673942316,9.061486,137.1092,17.602877,3237.0352859135846,8.367013,386.88065,15.972527
Gaia DR3 565846930339739904,565846930339739904,23.918732392659674,80.4851312190376,0.6056441384872434,0.030278424,0.99835604,8107.570624081335,2.7415688,2957.2742,15.91514,4092.0783359208176,10.634823,384.78107,16.308681,5762.765043560472,11.705218,492.32443,15.346318
Gaia DR3 4083661815652962560,4083661815652962560,288.049724012084,-20.418705424539407,0.5299689698812047,0.02649514,1.0321577,20271.131518256425,5.5554023,3648.9043,14.920172,9062.057268228178,13.786076,657.3341,15.445476,15894.989213448653,18.531065,857.7483,14.244745
Gaia DR3 4268058501263318144,4268058501263318144,287.79744081547227,2.3031412048538504,0.7604839295863968,0.038019445,0.9610069,7654.223701619107,5.792528,1321.396,15.977614,3267.6010415848714,30.791046,106.121796,16.552969,6999.13566684976,66.47257,105.29359,15.135284
Gaia DR3 2159362432325624832,2159362432325624832,271.75965804390745,62.41220096024802,1.2609153174193923,0.06303789,0.97019833,1883.4266627154113,1.7620661,1068.874,17.499994,597.0234664796407,9.041288,66.033005,18.398563,1886.2056540128606,11.335297,166.40108,16.558924
Gaia DR3 4095944283942282240,4095944283942282240,273.01242451947223,-17.479280811502353,1.1963095480970698,0.059808,1.0426387,4262.812840429893,3.183621,1338.9825,16.613127,1683.3326701973724,16.703323,100.778305,17.273117,3691.988263839495,8.045024,458.91577,15.829744
Gaia DR3 2031581348487944704,2031581348487944704,295.66443723374476,29.053216548163718,1.0618992139800185,0.05308832,1.9246904,9169.262976315853,4.611597,1988.3053,15.78153,4591.845926381319,12.014931,382.1783,16.183575,7562.954638119211,26.770723,282.50842,15.051167
Gaia DR3 1999688123935440128,1999688123935440128,333.9823416299926,48.862102753590264,1.5624676009790615,0.0781136,0.99409354,1745.8251299684214,1.774644,983.76074,17.582365,542.7874900076542,6.4958572,83.55902,18.501968,2125.3046298414415,9.370271,226.81358,16.429342
Gaia DR3 1750441551011379072,1750441551011379072,313.6930058815306,9.512577560051836,0.6004743982994946,0.030019965,0.93263704,20347.787039976538,5.298015,3840.6436,14.916074,10457.151649463396,17.120667,610.79114,15.290009,14144.35970268441,20.929968,675.7946,14.371437
Gaia DR3 5834337313519644032,5834337313519644032,238.1943564004508,-57.961553768675635,0.47611767018420076,0.023802906,0.9815489,22033.98691625091,5.0086145,4399.218,14.829634,7002.820180258832,12.196458,574.16833,15.72536,21951.818786219184,12.011287,1827.5992,13.894219
Gaia DR3 1844099772534679168,1844099772534679168,312.4057682099514,26.387384680146646,2.0825892664618006,0.10411643,1.0014486,1425.363613814803,1.5000814,950.19086,17.802553,312.52247501358863,5.1862006,60.26039,19.10134,1663.234406943751,8.287212,200.6989,16.695513
Gaia DR3 6217731696670249600,6217731696670249600,221.7557873898313,-30.760210855661395,0.9397737534936093,0.046982802,1.1291333,7151.765749034013,8.935384,800.3871,16.051334,3438.6265656068167,16.723839,205.61227,16.49758,5620.606059518357,15.603468,360.21518,15.373438
Gaia DR3 60049213371425664,60049213371425664,45.164688755991826,19.527878830272467,1.7201382843724393,0.08599614,0.8919436,2347.5005408412153,2.8157856,833.69293,17.260853,587.6058511140137,7.3244214,80.22556,18.415827,2573.227555790962,12.431346,206.99509,16.2217
Gaia DR3 129479971051495040,129479971051495040,40.71577532124551,28.721416250164967,0.44515331173777173,0.022254879,0.9901751,33857.93690337616,7.702247,4395.8516,14.363215,14571.368514346937,19.748337,737.85297,14.929791,27522.819999276657,24.222883,1136.2322,13.6486635
Gaia DR3 4297284310597514880,4297284310597514880,298.66194032519996,6.728361296981307,1.1304065793508757,0.056513254,2.4159143,22759.34604213031,11.5498905,1970.5248,14.794467,12959.257725648913,183.43976,70.64585,15.057092,19028.26896558728,297.70737,63.916016,14.049397
Gaia DR3 5893069312014320512,5893069312014320512,221.0488530044539,-56.44803278794576,0.4050044831154593,0.020247689,1.0121397,42479.5769027602,11.7518635,3614.71,14.116917,11314.607208556945,18.84769,600.31793,15.204444,46022.73952464269,23.870705,1928.0009,13.090465
Gaia DR3 5804302577156807296,5804302577156807296,257.7459006850376,-72.87967387827703,0.5833224758416157,0.029162468,0.9401089,8370.27112982402,2.2441516,3729.8154,15.880518,4167.598944633956,9.165678,454.6962,16.288828,5999.882542551274,9.865453,608.171,15.302539
Gaia DR3 3210627386796867968,3210627386796867968,81.4323244356613,-3.9716128607641323,0.9756008253579324,0.04877393,0.98749614,7289.068814057703,2.985636,2441.379,16.030687,2788.527327976697,8.958325,311.27774,16.725105,6450.927247678509,13.363801,482.7165,15.22384
Gaia DR3 3718290253439223424,3718290253439223424,203.7609864126151,6.136251659621945,0.8300678701943633,0.04149819,0.93378824,8081.523268638991,2.793268,2893.2144,15.918633,3982.5479910448385,9.2518015,430.46188,16.33814,5803.275398545634,10.017017,579.3417,15.338713
Gaia DR3 6663110768646780800,6663110768646780800,289.7174375259618,-47.37122816216861,0.339063309028252,0.01695104,1.0303782,43663.416261136874,6.4527917,6766.5933,14.087072,19107.291925392834,18.96546,1007.47845,14.635545,35003.23949109776,20.133238,1738.5797,13.387625
Gaia DR3 1711442629487854592,1711442629487854592,208.38511118080478,72.86493969685931,0.7596522035463066,0.03797785,0.9990808,5711.323381322611,2.692085,2121.5242,16.295525,2730.1671230496117,11.159097,244.65843,16.74807,4203.130372128144,13.388748,313.93005,15.688963
Gaia DR3 5946251074513156480,5946251074513156480,263.32786271952676,-51.202229446447056,0.7697860834129842,0.038484477,1.0289527,9791.697023159926,6.2097645,1576.8226,15.710222,5032.354227702599,18.274424,275.3769,16.084114,7014.687758536876,19.795048,354.36578,15.1328745
Gaia DR3 5640487336172144000,5640487336172144000,128.78563431950835,-31.816471178670852,0.2554549822185464,0.012771146,0.9939118,70813.31254700905,9.212404,7686.7354,13.562079,27742.688156737124,15.728417,1763.8575,14.230671,61499.95068285176,20.54796,2992.9954,12.775708
Gaia DR3 5059380769278209664,5059380769278209664,48.696853527402105,-29.13627433141096,0.7966100867836571,0.039825507,1.0114837,5894.369468067298,1.4684331,4014.0537,16.261274,2837.9426653709024,6.013207,471.9516,16.706034,4324.594574681761,6.27952,688.6824,15.658032
Gaia DR3 5829193630654622592,5829193630654622592,240.6646720084954,-63.05751846942385,0.7582874645845394,0.037909612,0.9806689,7714.752030834831,2.1547577,3580.3337,15.969062,3613.4087689028743,6.708615,538.6222,16.44375,5839.83997329694,6.49664,898.90155,15.331893
Gaia DR3 4523886617639891072,4523886617639891072,278.40226346848004,17.28316178754737,4.32354827203931,0.21615028,5.743374,6468.529573932884,29.5131,219.17487,16.160353,1577.8542292301497,7.9412627,198.6906,17.343374,8460.743480490608,7.571006,1117.519,14.929374
Gaia DR3 5913232701651863424,5913232701651863424,259.4969287078844,-63.21945548803785,0.2766341649459026,0.013829973,1.0714736,109904.37271653331,14.39094,7637.053,13.084829,46094.4294318179,20.18418,2283.6912,13.679421,91242.02510483397,27.279787,3344.675,12.347408
Gaia DR3 4369418668586475648,4369418668586475648,264.97013991577666,-2.394992074975571,1.4704550793111586,0.07351353,1.165311,3926.4276714646703,3.1915221,1230.2681,16.702374,1551.8356713496746,25.53717,60.767723,17.361427,4326.417042492794,25.610256,168.93298,15.657575
Gaia DR3 4456818156387923456,4456818156387923456,241.65473240475887,11.39284495134757,2.9512065961450116,0.14754179,1.0517707,991.8478867876104,1.349568,734.9373,18.196255,245.35822868378503,7.692361,31.896349,19.36404,1128.1368742165232,9.113502,123.78742,17.116991
Gaia DR3 2580255174199713664,2580255174199713664,20.57222406668509,11.011593187878276,0.9474635049911626,0.047367226,0.93655866,7933.630419290885,2.9016325,2734.1953,15.938687,3830.652195842762,13.48401,284.0885,16.38036,5844.462794374169,9.756403,599.0387,15.331034
Gaia DR3 5297452936801608192,5297452936801608192,131.23425673101747,-64.19180398165875,0.2648426828114555,0.0132404715,1.0386336,54069.900632856705,8.0657625,6703.632,13.854978,20925.586964692026,17.4463,1199.4283,14.536848,47278.286801592614,20.638151,2290.8198,13.061241
Gaia DR3 490458365826355840,490458365826355840,62.036175550975344,67.57061104923172,1.5262712859441305,0.07630398,0.98344374,1953.746397284079,1.2521704,1560.288,17.460196,507.1117817291436,8.378039,60.528694,18.575783,2127.706857101876,8.059065,264.0141,16.428116
Gaia DR3 1318054102262253312,1318054102262253312,247.3903360870367,30.010804436915038,0.9245838666250845,0.046223383,1.0738915,3910.07778693226,1.7530879,2230.3945,16.706903,1645.8850707089705,9.3277,176.45134,17.297543,3235.3273587252675,10.861161,297.88043,15.9731
Gaia DR3 1751106029697358976,1751106029697358976,310.5491458368342,9.6285554751464,0.5025744532772987,0.025125565,1.4826374,130139.63773135266,21.17173,6146.859,12.901343,56838.75090513552,45.073524,1261.023,13.451931,104953.43511650169,53.36581,1966.6793,12.195404
Gaia DR3 4050116712397739392,4050116712397739392,272.12309776777704,-29.700507627138453,0.4704197354328622,0.023518031,0.8971237,114206.57043654376,29.78483,3834.3872,13.043139,42610.45301186004,49.0257,869.1452,13.764751,103824.67680482351,62.442387,1662.7275,12.207144
Gaia DR3 4251602355635014528,4251602355635014528,282.26716135169863,-8.272815552191739,0.5803728109009687,0.029014995,1.2462023,27413.22836718393,9.13079,3002.2844,14.592466,11816.600946891012,18.441633,640.7568,15.1573105,22741.47629169845,33.088375,687.29504,13.855849
Gaia DR3 5863926374012515200,5863926374012515200,204.64189506779007,-64.77085565695472,1.5570003753716344,0.07784023,0.99499667,2059.682759049014,1.903809,1081.8748,17.402866,615.3305986273973,12.591997,48.8668,18.36577,2590.942053586234,16.991974,152.48035,16.21425
Gaia DR3 6065793547777359232,6065793547777359232,206.3232834059099,-54.06485717318935,0.6350014426303116,0.03174608,0.9731317,14123.808370258796,3.51785,4014.898,15.312488,5517.551750447993,11.766301,468.9283,15.984177,12378.247214737785,10.721387,1154.5378,14.516248
Gaia DR3 5603955821815572864,5603955821815572864,104.42964507951922,-33.12039243349985,0.6184603960611029,0.030919129,1.0682575,8159.893933786569,3.7234266,2191.5012,15.908155,4140.234264460564,10.405906,397.8735,16.29598,5872.367650224463,9.171236,640.30273,15.325862
Gaia DR3 3463014298060922880,3463014298060922880,182.09000693433893,-34.49962790986585,0.8081962574895346,0.040404726,0.9750508,7809.040565151658,2.7879114,2801.0361,15.955873,3800.1114917699133,10.672339,356.07108,16.389051,5694.202651259104,12.2880745,463.39258,15.359313
Gaia DR3 2992282240287608320,2992282240287608320,91.07193908351611,-15.621537132500185,1.2592308238974252,0.06295362,1.031681,3340.2366466050808,2.3222592,1438.3566,16.877924,1027.9305282911228,10.332559,99.484604,17.808632,3408.629420714671,15.2797985,223.08078,15.916446
Gaia DR3 1913901581026919168,1913901581026919168,351.7571563179019,37.561419548730825,0.6516620287449604,0.032578997,1.0494721,9919.858745319088,2.940865,3373.1091,15.696103,4896.11293638478,9.692985,505.11923,16.113914,7193.389414576639,9.174134,784.0946,15.105561
Gaia DR3 4122959765678734848,4122959765678734848,261.81947301821157,-17.638191818183163,1.0651696152506958,0.053251777,1.0024512,4892.030090958613,2.4563024,1991.6237,16.463644,1915.9311465393398,7.4647026,256.66544,17.132593,4228.993867644936,10.476188,403.6768,15.682302
Gaia DR3 6077457996070007424,6077457996070007424,184.80660669417225,-52.25887229191926,0.4713676110790116,0.023565413,0.99868596,23950.868031126505,3.2838361,7293.5635,14.739063,10101.439017812265,9.203643,1097.548,15.327584,19674.68278644191,9.156939,2148.6091,14.013126
Gaia DR3 5721634249236422912,5721634249236422912,122.44453922383296,-15.770752056808718,1.1193579303849224,0.055960845,0.9954203,4069.1359593140373,1.8598417,2187.8938,16.66361,1665.392582360659,7.418354,224.49625,17.28475,3433.6671325273737,8.5555525,401.33786,15.9085
Gaia DR3 6734266041626498176,6734266041626498176,277.94813658487476,-35.322834984040924,1.1007318417039391,0.05502966,1.2616087,7625.9865646543585,4.257822,1791.0533,15.9816265,3141.648953000059,8.603032,365.17926,16.595648,6432.756044262986,9.629545,668.0228,15.226903
Gaia DR3 4094623087599431552,4094623087599431552,273.52033138624705,-19.94200838414745,0.7241280553637385,0.03620184,0.9781297,13056.260008155483,4.272392,3055.9604,15.3978195,5744.808098016998,13.914068,412.8777,15.940353,10474.493711291656,15.539505,674.0558,14.697563
Gaia DR3 6377409922070938624,6377409922070938624,352.98619451087154,-77.02635324099555,0.6454780675156546,0.032269835,1.020733,8070.953003233554,3.225757,2502.034,15.920054,4096.363079365929,17.102642,239.51639,16.307547,5688.344578939982,10.220849,556.5433,15.360431
