designation,source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag
Gaia DR3 1604992552251204608,1604992552251204608,217.70752278963204,51.60316111093792,0.48627669000331475,0.024313238,1.0535811,15687.651701991928,3.628239,4323.7646,15.198472,7316.937372025646,11.728446,623.8625,15.677719,11849.084767042648,13.607675,870.76483,14.5636835
Gaia DR3 3160641457895313664,3160641457895313664,105.98945669837991,12.182362302744231,0.45313067432382276,0.022655975,1.2583877,41639.858731926484,17.05309,2441.778,14.138594,25217.957669928743,31.818562,792.55493,14.334268,23883.40457262152,25.735592,928.03015,13.802655
Gaia DR3 5325193615169909504,5325193615169909504,135.88337640638233,-49.48969280672438,0.7731230721704483,0.0386552,1.0762938,5378.162247354242,2.628702,2045.9384,16.360783,1742.858939726347,10.842248,160.74701,17.235386,5298.425773414005,9.381122,564.79663,15.437529
Gaia DR3 5700081106913012224,5700081106913012224,125.49418293944096,-22.243300609687836,0.4398557834847702,0.021992246,0.9911493,20424.20715015518,3.3922343,6020.8716,14.9120035,10515.421169499687,10.9481735,960.47266,15.283976,14148.508622080208,9.539514,1483.1478,14.371119
Gaia DR3 5886880195402734592,5886880195402734592,230.67232840904236,-54.85733905396334,0.7320728268154831,0.03660274,1.019519,9043.395243684876,3.1878092,2836.8684,15.796538,3982.634610914596,9.15572,434.9887,16.338116,7381.34501985996,24.077946,306.56042,15.077557
Gaia DR3 3361888502802743296,3361888502802743296,106.41953063229161,18.878123249098678,0.8841792671611391,0.04420787,1.0541714,7110.27160310141,3.662821,1941.2009,16.057652,3320.3748328216952,9.181138,361.65176,16.535574,5355.57370881739,11.87725,450.91025,15.42588
Gaia DR3 4643652978975270400,4643652978975270400,36.46160701493768,-73.54311782894328,0.8783568480524586,0.04391676,0.95194805,3364.2153528105773,1.902935,1767.9087,16.870157,1502.951208982281,9.743606,154.25,17.39618,2629.571247364877,8.7197485,301.56503,16.198183
Gaia DR3 5987599137004603520,5987599137004603520,237.99672989694042,-47.20221487543294,0.4875298214536295,0.024375888,1.0384709,25953.964420392673,5.352872,4848.6055,14.651857,7756.480204441823,9.05933,856.18695,15.614381,26489.213146436017,13.709332,1932.203,13.690223
Gaia DR3 4252335828590368640,4252335828590368640,281.3862983846693,-7.1616718652746725,0.385951758173576,0.019297112,0.96790045,56414.95137119296,14.813683,3808.3003,13.808882,18195.058437370917,28.589474,636.4251,14.688659,55861.46825953151,37.949356,1472.0004,12.880115
Gaia DR3 5255052744801483904,5255052744801483904,155.27640908664094,-59.69379494990021,0.4410323120520247,0.022051068,0.9836673,14726.145917468259,3.899407,3776.5093,15.267144,7659.9125663396035,10.606794,722.17035,15.627983,10189.298336468952,8.815896,1155.787,14.727535
Gaia DR3 1974261814463771904,1974261814463771904,325.79549254684264,46.37164360414849,0.9317616515019606,0.04658693,1.6229132,10577.970368314474,5.5209007,1915.9863,15.626361,5981.713716349188,159.70839,37.45397,15.896478,9198.413632459447,128.2791,71.70625,14.8386135
Gaia DR3 1354575995886382464,1354575995886382464,254.81554789044168,41.46239780674916,0.5427720025117194,0.027137928,1.0090195,8693.325465382773,3.0292125,2869.8303,15.839402,4359.702721642378,13.703689,318.1408,16.2399,6191.089023553369,13.994548,442.39294,15.268477
Gaia DR3 1181448814826229248,1181448814826229248,222.47841681372566,12.118332621657316,0.7500358918820832,0.037500866,0.9690602,11774.826281920097,4.623575,2546.6929,15.50998,6348.217342419227,19.429781,326.72614,15.831913,7823.723818204998,33.833553,231.24156,15.014361
