ID,PLATE,MJD,FIBER,RA,DEC,U,Z,I,G,R,ERR_U,ERR_Z,ERR_I,ERR_G,ERR_R,EXTINCTION_U,EXTINCTION_Z,EXTINCTION_I,EXTINCTION_G,EXTINCTION_R,PMRA,PMDEC,PMRAERR,PMDECERR,CAH2,CAH3,TIO5,MATCH,DIST22,NFIT,SIGRA,SIGDEC,RV,ZETA,SP,MR,MI,MZ,D,ZGAL,UGAL,VGAL,WGAL,VTOTG,ACTIVITY,EWHA,EWHAERR,SNR,D_ERR,VTR,VTR_ERR
SDSS083838.9+285407.9,1268,52933,119,129.66217482,28.90218778,23.09687614440918,18.519001007080078,20.016931533813477,22.95602798461914,22.336681365966797,0.6689789891242981,0.03498600050806999,0.03030399978160858,0.21712200343608856,0.15107299387454987,0.2570689916610718,0.07375399768352509,0.1040240004658699,0.18914900720119476,0.13718600571155548,-9999.0,-9999.0,-9999.0,-9999.0,0.3597591519355774,0.7348539233207703,0.5963624119758606,-9999,-9999.0,-9999,-9999.0,-9999.0,-690831.0,0.6708613634109497,3,10.470666885375977,6.569436073303223,7.454720497131348,2216.99951171875,1285.583251953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999,5.134490013122559,4.261509895324707,1.2970600128173828,436.542724609375,-9999.0,-9999.0
SDSS080858.9+052045.2,1295,52934,209,122.24555141,5.34589845,25.71929931640625,19.38043212890625,20.01565170288086,22.76290512084961,22.552370071411133,0.6919010281562805,0.046939000487327576,0.022931000217795372,0.11910299956798553,0.27893298864364624,0.1598310023546219,0.04585599899291992,0.06467700004577637,0.11760199815034866,0.08529499918222427,-9999.0,-9999.0,-9999.0,-9999.0,0.5153733491897583,0.8547667860984802,0.6967305541038513,-9999,-9999.0,-9999,-9999.0,-9999.0,-25.217899322509766,0.7460581064224243,1,7.340031147003174,4.626683712005615,5.621642112731934,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,0.9030280113220215,0.952360987663269,2.3513801097869873,-9999.0,-9999.0,-9999.0
SDSS081509.7+061953.7,1295,52934,537,123.79034242,6.33157319,24.484447479248047,17.42629623413086,18.10063934326172,21.41374397277832,19.333602905273438,0.9154199957847595,0.019293999299407005,0.01612599939107895,0.0387209989130497,0.016101999208331108,0.12369100004434586,0.03548799827694893,0.05005199834704399,0.09100999683141708,0.06600800156593323,41.36029815673828,-250.8769989013672,3.113539934158325,3.113539934158325,0.2575604021549225,0.3952968418598175,0.7600992321968079,1,7.789400100708008,6,432.1969909667969,1240.3399658203125,140.59800720214844,0.27078524231910706,6,13.916590690612793,12.517782211303711,11.958412170410156,117.54412078857422,58.209434509277344,-24.824228286743164,-183.72256469726562,19.454376220703125,199.76339721679688,-9999,1.1348199844360352,0.23516599833965302,6.865910053253174,21.66996192932129,141.90707397460938,26.27658462524414
SDSS092554.3+092920.2,1302,52763,578,141.47643517,9.48894167,22.630002975463867,18.42277717590332,18.868541717529297,21.081378936767578,19.497777938842773,0.3929600119590759,0.04006600007414818,0.025471000000834465,0.03766399994492531,0.019494999200105667,0.25791001319885254,0.07399599999189377,0.10436499863862991,0.1897680014371872,0.1376349925994873,1.6640499830245972,-56.219600677490234,5.161680221557617,5.161680221557617,0.6709641814231873,0.8306790590286255,0.8150129914283752,1,33.91559982299805,5,290.89801025390625,243.65199279785156,96.3114013671875,0.5819647908210754,1,10.825723648071289,10.043088912963867,9.7942476272583,509.1947326660156,332.7558288574219,12.250892639160156,-153.60601806640625,21.44164276123047,166.6341552734375,0,0.4882369935512543,0.3728010058403015,6.363490104675293,93.90847778320312,135.98182678222656,30.665990829467773
SDSS130941.3+481156.1,1281,52753,216,197.42221739,48.19890886,25.42914390563965,17.25388526916504,18.451242446899414,22.432706832885742,20.671653747558594,0.6934170126914978,0.026195000857114792,0.019186999648809433,0.12801699340343475,0.04022400081157684,0.061124999076128006,0.01753699965775013,0.024733999744057655,0.044975001364946365,0.03262000158429146,-9999.0,-9999.0,-9999.0,-9999.0,0.274518221616745,0.402057945728302,0.2810843288898468,-9999,-9999.0,-9999,-9999.0,-9999.0,-0.9672560095787048,0.8235313892364502,6,12.518309593200684,9.340766906738281,8.7858304977417,420.8671569824219,407.048583984375,-9999.0,-9999.0,-9999.0,-9999.0,0,-0.9554949998855591,0.46685999631881714,4.163119792938232,77.9176025390625,-9999.0,-9999.0
SDSS140249.2+461347.2,1286,52725,272,210.70500826,46.22977744,24.192617416381836,19.273983001708984,19.846174240112305,23.219751358032227,21.292831420898438,0.8987820148468018,0.17250999808311462,0.18651199340820312,0.42908498644828796,0.3114440143108368,0.04191699996590614,0.012025999836623669,0.016961999237537384,0.030842000618577003,0.02236899919807911,-9999.0,-9999.0,-9999.0,-9999.0,0.4347704350948334,0.7270776629447937,0.6806007623672485,-9999,-9999.0,-9999,-9999.0,-9999.0,-54.58110046386719,0.5766861438751221,3,13.233874320983887,11.771145820617676,11.163240432739258,404.8717346191406,385.5927429199219,-9999.0,-9999.0,-9999.0,-9999.0,-9999,1.7508399486541748,0.8833699822425842,3.9011099338531494,94.52082061767578,-9999.0,-9999.0
SDSS141013.0+454313.0,1286,52725,131,212.55400478,45.72027479,22.298477172851562,17.400394439697266,17.786802291870117,20.087024688720703,18.46426010131836,0.2599259912967682,0.024528000503778458,0.0160910002887249,0.021333999931812286,0.016457999125123024,0.03611300140619278,0.010360999964177608,0.014612999744713306,0.026572000235319138,0.01927199959754944,-191.33099365234375,-107.36900329589844,3.228450059890747,3.228450059890747,0.6761344075202942,0.8166337013244629,0.9042750597000122,1,32.78960037231445,6,189.3300018310547,136.67799377441406,-49.46839904785156,0.2957533895969391,1,11.097623825073242,10.284273147583008,10.0372953414917,294.762939453125,283.6591796875,-72.3946533203125,-276.6869812011719,84.58878326416016,311.0207214355469,0,0.059566598385572433,0.13448099792003632,22.480600357055664,54.34328079223633,307.0614929199219,56.97016906738281
SDSS103735.6+384702.0,1432,53003,217,159.39842604,38.78387802,23.637792587280273,17.239139556884766,17.70157814025879,20.189130783081055,18.48968505859375,0.6573500037193298,0.019386999309062958,0.022597000002861023,0.021904999390244484,0.024821000173687935,0.11590100079774857,0.03325299918651581,0.04690000042319298,0.08527900278568268,0.06185099855065346,-78.6061019897461,-128.10299682617188,3.2648699283599854,3.2648699283599854,0.5125563740730286,0.6955400109291077,0.9461569786071777,1,11.167400360107422,6,110.37699890136719,157.21299743652344,-51.195701599121094,0.10337410122156143,2,11.139839172363281,10.27018928527832,9.941800117492676,286.81304931640625,263.17437744140625,-14.84739875793457,-181.88320922851562,-70.35321044921875,210.98275756835938,-9999,0.9667140245437622,0.15883700549602509,18.776199340820312,52.93453598022461,204.6771240234375,38.29517364501953
SDSS153930.2+450321.5,1332,52781,8,234.87578228,45.05598314,24.46344566345215,18.03567886352539,19.637203216552734,24.295961380004883,22.74583625793457,0.8856859803199768,0.027865000069141388,0.02545900084078312,0.4183259904384613,0.18097800016403198,0.060079000890254974,0.017237000167369843,0.024311000481247902,0.04420600086450577,0.03206200152635574,-9999.0,-9999.0,-9999.0,-9999.0,0.19251669943332672,0.3940715193748474,0.2777406573295593,-9999,-9999.0,-9999,-9999.0,-9999.0,-95.20600128173828,0.7848688960075378,7,28.48401641845703,27.141807556152344,-6.261749267578125,0.7013769149780273,15.55374813079834,-9999.0,-9999.0,-9999.0,-9999.0,-9999,17.79490089416504,79.24949645996094,0.22654299437999725,0.14180704951286316,-9999.0,48.04432678222656
SDSS164411.6+321241.7,1340,52781,601,251.04849754,32.21158673,23.929340362548828,19.180477142333984,20.099411010742188,23.040973663330078,21.499916076660156,0.6197220087051392,0.04889199882745743,0.045983001589775085,0.13874800503253937,0.05501899868249893,0.16196799278259277,0.046470001339912415,0.06554099917411804,0.1191750019788742,0.0864349976181984,-9999.0,-9999.0,-9999.0,-9999.0,0.3577423691749573,0.575168788433075,0.41866612434387207,-9999,-9999.0,-9999,-9999.0,-9999.0,26.73780059814453,0.814367949962616,4,11.339168548583984,9.717373847961426,9.168845176696777,1034.8145751953125,676.4337768554688,-9999.0,-9999.0,-9999.0,-9999.0,0,0.2789030075073242,1.055109977722168,3.199130058288574,192.4146270751953,-9999.0,-9999.0
SDSS152845.4+473924.2,1331,52766,589,232.18926003,47.65671656,24.600605010986328,19.034860610961914,19.291988372802734,21.71113395690918,19.937589645385742,0.8497040271759033,0.03866799920797348,0.020865999162197113,0.06647399812936783,0.024003000929951668,0.09103599935770035,0.02611899934709072,0.036837998777627945,0.06698299944400787,0.04858199879527092,-10.897700309753418,-16.031700134277344,4.833869934082031,4.833869934082031,0.7469978928565979,0.805030345916748,0.84858638048172,1,30.699199676513672,5,144.14500427246094,259.79901123046875,-121.39099884033203,0.5302241444587708,0,13.738282203674316,12.76608943939209,12.910345077514648,169.88107299804688,150.98928833007812,2.132563352584839,-70.60047912597656,-82.3966293334961,122.39388275146484,-9999,1.2646299600601196,0.43944498896598816,5.912139892578125,31.34954071044922,15.636089324951172,6.223428249359131
SDSS120159.6+571158.5,1313,52790,520,180.49823942,57.19957221,22.9146728515625,18.404497146606445,18.718393325805664,20.57498550415039,19.26095962524414,0.5226110219955444,0.034717001020908356,0.02524000033736229,0.02969300001859665,0.0182499997317791,0.10451299697160721,0.02998499944806099,0.042291998863220215,0.07689999788999557,0.05577399954199791,-1.1255700588226318,-0.8169050216674805,4.777329921722412,4.777329921722412,0.7734213471412659,0.8846396803855896,0.8811014294624329,1,21.525999069213867,5,55.22869873046875,129.9969940185547,47.11940002441406,0.5365262627601624,0,11.672178268432617,10.86014461517334,10.813542366027832,321.0711975097656,289.4786376953125,-7.5729079246521,27.527666091918945,47.77565002441406,47.167076110839844,0,-0.7262910008430481,0.31962600350379944,6.111959934234619,59.20502853393555,2.120194911956787,10.307024002075195
SDSS160235.9+310059.0,1405,52826,232,240.649415,31.01637714,23.73297119140625,17.48379135131836,18.208393096923828,21.23554801940918,19.4794979095459,0.8068339824676514,0.01876799948513508,0.021619999781250954,0.03383500128984451,0.020169999450445175,0.13709400594234467,0.039333000779151917,0.05547599866986275,0.10087300091981888,0.07316099852323532,-230.8780059814453,-64.55719757080078,4.3794097900390625,4.3794097900390625,0.3867570459842682,0.6026843190193176,0.5298911333084106,1,9.748940467834473,5,107.47599792480469,220.78199768066406,-132.58399963378906,0.6961548924446106,4,12.300067901611328,10.923444747924805,10.35871696472168,263.7873229980469,211.9582061767578,-88.9374771118164,-288.24542236328125,91.79796600341797,328.232421875,0,0.011382400058209896,0.2120320051908493,8.367030143737793,48.653160095214844,300.26324462890625,55.921443939208984
SDSS133108.6+102457.7,1800,53884,624,202.78581185,10.4160376,24.056655883789062,18.517126083374023,19.357254028320312,22.13902473449707,22.06601905822754,0.9784219861030579,0.030859999358654022,0.021619999781250954,0.07620099931955338,0.20577800273895264,0.17858999967575073,0.05123800039291382,0.07226700335741043,0.13140499591827393,0.09530600160360336,-24.043699264526367,23.43160057067871,5.13532018661499,5.13532018661499,0.4613487124443054,0.6859114170074463,0.6270993947982788,1,28.70989990234375,4,401.99700927734375,323.2820129394531,-621.7410278320312,0.6608752012252808,3,7.927013397216797,4.479391098022461,6.158914566040039,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1199.88525390625,-9999,0.788923978805542,0.6628919839859009,4.008840084075928,-9999.0,1026.2371826171875,-9999.0
